product_id,name,date,unit,category_name,category_codes,monimi_meiosi,promo,supplier_name,supplier_code,merchant,price,price_normalized
5201262221379,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΡΕΒΙΘΙΑ ΚΤΨ 10/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,xalkiadakis,3.16,5.26
5201262221379,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΡΕΒΙΘΙΑ ΚΤΨ 10/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,efresh,3.13,5.22
5201262221379,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΡΕΒΙΘΙΑ ΚΤΨ 10/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,mymarket,3.15,5.25
5201262221379,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΡΕΒΙΘΙΑ ΚΤΨ 10/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,masoutis,3.14,5.23
5201262221553,ΑΣ ΜΑΓΕΙΡΕΨΟΥΜΕ ΦΑΣ. ΠΛ. ΓΙΑΧΝΙ ΚΤΨ 10/1KG,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΑΣ ΜΑΓΕΙΡΕΨΟΥΜΕ,313.0,efresh,6.66,6.66
5201262221553,ΑΣ ΜΑΓΕΙΡΕΨΟΥΜΕ ΦΑΣ. ΠΛ. ΓΙΑΧΝΙ ΚΤΨ 10/1KG,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΑΣ ΜΑΓΕΙΡΕΨΟΥΜΕ,313.0,mymarket,6.65,6.65
5201262221553,ΑΣ ΜΑΓΕΙΡΕΨΟΥΜΕ ΦΑΣ. ΠΛ. ΓΙΑΧΝΙ ΚΤΨ 10/1KG,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΑΣ ΜΑΓΕΙΡΕΨΟΥΜΕ,313.0,masoutis,3.31,3.31
5201262221607,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΚΑΛΑΜΠΟΚΙ ΚΤΨ 15/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,xalkiadakis,3.4,5.66
5201262221607,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΚΑΛΑΜΠΟΚΙ ΚΤΨ 15/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,efresh,3.41,5.68
5201262221607,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΚΑΛΑΜΠΟΚΙ ΚΤΨ 15/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,mymarket,3.4,5.67
5201262221607,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΚΑΛΑΜΠΟΚΙ ΚΤΨ 15/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,masoutis,2.21,3.68
5201262221645,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΦΑΣΟΛΙΑ ΧΑΝΔ. ΚΤΨ 20/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,xalkiadakis,4.72,7.86
5201262221645,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΦΑΣΟΛΙΑ ΧΑΝΔ. ΚΤΨ 20/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,efresh,4.65,7.75
5201262221645,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΦΑΣΟΛΙΑ ΧΑΝΔ. ΚΤΨ 20/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,mymarket,4.67,7.78
5201262221645,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΦΑΣΟΛΙΑ ΧΑΝΔ. ΚΤΨ 20/600G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,masoutis,4.65,7.75
5201262221690,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΜΠΑΜΙΕΣ ΕΚΛΕΚ. ΚΤΨ12/750G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,xalkiadakis,7.85,10.46
5201262221690,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΜΠΑΜΙΕΣ ΕΚΛΕΚ. ΚΤΨ12/750G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,efresh,7.86,10.48
5201262221690,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΜΠΑΜΙΕΣ ΕΚΛΕΚ. ΚΤΨ12/750G,09-04-2026,ανά κιλ,"Κατεψυγμένα, Κατεψυγμένα Λαχανικά & Φρούτα, Λαχανικά κατεψυγμένα","[231, 237, 238]",False,False,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ,314.0,mymarket,7.86,10.48
