CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,name
23,80043023,ΜΠ. ΣΤΑΘΗ ΑΡΑΚΑΣ 900ΓΡ.,2.90,3.22,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,05-03-2025,11-03-2025,
23,80043026,ΜΠΑΡΜΠΑ ΣΤΑΘΗ ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓΓΥΛΑ 900ΓΡ.          ,2.67,2.97,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,05-03-2025,11-03-2025,
23,80046422,ΜΠ.ΣΤΑΘΗ ΑΡΑΚΑΣ 1100ΓΡ,3.30,3.00,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,05-03-2025,11-03-2025,
23,80047774,ΜΠ. ΣΤΑΘΗ ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓΓΥΛΑ 1100ΓΡ.          ,2.96,2.69,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,05-03-2025,11-03-2025,
23,391673,ΜΠ. ΣΤΑΘΗ ΑΡΑΚΑΣ 1000ΓΡ.                                         ,2.99,2.99,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,05-03-2025,11-03-2025,
23,391706,ΜΠ. ΣΤΑΘΗ ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓΓΥΛΑ 1000ΓΡ          ,2.72,2.72,default_kalathi.png,0,Λαχανικά Κατεψυγμένα,kg,,galaxias,05-03-2025,11-03-2025,
24,80049842/ 80001022,ΖΑΧΑΡΗ ΛΕΥΚΗ 1 κιλό,0.70,0.70,default_kalathi.png,0,Λευκή Ζάχαρη,kg,,galaxias,05-03-2025,11-03-2025,
25,260815,ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ 300ΓΡ,2.42,8.07,default_kalathi.png,0,Κρέμες για βρέφη,kg,,galaxias,05-03-2025,11-03-2025,
26,320199,ΝΟΥΝΟΥ NOULAC ΥΨ.ΠΑΣΤ.1LT.,1.73,1.73,default_kalathi.png,0,Γάλα για βρέφη,kg,,galaxias,05-03-2025,11-03-2025,
27,281531-80050339,ΓΑΛΑΞΙΑΣ ΕΛΛΗΝΙΚΟΣ ΚΑΦΕΣ 194γρ,2.10,10.82,default_kalathi.png,1,Ελληνικός Καφές,kg,,galaxias,05-03-2025,11-03-2025,
28,281301,ΓΑΛΑΞΙΑΣ ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ 100ΓΡ.,2.54,25.40,default_kalathi.png,1,Στιγμιαίος Καφές,kg,,galaxias,05-03-2025,11-03-2025,
29,281538,ΓΑΛΑΞΙΑΣ ΚΑΦΕΣ ΦΙΛΤΡΟΥ PREMIUM 250GR,3.62,14.48,default_kalathi.png,1,Γαλλικός Καφές,kg,,galaxias,05-03-2025,11-03-2025,
30,4401130,ΓΑΛΑΞΙΑΣ ΦΡΟΥΚΤΟΖΗ  200 ΓΡ.,1.16,5.80,default_kalathi.png,1,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,galaxias,05-03-2025,11-03-2025,
32,80030708,ΑΡΙΣΤΟΝ ΦΑΚΕΣ ΨΙΛΕΣ 1KGR.,2.50,2.50,default_kalathi.png,0,Φακές,kg,,galaxias,05-03-2025,11-03-2025,
33,80045233,MADORA ΧΥΜΟΣ 100% ΠΟΡΤΟΚΑΛΙ 1LT ,1.44,1.44,default_kalathi.png,0,Χυμός Πορτοκάλι,lt,,galaxias,05-03-2025,11-03-2025,
35,80044850,ACTIFRESH & CLEAN ΥΓ.ΠΛΥΝΤ. 34Μ 1.5LT,3.29,0.10,default_kalathi.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,galaxias,05-03-2025,11-03-2025,
36,80019953,AJAX ΚΑΘΑΡΙΣΤΙΚΟ BOOST ΜΑΓΕΙΡ.ΣΟΔΑ&ΛΕΜΟΝΙ 1LT,1.48,1.48,default_kalathi.png,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,galaxias,05-03-2025,11-03-2025,
36,80019956,AJAX ΥΓΡΟ ΚΑΘ. BOOST ΞΥΔΙ & ΛΕΒΑΝΤΑ 1LT,1.48,1.48,default_kalathi.png,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,galaxias,05-03-2025,11-03-2025,
36,80019957,AJAX ΚΑΘ.BOOST ΞΥΔΙ & ΜΗΛΟ 1LT,1.48,1.48,default_kalathi.png,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,galaxias,05-03-2025,11-03-2025,
37,13910,PALMOLIVE ΥΓΡΟ ΠΙΑΤΩΝ ΛΕΜΟΝΙ ΠΡΑΣΙΝΟ  500ML.,1.27,2.54,default_kalathi.png,0,Απορρυπαντικά Πιάτων,lt,,galaxias,05-03-2025,11-03-2025,
37,13901,PALMOLIVE ΠΙΑΤΩΝ  500ML REGULAR,1.27,2.54,default_kalathi.png,0,Απορρυπαντικά Πιάτων,lt,,galaxias,05-03-2025,11-03-2025,
38,80013830,REGINA GREEN ΡΟΛΛΟ ΚΟΥΖΙΝΑΣ 2ΦΥΛΛΟ 310ΓΡ,1.14,3.68,default_kalathi.png,0,Χαρτί Κουζίνας,kg,,galaxias,05-03-2025,11-03-2025,
39,110104,COLGATE ΟΔΟΝ/ΜΑ 75ML CLASSIC,0.90,12.00,default_kalathi.png,0,Οδοντόκρεμα,kg,,galaxias,05-03-2025,11-03-2025,
40,80046014,SOFTEX SOFT 10ΑΡΙ ΥΓΕΙΑΣ 2PL 670ΓΡ,2.74,4.09,default_kalathi.png,0,Χαρτί Υγείας,τμχ,,galaxias,05-03-2025,11-03-2025,
41,91595,EVERYDAY Σ/ΤΕΣ SUPER ULTRA PLUS HYPERDRY ACTIVE ECONOMY 18Τ,2.17,0.12,default_kalathi.png,0,Σερβιέτες ή Ταμπόν,τμχ,,galaxias,05-03-2025,11-03-2025,
41,91626,EVERYDAY HYPERDRY ULTRA PLUS ACTIVE ECONOMY Μ.NIGHT 18Τ,2.17,0.12,default_kalathi.png,0,Σερβιέτες ή Ταμπόν,τμχ,,galaxias,05-03-2025,11-03-2025,
42,302270,ΓΑΛΑΞΙΑΣ ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500ΓΡ,1.10,2.20,default_kalathi.png,1,Προϊόντα Βρώμης,kg,,galaxias,05-03-2025,11-03-2025,
43,121150,SYOSS ΣΑΜΠΟΥΑΝ COLOR 750ML,3.92,5.23,default_kalathi.png,0,Σαμπουάν,lt,,galaxias,05-03-2025,11-03-2025,
43,121154,SYOSS ΣΑΜΠΟΥΑΝ REPAIR 750ML,3.92,5.23,default_kalathi.png,0,Σαμπουάν,lt,,galaxias,05-03-2025,11-03-2025,
43,121159,SYOSS ΣΑΜΠΟΥΑΝ VOLUME 750ML,3.92,5.23,default_kalathi.png,0,Σαμπουάν,lt,,galaxias,05-03-2025,11-03-2025,
43,80003126,SYOSS ΣΑΜΠΟΥΑΝ KERATIN 750ML,3.92,5.23,default_kalathi.png,0,Σαμπουάν,lt,,galaxias,05-03-2025,11-03-2025,
43,80009083,SYOSS ΣΑΜΠΟΥΑΝ RENEW 750ML,3.92,5.23,default_kalathi.png,0,Σαμπουάν,lt,,galaxias,05-03-2025,11-03-2025,
44,100251,ΓΑΛΑΞΙΑΣ ΣΑΠΟΥΝΙ ΛΕΒΑΝΤΑ 125ΓΡ,0.45,3.60,default_kalathi.png,1,Σαπούνι Στερεό,kg,,galaxias,05-03-2025,11-03-2025,
44,80047239,ΓΑΛΑΞΙΑΣ ΣΑΠΟΥΝΙ ΛΕΒΑΝΤΑ 125ΓΡ,0.45,3.60,default_kalathi.png,1,Σαπούνι Στερεό,kg,,galaxias,05-03-2025,11-03-2025,
44,100252,ΓΑΛΑΞΙΑΣ ΣΑΠΟΥΝΙ ΠΕΥΚΟ 125ΓΡ,0.45,3.60,default_kalathi.png,1,Σαπούνι Στερεό,kg,,galaxias,05-03-2025,11-03-2025,
44,80047238,ΓΑΛΑΞΙΑΣ ΣΑΠΟΥΝΙ ΠΕΥΚΟ 125ΓΡ,0.45,3.60,default_kalathi.png,1,Σαπούνι Στερεό,kg,,galaxias,05-03-2025,11-03-2025,
45,92366,SANI PANTS ΝΟ2 MEDIUM 14Τ ΕΣΩΡΟΥΧΑ ΑΚΡΑΤΕΙΑΣ,7.67,0.55,default_kalathi.png,0,Πάνες Ακράτειας,τμχ,,galaxias,05-03-2025,11-03-2025,
45,92367,SANI PANTS ΝΟ3 LARGE 14Τ ΕΣΩΡΟΥΧΑ ΑΚΡΑΤΕΙΑΣ,9.12,0.65,default_kalathi.png,0,Πάνες Ακράτειας,τμχ,,galaxias,05-03-2025,11-03-2025,
45,80041205,SANI PANTS N4 EX. LARGE 14TEM,11.69,0.84,default_kalathi.png,0,Πάνες Ακράτειας,τμχ,,galaxias,05-03-2025,11-03-2025,
45,92365,SANI PANTS ΝΟ 1 SMALL 14Τ ΕΣΩΡΟΥΧΑ ΑΚΡΑΤΕΙΑΣ,6.27,0.45,default_kalathi.png,0,Πάνες Ακράτειας,τμχ,,galaxias,05-03-2025,11-03-2025,
46,92892,BABYLINO ΠΑΝΕΣ SENSITIVE ECONOMY ΝΟ5 11-16KG /44Τ.,10.55,0.24,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
46,92893,BABYLINO  SENS.ECONOMY ΝΟ4+ 10-15KG 46T,10.55,0.23,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
46,92894,BABYLINO ΠΑΝΕΣ SENSITIVE ECONOMY ΝΟ4 8-13KG 50Τ,10.55,0.21,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
46,92895,BABYLINO ΠΑΝΕΣ SENSITIVE ECONOMY ΝΟ3 4-9KG /56Τ,10.55,0.19,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
46,80006619,BABYLINO ΠΑΝΕΣ SENSITIVE  ECONOMY No2 3-6KG 50T,6.03,0.12,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
46,80007410,BABYLINO SENSITIVE  ECON. ΝΟ5+ 12-17KG/42T,10.55,0.25,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
46,80042934,BABYLINO ΠΑΝΕΣ SENS.ECON. ΝΟ6 13-18KG 38T,10.55,0.28,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
46,80042935,BABYLINO SENSITIVE ECON. ΝΟ7 15+KG/36Τ,10.55,0.29,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,05-03-2025,11-03-2025,
47,80040359,SEPTONA ΜΩΡΟΜ/ΛΑ DERMASOFT FAMILY 100T,1.22,0.01,default_kalathi.png,0,Μωρομάντηλα,τμχ,,galaxias,05-03-2025,11-03-2025,
48,80011886,ΓΑΛΑΞΙΑΣ ΒΡΕΦ.ΑΦΡ.&ΣΑΜ.0+DELIC.CHAM.400M,1.79,4.48,default_kalathi.png,1,Σαμπουάν για Μωρά,lt,,galaxias,05-03-2025,11-03-2025,
48,80011887,ΓΑΛΑΞΙΑΣ ΒΡΕΦ.ΑΦΡ.&ΣΑΜ.0+SWEET LAV.400M,1.79,4.48,default_kalathi.png,1,Σαμπουάν για Μωρά,lt,,galaxias,05-03-2025,11-03-2025,
48,80006834,SEPTONA BABY ΣΑΜ.&ΑΦΡ/ΤΡΟ ΒΑΛ.&ΑΛΟΗ 500ML,2.43,4.86,default_kalathi.png,0,Σαμπουάν για Μωρά,lt,,galaxias,05-03-2025,11-03-2025,
49,431220,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,galaxias,05-03-2025,11-03-2025,
49,431221,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΛΑΧANIKA 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,galaxias,05-03-2025,11-03-2025,
49,431218,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΚΟΤΟΠΟΥΛΟ/ΓΑΛΟΠΟΥΛΑ 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,galaxias,05-03-2025,11-03-2025,
50,431222,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,galaxias,05-03-2025,11-03-2025,
50,431223,FLIK - FLOK ΓΑΤ/ΦΗ ΚΟΤΟΠ.-ΓΑΛΟΠ.405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,galaxias,05-03-2025,11-03-2025,
50,431311,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΨΑΡΙ - ΣΟΛΟΜΟΣ 405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,galaxias,05-03-2025,11-03-2025,
51,80030340,ΗΛΙΟΣ αλεύρι για όλες τις χρήσεις 1 κιλό,1.19,1.19,default_kalathi.png,0,Αλεύρι,kg,,galaxias,05-03-2025,11-03-2025,
53,381052,TOSTAKI ΠΑΡΙΖΑ ΤΟΣΤ,4.61,4.61,default_kalathi.png,0,Πάριζα,kg,,galaxias,05-03-2025,11-03-2025,
53,80023641,ΠΑΣΣΙΑΣ Χ.ΓΛΟΥΤ. ΠΑΡΙΖΑ ΦΟΡΜΑ,5.25,5.25,default_kalathi.png,0,Πάριζα,kg,,galaxias,05-03-2025,11-03-2025,
53,80011904,TOSTAKI ΠΑΡΙΖΑ ΦΕΤΕΣ 160ΓΡ.,1.12,7.00,default_kalathi.png,0,Πάριζα,kg,,galaxias,05-03-2025,11-03-2025,
54,80043526,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 3.5% ΛΙΠ. 1LT ,1.27,1.27,default_kalathi.png,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,galaxias,05-03-2025,11-03-2025,
55,80043527,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 1.5% ΛΙΠ. 1LT  ,1.27,1.27,default_kalathi.png,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,galaxias,05-03-2025,11-03-2025,
56,350227,ΛΕΥΚΟ ΑΓΕΛΑΔΙΝΟ ΤΡΙΚΑΛΩΝ (ΠΡ.ΓΑΛ.ΕΕ),5.98,5.98,default_kalathi.png,0,Λευκό τυρί,kg,,galaxias,05-03-2025,11-03-2025,
57,80032407,ΑΡΙΣΤΟΝ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 1KG,2.98,2.98,default_kalathi.png,0,Φασόλια,kg,,galaxias,05-03-2025,11-03-2025,
58,80030709,ΑΡΙΣΤΟΝ ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ 1KG,3.38,3.38,default_kalathi.png,0,Ρεβύθια,kg,,galaxias,05-03-2025,11-03-2025,
52,2120246000000,,13.95,13.95,52_Passias_Spala_Voeia.jpg,0,Μοσχάρι,kg,xmas,egnatia,05-03-2025,11-03-2025,ΠΑΣΣΙΑΣ ΝΕΑΡ. ΒΟΕΙΟ Α/Ο ΣΠΑΛΑ ΣΥΣΚΕΥΑΣΙΑΣ
1,5200385113516,,1.69,1.69,1_Dialehti_Glase_1000gr.jpg,1,Ρύζι,Kg,,egnatia,05-03-2025,11-03-2025,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΡΥΖΙ ΓΛΑΣΕ 1Kg
2,5200385112601,,1.29,1.84,2_PetrinosFournos_Pswmi_Tou_Tost_Starenio_700gr.jpg,1,Ψωμί για Tοστ,Kg,,egnatia,05-03-2025,11-03-2025,ΠΕΤΡΙΝΟΣ ΦΟΥΡΝΟΣ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ 700g
3,9300008712730,,0.69,1.97,3_leuki_fratzola.jpg,1,Ψωμί Φραντζόλα,Kg,,egnatia,05-03-2025,11-03-2025,ΨΩΜΙ ΦΡΑΝΤΖΟΛΑ 350g (BAKE OFF)
4,5201485008009,,1.29,3.58,4_Forma_Friganies_Sikalis_0.50.jpg,0,Φρυγανιές,Kg,,egnatia,05-03-2025,11-03-2025,FORMA ΦΡΥΓΑΝΙΕΣ ΣΙΚΑΛΗΣ -0.50€ 360g
5,5200385114018,,0.62,1.24,5_Ellinwn_Stahi_Spaggeti_No6.jpg,1,Μακαρόνια Νο 6,Kg,,egnatia,05-03-2025,11-03-2025,ΕΛΛΗΝΩΝ ΣΤΑΧΥ ΣΠΑΓΓΕΤΙ Νο 6 500g
5,5201013012508,,0.77,1.54,5_makvel_spaggeti_no6_500g.png,0,Μακαρόνια Νο 6,Kg,,egnatia,05-03-2025,11-03-2025,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500g
6,5202077003518,,4.49,6.41,6_Passias_Kimas_Hoirinos_700g.jpg,0,Νωπό Χοιρινό,Kg,,egnatia,05-03-2025,11-03-2025,ΠΑΣΣΙΑΣ ΚΙΜΑΣ ΧΟΙΡΙΝΟΣ 700g
7,2947407000000,,2.49,2.49,7_AmvrosiadisFterougesKotopoulo.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,egnatia,05-03-2025,11-03-2025,ΑΜΒΡΟΣΙΑΔΗ  ΦΤΕΡΑ ΚΟΤΟΠΟΥΛΟ ΣΥΣΚΕΥΑΣΜΕΝΟ
8,5200385105351,,3.99,8.87,8_Eklekto_Galopoula_Kapnisti_Mega_Pack.jpg,1,Γαλοπούλα,Kg,,egnatia,05-03-2025,11-03-2025,ΕΚΛΕΚΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ 450g ΦΕΤΕΣ  MEGA PACK
9,5200702500678,,3.99,3.99,9_Redda_Pangasious_Fileto.jpg,0,Ψάρια Κατεψυγμένα,Kg,,egnatia,05-03-2025,11-03-2025,REDDA            ΠΑΓΚΑΣΙΟΥΣ 1Kg
10,5200385103111,,1.09,1.09,10_OiFarmes_Mas_Gala_Plires (002).jpg,1,Γάλα Φρέσκο Πλήρες,lt,,egnatia,05-03-2025,11-03-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 3.5% 1L
10,5201083010367,,1.29,1.29,10_Mevgal_Gala_35.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,egnatia,05-03-2025,11-03-2025,ΜΕΒΓΑΛ ΓΑΛΑ 3.5% 1L                       
11,5200385103128,,1.09,1.09,11_OiFarmes_Mas_Gala_Elafry (002).jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,05-03-2025,11-03-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 1.5% 1L
11,5201083010169,,1.29,1.29,11_Mevgal_Gala_15.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,05-03-2025,11-03-2025,ΜΕΒΓΑΛ ΓΑΛΑ 1.5% 1L       
12,5206546002095,,0.89,2.17,12_royal_light_410g.jpg,0,Γάλα Εβαπορέ,lt,,egnatia,05-03-2025,11-03-2025,ROYAL ΓΑΛΑ ΕΒΑΠΟΡΕ LIGHT ΣΥΜΠ/ΝΟ 4%ΛΙΠ. 410g 382ml
12,8716200615020,,1.26,3.15,12_nounou_400g.png,0,Γάλα Εβαπορέ,lt,,egnatia,05-03-2025,11-03-2025,ΝΟΥΝΟΥ ΓΑΛΑ       ΕΒΑΠΟΡΕ 400g
13,5200385103012,,1.39,2.32,13_Farmes_giaourti_3x200g_plires (002).jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,05-03-2025,11-03-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 3x200g
13,5201083320732,,2.15,3.58,13_mevgal_giaourti agelados_385%_3tem.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,05-03-2025,11-03-2025,ΜΕΒΓΑΛ ΓΙΑΟΥΡΤΙ  ΑΓΕΛ. 3.85%3x200g
14,5200385103036,,1.39,2.32,14_Farmes_giaourti_3x200g_elafry.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,05-03-2025,11-03-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3x200g
14,5201083322477,,2.08,3.65,14_mevgal_giaourti only_2%_3tem.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,05-03-2025,11-03-2025,ΜΕΒΓΑΛ ΓΙΑΟΥΡΤΙ  ΟΝLY 2% 3x200g       
15,5205761100258,,3.99,13.3,15_exarhos_feta_300g.jpg,0,Τυρί Φέτα,kg,,egnatia,05-03-2025,11-03-2025,ΕΞΑΡΧΟΣ ΤΥΡΙ ΦΕΤΑ Π.Ο.Π 300g
16,5201953010091,,3.79,7.58,16_taste&smile_gouda_500g.jpg,0,Τυρί Γκούντα,kg,,egnatia,05-03-2025,11-03-2025,TASTE&SMILE GOUDA ΣΕ ΦΕΤΕΣ 500g
17,5200385107553,,1.89,9.45,17_Xwriano_Elafry_Sefetes_Skafaki_200GR_KOLIOS.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,egnatia,05-03-2025,11-03-2025,ΧΩΡΙΑΝΟ ΗΜΙΣΚΛΗΡΟ ΤΥΡΙ ΕΛΑΦΡΥ 200g
18,5200385116524,,0.62,1.48,18_Tomatoula_Psilokommenes-400gr.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,05-03-2025,11-03-2025,ΤΟΜΑΤΟΥΛΑ ΨΙΛΟΚ. ΤΟΜΑΤΕΣ 400g
18,5201034049101,,1.49,1.99,18_pummaro_passata_3x250g.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,05-03-2025,11-03-2025,PUMMARO PASSATA     3x250g  
19,5200104421168,,3.39,0.23,19_Auga_15ada-Small_53gr (002).jpg,0,Αυγά,τμχ,,egnatia,05-03-2025,11-03-2025,ΑΥΓΑ 15ΑΔΑ 53ΓΡ 
20,3800047745998,,0.99,3.96,20_Bella_Margarini_plakaki.jpg,0,Μαργαρίνες,kg,,egnatia,05-03-2025,11-03-2025,BELLA ΜΑΡΓΑΡΙΝΗ  ΠΛΑΚΑΚΙ 250g
21,5200342700049,,8.49,8.49,21_Dialehto_Extra_Partheno_Elaiolado_1L.jpg,0,Παρθένο Ελαιόλαδο,lt,,egnatia,05-03-2025,11-03-2025,ΔΙΑΛΕΧΤΟ ΕΞΤΡΑ ΠΑΡΘ.ΕΛΑΙΟΛΑΔΟ 1L
22,5200385116029,,1.79,1.79,22_DialehtiSodeia_Ilielaio_1L.jpg,1,Ηλιέλαιο,lt,,egnatia,05-03-2025,11-03-2025,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ ΗΛΙΕΛΑΙΟ 1Λ
23,5206783005972,,1.89,1.89,23_arakas_vlastari_1kg.png,0,Λαχανικά Κατεψυγμένα,kg,,egnatia,05-03-2025,11-03-2025,ΒΛΑΣΤΑΡΙ ΑΡΑΚΑΣ  1Kg
23,5206783090114,,3.49,4.52,23_EklektiSodeia_Mpamies_No1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,egnatia,05-03-2025,11-03-2025,ΕΚΛΕΚΤΗ ΣΟΔΕΙΑ ΜΠΑΜΙΕΣ No1 750g
24,5206558099120,,0.79,0.79,24_sugartia_crystal_sugar_1kg.jpg,0,Λευκή Ζάχαρη,kg,,egnatia,05-03-2025,11-03-2025,SUGARTIA ΖΑΧΑΡΗ  ΠΑΚΕΤΟ 1Kg
25,5201002013790,,2.79,9.3,25_Giotis_Farin_Lakte_20.jpg,0,Κρέμες για βρέφη,kg,,egnatia,05-03-2025,11-03-2025,ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ -0.20€ 300g
27,5200385110089,,1.89,19.69,27_ArwmaEllinikouCafe_Paradosiakos_96g.jpg,1,Ελληνικός Καφές,kg,,egnatia,05-03-2025,11-03-2025,ΑΡΩΜΑ ΕΛΛΗΝΙΚΟΥ ΚΑΦΕ 96g
28,8411010215209,,4.79,23.95,28_el_cafeto_stigmiaios_vazo_200g.jpg,0,Στιγμιαίος Καφές,kg,,egnatia,05-03-2025,11-03-2025,EL CAFETO ΣΤΙΓΜ. ΚΑΦΕΣ ΒΑΖΟ 200g
29,9002859064401,,3.89,15.56,default_kalathi.png,0,Γαλλικός Καφές,kg,,egnatia,05-03-2025,11-03-2025,GINA ΚΑΦΕΣ ΦΙΛΤΡΟΥ 250g
30,4021155109185,,2.35,32.64,30_Sucofin_Epitrapezio_Glikantiko_1200Τ_72g (002).jpeg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,egnatia,05-03-2025,11-03-2025,SUCOFIN ΕΠΙΤΡΑΠ. ΓΛΥΚΑΝΤ.1200Τ 72g
32,5200385113684,,1.25,2.5,32_dialehti_sodeia_fakes_psiles.jpg,1,Φακές,kg,,egnatia,05-03-2025,11-03-2025,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΦΑΚΕΣ ΨΙΛΕΣ 500g
33,5201156210984,,1.29,1.29,33_ivi_fisikos_portikali_1l.jpg,0,Χυμός Πορτοκάλι,lt,,egnatia,05-03-2025,11-03-2025,ΗΒΗ ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L
35,5200116071351,,3.25,1.08,35_Axion_45Mez_3L.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,egnatia,05-03-2025,11-03-2025,AXION ΥΓΡΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ  3L
36,5200250703002,,0.99,0.99,36_Rex_Ygro_GenikouKatharismou_Kokkina_Louloudia.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,egnatia,05-03-2025,11-03-2025,REX ΥΓΡΟ ΓΕΝΙΚΟΥ ΚΑΘΑΡΙΣΜΟΥ  1L
37,5200100900063,,0.99,1.32,37_Rico_YgroPiaton_PrasinoMilo.jpg,0,Απορρυπαντικά Πιάτων,lt,,egnatia,05-03-2025,11-03-2025,RICO ΥΓΡΟ ΠΙΑΤΩΝ 750ml
38,5200385180112,,2.99,2.99,38_Apalo_Harti_Kouzinas_mega_1kg.jpg,1,Χαρτί Κουζίνας,kg,,egnatia,05-03-2025,11-03-2025,ΑΠΑΛΟ ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ MEGA PACK 1Kg 
