CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null
45,5201263086618,SANI PANTS MEDIUM NO2 14T,7.67,0.55,7128016.jpg,0,Πάνες Ακράτειας,τμχ,,ab,27-11-2024,03-12-2024,
45,5201263086625,SANI PANTS LARGE NO3 14T,8.99,0.64,7127978.jpg,0,Πάνες Ακράτειας,τμχ,,ab,27-11-2024,03-12-2024,
45,7322540593143,TENA LADY MAXI INSTA-DRY 12T,4.48,0.37,7133541.jpg,0,Πάνες Ακράτειας,τμχ,,ab,27-11-2024,03-12-2024,
45,7322541096667,TENA LADY MAXI NIGHT 12ΤΕΜ.,4.57,0.38,7117368.jpg,0,Πάνες Ακράτειας,τμχ,,ab,27-11-2024,03-12-2024,
45,7322541132136,TENA LADY EXTRA 20T,4.87,0.24,7226107.jpg,0,Πάνες Ακράτειας,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263082573,BABYLINO SENS.ECONOMY N3 4 9KG 56T,9.99,0.18,7633002.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263082580,BABYLINO SENS.ECONOMY N4 8 13KG 50T,9.99,0.20,7633012.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263082597,BABYLINO SENS.ECO.N4+ 10 15KG 46T,9.99,0.22,7632966.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263082603,BABYLINO SENS ECO.N5 11 16 KG 44T  ,9.99,0.23,7633006.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263082627,BABYLINO SENS.ECONOMY N2 3 6KG 50T,5.99,0.12,7633000.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263082634,BABYLINO SENS ECO.N5+ 12 17KG 42T,9.99,0.24,7637767.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263826108,BABYLINO SENS ECO NΟ6 13 18KG 38T,9.49,0.25,7637774.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263826405,BABYLINO SENS ECO NΟ7 15+KG 36T,9.49,0.26,7637831.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263890253,BABYLINO PANTS ECO N4 7/13KG 38T,8.85,0.23,7706251.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263890260,BABYLINO PANTS ECO N5 10/16KG 34T,8.84,0.26,7706298.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263890277,BABYLINO PANTS ECO N6 13/18KG 31T,8.84,0.29,7706299.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
46,5201263890284,BABYLINO PANTS ECO N7 15/25KG 28T,8.84,0.32,7706300.jpg,0,Πάνες για Μωρά,τμχ,,ab,27-11-2024,03-12-2024,
47,5201410964103,SEPTONA ΜΩΡ/ΛΑ ΧΑΜΟΜΗΛΙ 80T(2+1),2.67,0.01,7608635.jpg,0,Μωρομάντηλα,τμχ,,ab,27-11-2024,03-12-2024,
48,5201410220056,SEPTONA ΣΑΜΠ&ΑΦΡ/ΤΡΟ ΑΛΟΗ 500ML,2.67,5.34,7149350.jpg,0,Σαμπουάν για Μωρά,lt,,ab,27-11-2024,03-12-2024,
49,5202336037155,FAM FR ΣΚΥΛΟ ΑΡΝ ΚΟΤ 400ΓΡ,0.64,1.60,default_kalathi.png,1,Τροφή για Σκύλους,kg,,ab,27-11-2024,03-12-2024,
49,5202336037179,FAMILY FRIENDS ΣΚΥΛ.ΚΟΤ/ΛΟ 400GR,0.64,1.60,7067557.jpg,1,Τροφή για Σκύλους,kg,,ab,27-11-2024,03-12-2024,
50,5400601000808,365 ΓΑΤ.ALU ΒΟΔΙΝΟ 100GR,0.37,3.70,7063119.jpg,1,Τροφή για γάτες,kg,,ab,27-11-2024,03-12-2024,
50,5400601000815,365 ΓΑΤ.ALU ΠΟΥΛΕΡΙΚΑ 100GR,0.37,3.70,7063120.jpg,1,Τροφή για γάτες,kg,,ab,27-11-2024,03-12-2024,
50,5400601000822,365 ΓΑΤ.ALU ΨΑΡΙ 100GR,0.37,3.70,7063121.jpg,1,Τροφή για γάτες,kg,,ab,27-11-2024,03-12-2024,
51,5201002005566,ΓIΩTHΣ AΛEYPI 1KG 2+1ΔΩΡΟ,3.00,1.00,default_kalathi.png,0,Αλεύρι,kg,,ab,27-11-2024,03-12-2024,
52,26322254,ΝΙΤΣΙΑΚΟΣ ΒΟΕΙΟ ΕΛ.ΕΚΤΡ ΛΑΠΑ-ΣΤΗΘΟΣ 5Μ,10.38,10.38,default_kalathi.png,1,Μοσχάρι,kg,,ab,27-11-2024,03-12-2024,
52,GR9375,ΒΟΕΙΟ ΣΤΗΘΟΣ ΚΑΙ ΛΑΠΑ Α/Ο ΕΛΛ,10.38,10.38,default_kalathi.png,1,Μοσχάρι,kg,,ab,27-11-2024,03-12-2024,
53,29825141,ΕΔΕΣΜΑ  ΠΑΡΙΖΑ  Χ.Γ,3.96,3.96,default_kalathi.png,0,Πάριζα,kg,,ab,27-11-2024,03-12-2024,
53,5202336097951,ΑΒ ΠΑΡΙΖΑΚΙ 330ΓΡ,1.14,3.45,7079912.jpg,1,Πάριζα,kg,,ab,27-11-2024,03-12-2024,
54,GRHC3160122,ROYAL ΓΑΛΑ UHT 3.5% 1 LT,1.05,1.05,7344273.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,ab,27-11-2024,03-12-2024,
55,5206546001272,ROYAL ΓΑΛΑ UHT 1.5% 1L,0.95,0.95,7702842.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,ab,27-11-2024,03-12-2024,
56,26915197,ΛΕΥΚΟ ΤΣΕΛΙΓΚΑΤΟ ΔΟΧΕΙΟ,5.95,5.95,default_kalathi.png,0,Λευκό τυρί,kg,,ab,27-11-2024,03-12-2024,
56,5203197138227,ΛΕΥΚΟ ΤΥΡΙ ΒΕΡΓΙΝΑ ΤΑΠΕΡ 400ΓΡ,3.24,8.10,7558015.jpg,0,Λευκό τυρί,kg,,ab,27-11-2024,03-12-2024,
57,5201399011201,3ΑΛΦΑ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓΩΓ.,1.76,3.52,7085608.jpg,0,Φασόλια,kg,,ab,27-11-2024,03-12-2024,
57,5202336137732,ΑΒ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓ.,0.98,1.96,7225878.jpg,1,Φασόλια,kg,,ab,27-11-2024,03-12-2024,
58,5201399010334,3ΑΛΦΑ ΡΕΒΥΘΙΑ ΑΠΟΦΛ. 500GR ΕΙΣ.,2.59,5.18,7085634.jpg,0,Ρεβύθια,kg,,ab,27-11-2024,03-12-2024,
1,5201399020074,3Α 500G ΡΥΖΙ ΚΑΡΟΛΙΝΑ,1.89,3.78,5201399020074.jpg,0,Ρύζι,Kg,,bazaar,27-11-2024,03-12-2024,
1,5208086421251,FARMER 1KG ΡΥΖΙ ΚΑΡΟΛΙΝΑ,1.69,1.69,5208086421251.jpg,1,Ρύζι,Kg,,bazaar,27-11-2024,03-12-2024,
2,5208086441426,ΚΑΛΗΜΕΡΑ 700G ΦΟΡΜΑ ΤΟΣΤ ΣΤΑΡΕΝΙΟ,1.35,1.93,5208086441426.jpg,1,Ψωμί για Tοστ,Kg,,bazaar,27-11-2024,03-12-2024,
3,5200127470969,ΚΑΣΙΜΗ 350G ΑΡΤΟΣΚΕΥΑΣΜΑ ΤΟ ΧΩΡΙΑΤΙΚΟ,0.75,2.14,5200127470969.jpg,0,Ψωμί Φραντζόλα,Kg,,bazaar,27-11-2024,03-12-2024,
4,5201485000850,ELITE 125Gx3(+1 free) ΦΡΥΓ ΣΤΑΡΕΝΙΕΣ,1.25,3.33,5201485000850.jpg,0,Φρυγανιές,Kg,,bazaar,27-11-2024,03-12-2024,
5,5201013012508,ΜΑΚΒΕΛ 500G ΣΠΑΓΓΕΤΙ N.6,0.59,1.18,5201013012508.jpg,0,Μακαρόνια Νο 6,Kg,,bazaar,27-11-2024,03-12-2024,
5,5201013020107,ΕΛΛΗΝΙΚΗ ΣΠΟΡΑ 500G ΣΠΑΓΓΕΤΙ No6,0.55,1.1,5201013020107.jpg,1,Μακαρόνια Νο 6,Kg,,bazaar,27-11-2024,03-12-2024,
6,1601,ΧΟΙΡΙΝΟ ΜΠΟΥΤΙ ΟΛΛΑΝΔΙΑΣ ΝΩΠΟ Α/Ο,5.95,5.95,18439.jpg,0,Νωπό Χοιρινό,Kg,,bazaar,27-11-2024,03-12-2024,
7,08968,ΑΡΤΑΣ ΚΟΤΟΠΟΥΛΟ ΣΤΗΘΟΣ ΦΙΛΕΤΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ /ΧΥΜΑ,7.45,7.45,08968.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,bazaar,27-11-2024,03-12-2024,
8,5202528068899,FARMER 200G ΓΑΛΟΠΟΥΛΑ ΚΑΠΝ ΤΕΤΡΑΓ ΣΕ ΦΕΤΕΣ,1.19,5.95,5202528068899.jpg,1,Γαλοπούλα,Kg,,bazaar,27-11-2024,03-12-2024,
8,5202575007483,CRETA TOSTAKI 160G ΧΩΡ. ΓΛΟΥΤΕΝΗ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ,1.79,11.19,5202575007483.jpg,0,Γαλοπούλα,Kg,,bazaar,27-11-2024,03-12-2024,
9,5208086448371,ΨΑΡΑΔΙΚΟ 800G ΠΑΓΚΑΣΙΟΥΣ ΦΙΛΕΤΟ ΚΤΨ,3.99,4.99,5208086448371.jpg,1,Ψάρια Κατεψυγμένα,Kg,,bazaar,27-11-2024,03-12-2024,
10,5202178001116,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΠΛΗΡΕΣ,1.49,1.49,5202178001116.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,bazaar,27-11-2024,03-12-2024,
11,5202178001178,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΕΛΑΦΡΥ,1.49,1.49,5202178001178.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,bazaar,27-11-2024,03-12-2024,
12,5208086433643,FARMER 410G ΓΑΛΑ ΠΛΗΡΕΣ ΕΒΑΠΟΡΕ,0.95,2.32,5208086433643.jpg,1,Γάλα Εβαπορέ,lt,,bazaar,27-11-2024,03-12-2024,
12,8716200615020,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 7.5%,1.06,2.65,8716200615020.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,27-11-2024,03-12-2024,
12,8716200615129,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 4%,1.06,2.65,8716200615129.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,27-11-2024,03-12-2024,
13,5202258024561,ΠΗΛΙΑΓΝΟ 200G ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 10%,0.93,4.65,5202258024561.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,bazaar,27-11-2024,03-12-2024,
