CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,name
16,51685,Alpiland Gouda Αυστρίας σε Φέτες 200g,3.30,17.00,alpiland_gouda_austrias_fetes_51685.jpg,0,Τυρί Γκούντα,kg,,efood,05-02-2025,11-02-2025,
17,51686,Alpiland Gouda Light Αυστρίας σε Φέτες 200g,3.60,18.00,Alpiland_Austrian_Light_Gouda_in_Slices_200g_51686.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,efood,05-02-2025,11-02-2025,
18,52675,Γκρέκα Συμπυκνωμένος Χυμός Ντομάτας 500g,0.90,1.80,gkrekas_sympiknomenos_xymos_tomata_52675.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,efood,05-02-2025,11-02-2025,
19,52209,Χρυσά Αυγά Αχυρώνα με Βιταμίνη D 53-63g 6τεμ -0.5€,3.60,0.60,chrysa_avga_achyrona_vitaminid_52209.jpg,0,Αυγά,τμχ,,efood,05-02-2025,11-02-2025,
19,39313,Χρυσά Αυγά Κατηγορία Α 6τεμ,2.80,0.47,chrysa_avga_a6_39313.jpg,0,Αυγά,τμχ,,efood,05-02-2025,11-02-2025,
20,54878,Super Fresco Μαργαρίνη 70% Πλάκα 200g,1.00,5.00,super_fresco_margarine_plaka_54878.jpg,0,Μαργαρίνες,kg,,efood,05-02-2025,11-02-2025,
21,8526,Μινέρβα Χωριό Εξαιρετικό Παρθένο Ελαιόλαδο Ποικιλία Κορονέικη 1l,15.24,15.24,exeretiko_partheno_eleolado_chorio_minerva_8526.jpg,0,Παρθένο Ελαιόλαδο,lt,,efood,05-02-2025,11-02-2025,
22,52671,Sanola Ηλιέλαιο 1l,3.95,3.95,sanola_ilielaio_52671_1lt.jpg,0,Ηλιέλαιο,lt,,efood,05-02-2025,11-02-2025,
23,54419,Μπάρμπα Στάθης Φασολάκια Πλατιά 900g,3.85,4.28,mparmpa_stathis_fasolakia_platia_54419.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efood,05-02-2025,11-02-2025,
23,54418,Μπάρμπα Στάθης Αρακάς 900g,3.90,4.33,mparmpa_stathis_arakas_54418.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efood,05-02-2025,11-02-2025,
24,30009,Ζάχαρη Λευκή Kρυσταλλική 1kg,1.62,1.62,zachari_30009.jpg,0,Λευκή Ζάχαρη,kg,,efood,05-02-2025,11-02-2025,
25,53456,Γιώτης Φαρίν Λακτέ 300g -0.5€,3.25,10.83,Jotis_Farin_Lacte_300g_-0.5€_53456.jpg,0,Κρέμες για βρέφη,kg,,efood,05-02-2025,11-02-2025,
26,34055,Νουνού Βρεφικό Γάλα Noulac 400g,1.55,3.88,vrefiko_gala_noulac_34055.jpg,0,Γάλα για βρέφη,kg,,efood,05-02-2025,11-02-2025,
27,25734,Bravo Ελληνικός Καφές Κλασικός 193g,4.45,23.06,bravo_ellinikos_kafes_klasikos_25734.jpg,0,Ελληνικός Καφές,kg,,efood,05-02-2025,11-02-2025,
28,53352,Nescafe Καφές Στιγμιαίος Gold Blend 95g,6.95,73.16,nescafe_coffee_stigmieos_gold_blend_95_53352.jpg,0,Στιγμιαίος Καφές,kg,,efood,05-02-2025,11-02-2025,
29,2742,Jacobs Καφές Φίλτρου Flavours Φουντούκι 250g,7.70,30.80,kafes_filtrou_jacobs_fountouki_2742.jpg,0,Γαλλικός Καφές,kg,,efood,05-02-2025,11-02-2025,
30,51820,Slim Line Γλυκαντικό με Stevia 150g,3.50,23.33,glykantiko_slimline_stevia_crystal_150gr_51820.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,efood,05-02-2025,11-02-2025,
32,8392,3 Άλφα Φακές Ψιλές 500g,2.20,4.40,3a_fakes_psiles_isagogis_500g_8392.jpg,0,Φακές,kg,,efood,05-02-2025,11-02-2025,
33,3566,Amita Πορτοκάλι 100% 1l,2.20,2.20,amita_portokali_3566.jpg,0,Χυμός Πορτοκάλι,lt,,efood,05-02-2025,11-02-2025,
35,54121,Skip Πανίσχυρο Υγρό Πλυντηρίου Ρούχων 729ml 27μεζ,6.13,0.23,skip_panishyro_ygro_aporrypantiko_729ml_54121.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,efood,05-02-2025,11-02-2025,
36,16145,Klinex Χλωρίνη Ultra Protection Λεμόνι 1.25l,3.30,2.64,klinex_chlorini_ulptra_protection_lemon_16145.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,efood,05-02-2025,11-02-2025,
37,48310,Ava Perle Υγρό Πιάτων Χαμομήλι 430ml,1.64,3.81,ava_perle_chamomile_430_48310.jpg,0,Απορρυπαντικά Πιάτων,lt,,efood,05-02-2025,11-02-2025,
37,48311,Ava Perle Υγρό Πιάτων Χαμομήλι & Λεμόνι 430ml,1.56,3.63,ava_perle_chamomile_lemon_430_48311.jpg,0,Απορρυπαντικά Πιάτων,lt,,efood,05-02-2025,11-02-2025,
38,51621,Endless Economy Ρολό Κουζίνας 2 Φύλλων 800g,3.53,4.41,rolo_kouzinas_endless_econmy_800g_51621.jpg,0,Χαρτί Κουζίνας,kg,,efood,05-02-2025,11-02-2025,
39,18723,AIM Οδοντόκρεμα White Now 75ml,2.56,34.13,odontokrema_aim_white_now_18723.jpg,0,Οδοντόκρεμα,kg,,efood,05-02-2025,11-02-2025,
40,51620,Endless Rich & Soft Χαρτί Υγείας 3 Φύλλων 10τεμ,3.61,0.36,rola_ygeias_endless_rich_soft_3fyllo_51620.jpg,0,Χαρτί Υγείας,τμχ,,efood,05-02-2025,11-02-2025,
41,41525,Everyday Hyperdry Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,3.09,0.17,everyday_servietes_hyperdry_maxi_night_ultra_plus_value_pach_41525.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efood,05-02-2025,11-02-2025,
41,52652,Everyday Fresh Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,3.22,0.18,everyday_servietes_anatomic_allcotton_52652.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efood,05-02-2025,11-02-2025,
42,0966,Quaker Νιφάδες Βρώμης σε Κουτί 500g,3.55,7.10,Quaker_Oats_Container_0966_.jpg,0,Προϊόντα Βρώμης,kg,,efood,05-02-2025,11-02-2025,
43,26758,Orzene Σαμπουάν Μπύρας για Κανονικά Μαλλιά 400ml,3.06,7.65,orzene_sampouan_beer_kaninika_26758.jpg,0,Σαμπουάν,lt,,efood,05-02-2025,11-02-2025,
44,39634,Αρκάδι Πράσινο Σαπούνι με Ελαιόλαδο 150g,1.16,7.74,arkadi_sapouni_eleoladou_atomiko_prasino_39634.jpg,0,Σαπούνι Στερεό,kg,,efood,05-02-2025,11-02-2025,
45,54266,Sani Pants Εσώρουχο Ελαστικό Ακράτειας Sensitive Large No3 10+4τεμ Δώρο,16.11,1.15,sani_pants_elastiko_esorouho_akratias_NO3_54266.jpg,0,Πάνες Ακράτειας,τμχ,,efood,05-02-2025,11-02-2025,
46,52389,Pampers Πάνες Βρακάκι Maxi Νο5 42τεμ,20.06,0.48,pampers_panes_pants_no5_52389.jpg,0,Πάνες για Μωρά,τμχ,,efood,05-02-2025,11-02-2025,
47,52052,Agnotis Μωρομάντηλα 70τεμ 2+1 Δώρο,6.10,0.02,agnotis_moromantila_52052.jpg,0,Μωρομάντηλα,τμχ,,efood,05-02-2025,11-02-2025,
48,52336,Septona Baby Σαμπουάν & Αφρόλουτρο με Βάλσαμο & Λεβάντα 500ml,3.43,6.86,septona_baby_sampouan_afroloutro_valsamo_levanta_500ml_52336.jpg,0,Σαμπουάν για Μωρά,lt,,efood,05-02-2025,11-02-2025,
49,16499,Pedigree Markies Μπισκότα Γεμιστά με Μεδούλι 500g,4.50,9.00,pedigree_biscota_16499.jpg,0,Τροφή για Σκύλους,kg,,efood,05-02-2025,11-02-2025,
49,16498,Pedigree Μπισκότα για Ενήλικους Σκύλους Biscrok 500g,4.35,8.70,pedigree_biscota_16498.jpg,0,Τροφή για Σκύλους,kg,,efood,05-02-2025,11-02-2025,
50,49348,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Κοτόπουλο 300g,2.53,8.43,whiskas_mekotopoylo_300g_49348.jpg,0,Τροφή για γάτες,kg,,efood,05-02-2025,11-02-2025,
50,49498,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Μοσχάρι 300g,2.53,8.43,whiskas_memosxari_300g_49498.jpg,0,Τροφή για γάτες,kg,,efood,05-02-2025,11-02-2025,
51,34619,Μύλοι Αγίου Γεωργίου Αλεύρι Για Όλες τις Χρήσεις 1kg -0.38€,1.90,1.90,miloi_agiou_georgiou_alevri_gia_oles_tis_xriseis_1kg_34619.jpg,0,Αλεύρι,kg,,efood,05-02-2025,11-02-2025,
53,44882,Ifantis Πάριζα Βραστή 10 Φέτες 160g -0.2€,1.95,12.19,yfantis_pariza_vrasti_44882.jpg,0,Πάριζα,kg,,efood,05-02-2025,11-02-2025,
54,49962,Δέλτα MμμMilk Γάλα Οικογενειακό Light 1l,2.25,2.25,delta_mminlk_elafry_49962.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,efood,05-02-2025,11-02-2025,
55,49961,Δέλτα MμμMilk Γάλα Οικογενειακό Πλήρες 1l,2.10,2.10,delta_mmilk_plires_49961.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,efood,05-02-2025,11-02-2025,
56,49038,Όλυμπος Λευκό Τυρί Χωριάτικο σε Άλμη 400g,6.25,15.63,lefko_tyri_olympos_49038.jpg,0,Λευκό τυρί,kg,,efood,05-02-2025,11-02-2025,
57,8395,3 Άλφα Φασόλια Μέτρια 500g,2.56,5.12,3a_fasolia_metria_isagogis_500g_8395.jpg,0,Φασόλια,kg,,efood,05-02-2025,11-02-2025,
58,8400,3 Άλφα Ρεβύθια Αποφλοιωμένα 500g,3.78,7.56,3a_revithia_8400.jpg,0,Ρεβύθια,kg,,efood,05-02-2025,11-02-2025,
52,4100009973,Κιμάς Βόειος Λάπα Γαλλίας Φλωρίδης (450 g),4.3,9.56,4100009973.jpg,0,Μοσχάρι,kg,xmas,efresh,05-02-2025,11-02-2025,
1,4100012634,Ρύζι Καρολίνα Ομοσπονδία (500g) ,1.14,2.28,4100012634.jpg,0,Ρύζι,Kg,,efresh,05-02-2025,11-02-2025,
2,4100024334,Τοστ Σταρένιο Κατσέλης (720g) ,1.37,1.90,4100024334.jpg,0,Ψωμί για Tοστ,Kg,,efresh,05-02-2025,11-02-2025,
3,4100146454,Ψωμί Σταρένιο Διπλοζυμωτό σε Φέτες Κατσέλης (500g) ,1.68,3.36,4100146454.jpg,0,Ψωμί Φραντζόλα,Kg,,efresh,05-02-2025,11-02-2025,
4,4100004915,Φρυγανιές Σίκαλης Elite (360 g) 3+1 δώρο ,2.08,5.78,4100004915.jpg,0,Φρυγανιές,Kg,,efresh,05-02-2025,11-02-2025,
5,4100012869,Σπαγγέτι Νο 6 Όμικρον  (500 g),0.77,1.44,4100012869.jpg,0,Μακαρόνια Νο 6,Kg,,efresh,05-02-2025,11-02-2025,
6,4100144736,Τηγανιά Χοιρινή Νωπή EE Νιτσιάκος (500 g) ,3.41,6.82,4100144736.jpg,0,Νωπό Χοιρινό,Kg,,efresh,05-02-2025,11-02-2025,
7,4100136530,Cordon bleu κοτόπουλου πανέ κατεψυγμένα ΑΙΑ (240g) ,3.08,12.83,4100136530.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,efresh,05-02-2025,11-02-2025,
8,4100000481,Φιλέτο Γαλοπούλας Καπνιστό 10 Φέτες Tostaki Creta Farms (160 g),2.79,17.44,4100000481.jpg,0,Γαλοπούλα,Kg,,efresh,05-02-2025,11-02-2025,
9,4100018273,Μπακαλιάρος χωρίς κεφάλι Αργεντινής Κατεψυγμένος Atlantikos (700g - κ.β.665g),4.05,6.09,4100018273.jpg,0,Ψάρια Κατεψυγμένα,Kg,,efresh,05-02-2025,11-02-2025,
10,4100012175,Γάλα Φρέσκο Πλήρες Μανδρέκας (1 lt) ,1.47,1.47,4100012175.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,efresh,05-02-2025,11-02-2025,
11,4100012176,Γάλα Φρέσκο Ελαφρύ Μανδρέκας (1 lt) ,1.47,1.47,4100012176.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,efresh,05-02-2025,11-02-2025,
12,4100001977,Γάλα Συμπυκνωμένο Πλήρες ΝΟΥΝΟΥ (400g),1.35,3.38,4100001977.jpg,0,Γάλα Εβαπορέ,lt,,efresh,05-02-2025,11-02-2025,
13,4100001103,"Γιαούρτι Αγελάδος 3,9% λιπαρά 2+1 Δώρο Κρι Κρι (3x200 g)",2.46,4.10,4100001103.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,efresh,05-02-2025,11-02-2025,
14,4100001104,Γιαούρτι Αγελάδος 2% λιπαρά 2+1 Δώρο Κρι Κρι (3x200 g),2.46,4.10,4100001104.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,efresh,05-02-2025,11-02-2025,
15,4100012704,Τυρί Φέτα Π.Ο.Π Μυτιλήνης Λεσβιγάλ (400g),4.34,10.85,4100012704.jpg,0,Τυρί Φέτα,kg,,efresh,05-02-2025,11-02-2025,
16,4100002058,Τυρί Gouda σε Φέτες Novo (9 Φέτες) (200 g),1.53,7.65,4100002058.jpg,0,Τυρί Γκούντα,kg,,efresh,05-02-2025,11-02-2025,
17,4100017681,Τυρί Gouda Light σε φέτες Leader (9 Φέτες) (200 g),2.2,11,4100017681.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,efresh,05-02-2025,11-02-2025,
18,4100002072,Τομάτα Πασσάτα Ομοσπονδία (500 g),0.99,1.98,4100002072.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,efresh,05-02-2025,11-02-2025,
19,4100145778,"Αυγά Φρέσκα διαφόρων μεγεθών 6τεμ, Χρυσά Αυγά (ελάχιστο βάρος 260g) ",1.92,0.32,4100145778.jpg,0,Αυγά,τμχ,,efresh,05-02-2025,11-02-2025,
20,4100143504,Μαργαρίνη Κλασικό Super Fresco (200 g),0.9,4.50,4100143504.jpg,0,Μαργαρίνες,kg,,efresh,05-02-2025,11-02-2025,
21,4100004422,Κλασικό Ελαιόλαδο Μινέρβα (2 lt) ,36.9,9.22,4100004422.jpg,0,Παρθένο Ελαιόλαδο,lt,,efresh,05-02-2025,11-02-2025,
22,4100015260,Ηλιέλαιο Sanola (1 lt),3.75,3.75,4100015260.jpg,0,Ηλιέλαιο,lt,,efresh,05-02-2025,11-02-2025,
23,4100003082,Αρακάς Κατεψυγμένος Αίνος (450 g),2.17,4.82,4100003082.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efresh,05-02-2025,11-02-2025,
23,4100003206,Φασολάκια Πλατιά Κατεψυγμένα Αίνος (1 Κg),2.98,2.98,4100003206.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efresh,05-02-2025,11-02-2025,
24,4100015743,Ζάχαρη Λευκή Κρυσταλλική (1 Kg),0.8,0.8,4100015743.jpg,0,Λευκή Ζάχαρη,kg,,efresh,05-02-2025,11-02-2025,
25,4500002535,"Φαρίν Λακτέ Γιώτης (300 g) -0,50",2.72,9.07,4500002535.jpg,0,Κρέμες για βρέφη,kg,,efresh,05-02-2025,11-02-2025,
26,4500002321,Γάλα 2ης Βρεφικής Ηλικίας Συμπυκνωμένο Noulac ΝΟΥΝΟΥ (400 g),1.42,3.55,4500002321.jpg,0,Γάλα για βρέφη,kg,,efresh,05-02-2025,11-02-2025,
27,4100005791,Καφές Ελληνικός Κλασικός Bravo (95 g) ,1.95,20.53,4100005791.jpg,0,Ελληνικός Καφές,kg,,efresh,05-02-2025,11-02-2025,
28,4100005761,Καφές Στιγμιαίος Jacobs (50 g) ,1.99,39.8,4100005761.jpg,0,Στιγμιαίος Καφές,kg,,efresh,05-02-2025,11-02-2025,
29,4100141165,Βιολογικός καφές φίλτρου Africa Tierra Lavazza (180 g) ,4.23,23.5,4100141165.jpg,0,Γαλλικός Καφές,kg,,efresh,05-02-2025,11-02-2025,
30,4100146162,"Ζαχαρίνη 120 δισκία Sweet n' Low (7,2 g) ",3.39,0.028,4100146162.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,efresh,05-02-2025,11-02-2025,
32,4100005568,Φακές Ψιλές Ωμέγα (500 g) ,1.68,3.36,4100005568.jpg,0,Φακές,kg,,efresh,05-02-2025,11-02-2025,
33,4200000340,Φυσικός χυμός πορτοκάλι Λακωνία (1 Lt),1.60,1.60,4200000340.jpg,0,Χυμός Πορτοκάλι,lt,,efresh,05-02-2025,11-02-2025,
35,4400004320,"Απορρυπαντικό πλυντηρίου ρούχων σε σκόνη Essex multi (50 μεζ/ 2,4kg) ",6.59,0.15,4400004320.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,efresh,05-02-2025,11-02-2025,
35,4400003762,Υγρό Απορρυπαντικό Πλυντηρίου Ρούχων Delicat Rol (20Μεζ / 1lt) ,3.77,0.16,4400003762.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,efresh,05-02-2025,11-02-2025,
36,4400001594,Χλωροκαθαριστικό Παχύρευστο Κίτρινο Ultra Chloroactive Endless (750ml) ,1.29,1.72,4400001594.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,efresh,05-02-2025,11-02-2025,
37,4400002050,Υγρό Πιάτων Λεμόνι και Βότανα Endless (500ml) ,1.4,2.8,4400002050.jpg,0,Απορρυπαντικά Πιάτων,lt,,efresh,05-02-2025,11-02-2025,
38,4700004114,Ρολό Κουζίνας 2φύλλο Double Endless (2 ρολά*110g) ,1.59,0.79,4700004114.jpg,0,Χαρτί Κουζίνας,kg,,efresh,05-02-2025,11-02-2025,
39,4300006451,Οδοντόκρεμα Herbal Aquafresh (75ml) ,1.61,21.47,4300006451.jpg,0,Οδοντόκρεμα,kg,,efresh,05-02-2025,11-02-2025,
40,4700005759,Χαρτί Υγείας 4φυλλο Rich & Soft Endless (8 ρολά *105g) ,2.64,0.33,4700005759.jpg,0,Χαρτί Υγείας,τμχ,,efresh,05-02-2025,11-02-2025,
41,4300000105,Σερβιέτες Everyday Hyperdry Ultra Plus Super Economy (18 τεμ),2.87,0.159,4300000105.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efresh,05-02-2025,11-02-2025,
42,4100002424,"Νιφάδες Βρώμης Ολικής ’λεσης Millhouse (500g) -0,20 ",1.23,2.46,4100002424.jpg,0,Προϊόντα Βρώμης,kg,,efresh,05-02-2025,11-02-2025,
43,4300008283,Σαμπουάν Θρέψη & Ενυδάτωση Αντλία Karavaki (600ml),3.12,5.2,4300008283.jpg,0,Σαμπουάν,lt,,efresh,05-02-2025,11-02-2025,
44,4300008250,Παραδοσιακό Πράσινο Σαπούνι Ελαιόλαδου Παπουτσάνης (125g) ,0.68,0.54,4300008250.jpg,0,Σαπούνι Στερεό,kg,,efresh,05-02-2025,11-02-2025,
45,4300006757,Εσώρουχα Ακράτειας Ενηλίκων X-Large Slipad (10τεμ),8.49,0.849,4300006757.jpg,0,Πάνες Ακράτειας,τμχ,,efresh,05-02-2025,11-02-2025,
46,4500002600,Ανοιχτές Πάνες Sensitive No1 (2-5kg) Babylino (26τεμ),3.88,0.15,4500002600.jpg,0,Πάνες για Μωρά,τμχ,,efresh,05-02-2025,11-02-2025,
47,4500002519,Μωρομάντηλα για Βρέφη με Αλόη Calm n' Care Baby Septona (3x60τεμ) 2+1 Δώρο    ,2.55,0.013,4500002519.jpg,0,Μωρομάντηλα,τμχ,,efresh,05-02-2025,11-02-2025,
48,4500002441,Βρεφικό Αφρόλουτρο με Βάλσαμο & Πανθενόλη Septona Baby (500ml) ,2.23,4.70,4500002441.jpg,0,Σαμπουάν για Μωρά,lt,,efresh,05-02-2025,11-02-2025,
49,4600000733,Τροφή για σκύλους σε Σάλτσα με Κοτόπουλο & Λαχανικά Pedigree (100g),0.8,8,4600000733.jpg,0,Τροφή για Σκύλους,kg,,efresh,05-02-2025,11-02-2025,
50,4600001046,Τροφή Γάτας σε Πατέ με Μοσχάρι & Κοτόπουλο Sheba (85g) ,0.8,9.41,4600001046.jpg,0,Τροφή για γάτες,kg,,efresh,05-02-2025,11-02-2025,
51,4100006900,Αλεύρι για Όλες τις Χρήσεις Γιώτης (1kg) -0.35 ,1.75,1.75,4100006900.jpg,0,Αλεύρι,kg,,efresh,05-02-2025,11-02-2025,
53,4100006867,"Πάριζα 10 Φέτες Εν Ελλάδι Creta Farms (160 g) -0,50",1.92,12,4100006867.jpg,0,Πάριζα,kg,,efresh,05-02-2025,11-02-2025,
54,4100146065,"Γάλα Υψηλής Θερμικής Επεξεργασίας 3,5% Λιπαρά Alpiland (1lt)",1.30,1.30,4100146065.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,efresh,05-02-2025,11-02-2025,
55,4100146066,"Γάλα Υψηλής Θερμικής Επεξεργασίας 1,5% Λιπαρά Alpiland (1lt)",1.30,1.30,4100146066.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,efresh,05-02-2025,11-02-2025,
56,4100136923,Τυρί Λευκό Αγελάδος Χωριάτικο ΟΛΥΜΠΟΣ (400g),5.6,14,4100136923.jpg,0,Λευκό τυρί,kg,,efresh,05-02-2025,11-02-2025,
57,4100005566,Φασόλια Μέτρια Ωμέγα (500g) ,1.89,3.78,4100005566.jpg,0,Φασόλια,kg,,efresh,05-02-2025,11-02-2025,
58,4100005570,Ρεβύθια Ωμέγα (500 g) ,2.06,4.12,4100005570.jpg,0,Ρεβύθια,kg,,efresh,05-02-2025,11-02-2025,
52,2120246000000,,11.95,11.95,52_Passias_Spala_Voeia.jpg,0,Μοσχάρι,kg,xmas,egnatia,05-02-2025,11-02-2025,ΠΑΣΣΙΑΣ ΝΕΑΡ. ΒΟΕΙΟ Α/Ο ΣΠΑΛΑ ΣΥΣΚΕΥΑΣΙΑΣ
1,5200385113516,,1.69,1.69,1_Dialehti_Glase_1000gr.jpg,1,Ρύζι,Kg,,egnatia,05-02-2025,11-02-2025,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΡΥΖΙ ΓΛΑΣΕ 1Kg
2,5200385112601,,1.29,1.84,2_PetrinosFournos_Pswmi_Tou_Tost_Starenio_700gr.jpg,1,Ψωμί για Tοστ,Kg,,egnatia,05-02-2025,11-02-2025,ΠΕΤΡΙΝΟΣ ΦΟΥΡΝΟΣ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ 700g
3,9300008712730,,0.69,1.97,3_leuki_fratzola.jpg,1,Ψωμί Φραντζόλα,Kg,,egnatia,05-02-2025,11-02-2025,ΨΩΜΙ ΦΡΑΝΤΖΟΛΑ 350g (BAKE OFF)
4,5201485008009,,1.29,3.58,4_Forma_Friganies_Sikalis_0.50.jpg,0,Φρυγανιές,Kg,,egnatia,05-02-2025,11-02-2025,FORMA ΦΡΥΓΑΝΙΕΣ ΣΙΚΑΛΗΣ -0.50€ 360g
5,5200385114018,,0.62,1.24,5_Ellinwn_Stahi_Spaggeti_No6.jpg,1,Μακαρόνια Νο 6,Kg,,egnatia,05-02-2025,11-02-2025,ΕΛΛΗΝΩΝ ΣΤΑΧΥ ΣΠΑΓΓΕΤΙ Νο 6 500g
5,5201013012508,,0.77,1.54,5_makvel_spaggeti_no6_500g.png,0,Μακαρόνια Νο 6,Kg,,egnatia,05-02-2025,11-02-2025,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500g
6,5202077003518,,4.49,6.41,6_Passias_Kimas_Hoirinos_700g.jpg,0,Νωπό Χοιρινό,Kg,,egnatia,05-02-2025,11-02-2025,ΠΑΣΣΙΑΣ ΚΙΜΑΣ ΧΟΙΡΙΝΟΣ 700g
7,2947407000000,,2.49,2.49,7_AmvrosiadisFterougesKotopoulo.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,egnatia,05-02-2025,11-02-2025,ΑΜΒΡΟΣΙΑΔΗ  ΦΤΕΡΑ ΚΟΤΟΠΟΥΛΟ ΣΥΣΚΕΥΑΣΜΕΝΟ
8,5200385105351,,3.99,8.87,8_Eklekto_Galopoula_Kapnisti_Mega_Pack.jpg,1,Γαλοπούλα,Kg,,egnatia,05-02-2025,11-02-2025,ΕΚΛΕΚΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ 450g ΦΕΤΕΣ  MEGA PACK
9,5200702500678,,3.99,3.99,9_Redda_Pangasious_Fileto.jpg,0,Ψάρια Κατεψυγμένα,Kg,,egnatia,05-02-2025,11-02-2025,REDDA            ΠΑΓΚΑΣΙΟΥΣ 1Kg
10,5200385103111,,1.09,1.09,10_OiFarmes_Mas_Gala_Plires (002).jpg,1,Γάλα Φρέσκο Πλήρες,lt,,egnatia,05-02-2025,11-02-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 3.5% 1L
10,5201083010367,,1.29,1.29,10_Mevgal_Gala_35.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,egnatia,05-02-2025,11-02-2025,ΜΕΒΓΑΛ ΓΑΛΑ 3.5% 1L                       
11,5200385103128,,1.09,1.09,11_OiFarmes_Mas_Gala_Elafry (002).jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,05-02-2025,11-02-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 1.5% 1L
11,5201083010169,,1.29,1.29,11_Mevgal_Gala_15.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,05-02-2025,11-02-2025,ΜΕΒΓΑΛ ΓΑΛΑ 1.5% 1L       
12,5202453033979,,0.89,2.17,12_milk_time_75.jpg,0,Γάλα Εβαπορέ,lt,,egnatia,05-02-2025,11-02-2025,MILK TIME ΣΥΜΠ/ΝΟ ΕΛΑΦΡΥ 4% 410g
12,8716200615020,,1.29,3.23,12_nounou_400g.png,0,Γάλα Εβαπορέ,lt,,egnatia,05-02-2025,11-02-2025,ΝΟΥΝΟΥ ΓΑΛΑ       ΕΒΑΠΟΡΕ 400g
13,5200385103012,,1.39,2.32,13_Farmes_giaourti_3x200g_plires (002).jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,05-02-2025,11-02-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 3x200g
13,5201083320596,,2.15,3.77,13_Mevgal_Giaourti_Agelados_3x200_2sin1Doro.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,05-02-2025,11-02-2025,ΜΕΒΓΑΛ ΑΓΕΛΑΔΟΣ  3.85% (2+1Δ)200g    
14,5200385103036,,1.39,2.32,14_Farmes_giaourti_3x200g_elafry.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,05-02-2025,11-02-2025,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3x200g
