CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
13,5202336035694,AB ΑΓΕΛΑΔΟΣ 3.9% ΓΙΑΟΥΡΤΙ 3Χ200ΓΡ,1.30,2.17,7080174.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,ab,01-01-2025,07-01-2025
13,5206851067758,ΝΟΥΝΟΥ ΣΤΡΑΓΓ. ΓΙΑΟΥ  2Χ200Γ Κ 200ΓΡ ΔΩΡ,2.56,4.27,7335616.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,ab,01-01-2025,07-01-2025
14,5202336035700,AB ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3Χ200ΓΡ,1.30,2.17,7080184.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,ab,01-01-2025,07-01-2025
14,5206851067772,ΝΟΥΝΟΥ ΣΤΡΑΓΓ. ΓΙΑ 1.5% 2Χ200Γ Κ 200ΓΡ Δ,2.56,4.27,7335617.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,ab,01-01-2025,07-01-2025
15,5202336106974,ΑΒ ΦΕΤΑ ΠΟΠ ΤΡΙΠΟΛΕΩΣ 400G VACUUM,3.95,9.88,7309470.jpg,1,Τυρί Φέτα,kg,,ab,01-01-2025,07-01-2025
16,5201953990713,GOUDA ΣΕ ΦΕΤΕΣ 400ΓΡ,2.75,6.88,7301299.jpg,1,Τυρί Γκούντα,kg,,ab,01-01-2025,07-01-2025
17,15201953000419,GOUDA LIGHT ΣΕ ΦΕΤΕΣ 200GR,1.92,9.60,7303540.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,ab,01-01-2025,07-01-2025
18,5201066171771,ΚΥΚΝΟΣ PASSATA  7% ΧΑΡΤ/ΤΟ 500G,0.66,1.32,7085907.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,ab,01-01-2025,07-01-2025
18,GRHC3270464,GUSTONA 6/8 ΠΑΣΑΤΑ ΤΟΜΑΤΑ 500G,0.49,0.98,7718936.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,ab,01-01-2025,07-01-2025
19,5202336162185,AB ΕΠ ΑΥΓΑ ΑΧΥΡΩΝΑ 12ΑΔΑ Μ 53/63GR,2.65,0.22,7674481.jpg,1,Αυγά,τμχ,,ab,01-01-2025,07-01-2025
20,5208069003115,SUPER FRESCO ΜΑΡΓΑΡ.ΚΛΑΣΙΚΟ 200G,0.75,3.75,7633040.jpg,0,Μαργαρίνες,kg,,ab,01-01-2025,07-01-2025
21,5202336008865,ΑΒ ΕΧΤΡΑ ΠΑΡΘ.ΕΛΑΙΟΛΑΔΟ 2LTΦ/ΠΛΑΣΤ,19.78,9.89,7062287.jpg,1,Παρθένο Ελαιόλαδο,lt,,ab,01-01-2025,07-01-2025
22,8590421067727,GUSTONA ΗΛΙΕΛΑΙΟ 1LT,1.75,1.75,7735645.jpg,1,Ηλιέλαιο,lt,,ab,01-01-2025,07-01-2025
23,5201310722292,ΥΦΑΝΤΗΣ ΑΡΑΚΑΣ 800G+200G ΔΩΡΟ,2.86,2.86,7637352.jpg,0,Λαχανικά Κατεψυγμένα,kg,,ab,01-01-2025,07-01-2025
23,5201310722315,ΥΦΑΝΤΗΣ ΦΑΣΟΛΙ ΣΤΡΟΓ. 800G+200G ΔΩΡΟ,2.58,2.58,7637367.jpg,0,Λαχανικά Κατεψυγμένα,kg,,ab,01-01-2025,07-01-2025
24,5202336024438,ΑΒ ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣ/ΚΗ Ε.Ε.1KG,0.80,0.80,7473026.jpg,1,Λευκή Ζάχαρη,kg,,ab,01-01-2025,07-01-2025
24,5202336128600,ΑΒ ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣ/ΚΗ Ε.Ε. 1KG,0.80,0.80,7616633.jpg,1,Λευκή Ζάχαρη,kg,,ab,01-01-2025,07-01-2025
25,3041091409812,NUTRICIA ΦΑΡΙΝ ΛΑΚΤΕ 250 ΓΡ,2.58,10.32,7475893.jpg,0,Κρέμες για βρέφη,kg,,ab,01-01-2025,07-01-2025
26,5202353004819,ALMIRON 1+ GROWING UP  1LT,2.13,2.13,7068172.jpg,0,Γάλα για βρέφη,kg,,ab,01-01-2025,07-01-2025
26,5202353004826,ALMIRON GROWING UP 2+  1LT,2.13,2.13,7068174.jpg,0,Γάλα για βρέφη,kg,,ab,01-01-2025,07-01-2025
27,5201075011730,ΦΙΛΙΟΣ ΠΑΡΑΔΟΣΙΑΚΟΣ ΕΛ/ΚΟΣ ΚΑΦΕΣ 96GR,1.05,10.94,7727862.jpg,1,Ελληνικός Καφές,kg,,ab,01-01-2025,07-01-2025
28,5202336139255,PERLA GOLD ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ 200GR,8.36,41.80,7668915.jpg,1,Στιγμιαίος Καφές,kg,,ab,01-01-2025,07-01-2025
28,5949065033859,PERLA ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ 200GR,6.80,34.00,7668972.jpg,1,Στιγμιαίος Καφές,kg,,ab,01-01-2025,07-01-2025
29,8712500013269,GONDOLIERE ΚΑΦΕΣ ΦΙΛΤΡΟΥ 500Γ,5.35,10.70,7555374.jpg,1,Γαλλικός Καφές,kg,,ab,01-01-2025,07-01-2025
30,7640110709481,CANDEREL STEVIA POWEDR 500G,6.61,13.22,7550004.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,ab,01-01-2025,07-01-2025
32,5201502247619,AGRINO ΦΑΚΕΣ ΨΙΛΕΣ 500GR ΕΙΣ.,1.90,3.80,7085580.jpg,0,Φακές,kg,,ab,01-01-2025,07-01-2025
32,5202336137633,ΑΒ ΦΑΚΕΣ ΨΙΛΕΣ 500G ΕΙΣΑΓΩΓΗΣ,0.94,1.88,7142787.jpg,1,Φακές,kg,,ab,01-01-2025,07-01-2025
33,5202336024469,AB ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1LT,1.25,1.25,7091821.jpg,1,Χυμός Πορτοκάλι,lt,,ab,01-01-2025,07-01-2025
35,5202336128143,ΑΒ ΣΚΟΝΗ ΠΛΥΝΤ.ACTIVE CLEAN 75MEZ,6.59,0.09,7584379.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,ab,01-01-2025,07-01-2025
36,5202336119462,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.FRESH 1250ML,0.93,0.74,7568693.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,01-01-2025,07-01-2025
36,5202336127764,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.LEMON 1250ML,0.93,0.74,7568679.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,01-01-2025,07-01-2025
36,5202336127801,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.PINK 1250ML,0.93,0.74,7568692.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,01-01-2025,07-01-2025
37,5202336149544,ΑΒ ΥΓΡΟ ΠΙΑΤΩΝ REGULAR 500ML,0.95,1.90,7638032.jpg,1,Απορρυπαντικά Πιάτων,lt,,ab,01-01-2025,07-01-2025
37,5202336149568,ΑΒ ΥΓΡΟ ΠΙΑΤΩΝ ΛΕΜΟΝΙ 500ML,0.95,1.90,7638021.jpg,1,Απορρυπαντικά Πιάτων,lt,,ab,01-01-2025,07-01-2025
38,5202336021536,ΑΒ ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ 800GR,2.50,3.13,7114202.jpg,1,Χαρτί Κουζίνας,kg,,ab,01-01-2025,07-01-2025
39,8006540948163,ORALB ΟΔ/ΜΑ 1 2 3 75ML,1.08,14.40,7111750.jpg,0,Οδοντόκρεμα,kg,,ab,01-01-2025,07-01-2025
40,5202336111510,365 ΧΑΡΤΙ ΥΓΕΙΑΣ 10ΡΟΛΑ 2PLY,2.46,0.25,7353743.jpg,1,Χαρτί Υγείας,τμχ,,ab,01-01-2025,07-01-2025
41,5201263006340,E.DAY U.P.HDRY ECONOMY NORMAL 18Τ,2.15,0.12,7113983.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,01-01-2025,07-01-2025
41,5201263006357,E.DAY U.P.HDRY ECONOMY SUPER 18T,2.15,0.12,7113996.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,01-01-2025,07-01-2025
41,5201263006364,E.DAY U.P.HDRY ECON.MAXI NIGHT 18Τ,2.15,0.12,7113984.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,01-01-2025,07-01-2025
41,5400113567189,CARE TAMPON CONT REGULAR 32T,2.66,0.08,7298195.jpg,1,Σερβιέτες ή Ταμπόν,τμχ,,ab,01-01-2025,07-01-2025
42,8590421070512,EMMA ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500GR,0.98,1.96,7685010.jpg,1,Προϊόντα Βρώμης,kg,,ab,01-01-2025,07-01-2025
43,5201109002703,KARAVAKI ΣΑΜΠ.ΘΡΕΨΗ&ΕΝΥΔ.ΑΝΤΛ.600ML,2.67,4.45,7617092.jpg,0,Σαμπουάν,lt,,ab,01-01-2025,07-01-2025
44,5202336134403,CARE ΣΑΠΟΥΝΙ 3X125G,1.05,2.80,7614235.jpg,1,Σαπούνι Στερεό,kg,,ab,01-01-2025,07-01-2025
45,5201263086601,SANI PANTS SMALL NO1 14T,6.45,0.46,7128027.jpg,0,Πάνες Ακράτειας,τμχ,,ab,01-01-2025,07-01-2025
45,5201263086618,SANI PANTS MEDIUM NO2 14T,7.67,0.55,7128016.jpg,0,Πάνες Ακράτειας,τμχ,,ab,01-01-2025,07-01-2025
45,5201263086625,SANI PANTS LARGE NO3 14T,8.99,0.64,7127978.jpg,0,Πάνες Ακράτειας,τμχ,,ab,01-01-2025,07-01-2025
45,7322540593143,TENA LADY MAXI INSTA-DRY 12T,4.48,0.37,7133541.jpg,0,Πάνες Ακράτειας,τμχ,,ab,01-01-2025,07-01-2025
45,7322541096667,TENA LADY MAXI NIGHT 12ΤΕΜ.,4.57,0.38,7117368.jpg,0,Πάνες Ακράτειας,τμχ,,ab,01-01-2025,07-01-2025
45,7322541132136,TENA LADY EXTRA 20T,4.87,0.24,7226107.jpg,0,Πάνες Ακράτειας,τμχ,,ab,01-01-2025,07-01-2025
46,5201263082573,BABYLINO SENS.ECONOMY N3 4 9KG 56T,9.99,0.18,7633002.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263082580,BABYLINO SENS.ECONOMY N4 8 13KG 50T,9.99,0.20,7633012.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263082597,BABYLINO SENS.ECO.N4+ 10 15KG 46T,9.99,0.22,7632966.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263082603,BABYLINO SENS ECO.N5 11 16 KG 44T  ,9.99,0.23,7633006.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263082627,BABYLINO SENS.ECONOMY N2 3 6KG 50T,5.99,0.12,7633000.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263082634,BABYLINO SENS ECO.N5+ 12 17KG 42T,9.99,0.24,7637767.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263826108,BABYLINO SENS ECO NΟ6 13 18KG 38T,9.49,0.25,7637774.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263826405,BABYLINO SENS ECO NΟ7 15+KG 36T,9.49,0.26,7637831.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263890253,BABYLINO PANTS ECO N4 7/13KG 38T,8.85,0.23,7706251.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263890260,BABYLINO PANTS ECO N5 10/16KG 34T,8.84,0.26,7706298.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263890277,BABYLINO PANTS ECO N6 13/18KG 31T,8.84,0.29,7706299.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
46,5201263890284,BABYLINO PANTS ECO N7 15/25KG 28T,8.84,0.32,7706300.jpg,0,Πάνες για Μωρά,τμχ,,ab,01-01-2025,07-01-2025
47,5201410964103,SEPTONA ΜΩΡ/ΛΑ ΧΑΜΟΜΗΛΙ 80T(2+1),2.62,0.01,7608635.jpg,0,Μωρομάντηλα,τμχ,,ab,01-01-2025,07-01-2025
48,5201410220056,SEPTONA ΣΑΜΠ&ΑΦΡ/ΤΡΟ ΑΛΟΗ 500ML,2.67,5.34,7149350.jpg,0,Σαμπουάν για Μωρά,lt,,ab,01-01-2025,07-01-2025
49,8590421066430,LOVEPET Υ.Τ. ΣΚ.ΒΟΔ.ΚΟΝΣ.415G,0.64,1.54,7664211.jpg,1,Τροφή για Σκύλους,kg,,ab,01-01-2025,07-01-2025
49,8590421066454,LOVEPET Υ.Τ. ΣΚ.ΠΟΥΛ.ΚΟΝΣ.415G,0.64,1.54,7664232.jpg,1,Τροφή για Σκύλους,kg,,ab,01-01-2025,07-01-2025
50,5400601000808,365 ΓΑΤ.ALU ΒΟΔΙΝΟ 100GR,0.37,3.70,7063119.jpg,1,Τροφή για γάτες,kg,,ab,01-01-2025,07-01-2025
50,5400601000815,365 ΓΑΤ.ALU ΠΟΥΛΕΡΙΚΑ 100GR,0.37,3.70,7063120.jpg,1,Τροφή για γάτες,kg,,ab,01-01-2025,07-01-2025
50,5400601000822,365 ΓΑΤ.ALU ΨΑΡΙ 100GR,0.37,3.70,7063121.jpg,1,Τροφή για γάτες,kg,,ab,01-01-2025,07-01-2025
51,5203064042404,ΑΛΛΑΤΙΝΗ ΑΛΕΥΡΙ Γ.Ο.Χ.1KG ΣΕΤ 2+1,3.00,1.00,7087564.jpg,0,Αλεύρι,kg,,ab,01-01-2025,07-01-2025
53,29664306,ΠΑΡΙΖΑ TOSTAKI,4.45,4.45,7141249.jpg,0,Πάριζα,kg,,ab,01-01-2025,07-01-2025
53,5202336097951,ΑΒ ΠΑΡΙΖΑΚΙ 330ΓΡ,1.14,3.45,7079912.jpg,1,Πάριζα,kg,,ab,01-01-2025,07-01-2025
54,5202336110308,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΠΛΗΡΕΣ 1L,1.05,1.05,7344931.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,ab,01-01-2025,07-01-2025
55,5202336110315,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΕΛΑΦΡΥ 1L,1.05,1.05,7344879.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,ab,01-01-2025,07-01-2025
56,26915197,ΛΕΥΚΟ ΤΣΕΛΙΓΚΑΤΟ ΔΟΧΕΙΟ,5.95,5.95,default_kalathi.png,0,Λευκό τυρί,kg,,ab,01-01-2025,07-01-2025
56,5203197138227,ΛΕΥΚΟ ΤΥΡΙ ΒΕΡΓΙΝΑ ΤΑΠΕΡ 400ΓΡ,3.24,8.10,7558015.jpg,0,Λευκό τυρί,kg,,ab,01-01-2025,07-01-2025
57,5201502247527,AGRINO ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣ.,2.06,4.12,7085599.jpg,0,Φασόλια,kg,,ab,01-01-2025,07-01-2025
57,5202336137732,ΑΒ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓ.,0.98,1.96,7225878.jpg,1,Φασόλια,kg,,ab,01-01-2025,07-01-2025
58,5201502247718,AGRINO ΡΕΒΥΘΙΑ ΑΝΑΠΟΦΛΟΙΩΤΑ 500GR ΕΙΣΑΓΩ,2.60,5.20,7085630.jpg,0,Ρεβύθια,kg,,ab,01-01-2025,07-01-2025
52,18902,ΒΟΕΙΟ ΠΟΝΤΙΚΙ ΝΩΠΟ Α/Ο Ν/Ζ ΙΣΠΑΝΙΑΣ,10.95,10.95,18902.jpg,0,Μοσχάρι,kg,xmas,bazaar,01-01-2025,07-01-2025
1,5201399020074,3Α 500G ΡΥΖΙ ΚΑΡΟΛΙΝΑ,1.55,3.1,5201399020074.jpg,0,Ρύζι,Kg,,bazaar,01-01-2025,07-01-2025
2,5208086441426,ΚΑΛΗΜΕΡΑ 700G ΦΟΡΜΑ ΤΟΣΤ ΣΤΑΡΕΝΙΟ,1.35,1.93,5208086441426.jpg,1,Ψωμί για Tοστ,Kg,,bazaar,01-01-2025,07-01-2025
3,5200127470969,ΚΑΣΙΜΗ 350G ΑΡΤΟΣΚΕΥΑΣΜΑ ΤΟ ΧΩΡΙΑΤΙΚΟ,0.75,2.14,5200127470969.jpg,0,Ψωμί Φραντζόλα,Kg,,bazaar,01-01-2025,07-01-2025
4,5201485000188,ELITE 250G ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΕΝΙΕΣ,1.1,4.4,5201485000188.jpg,0,Φρυγανιές,Kg,,bazaar,01-01-2025,07-01-2025
5,5201013012508,ΜΑΚΒΕΛ 500G ΣΠΑΓΓΕΤΙ N.6,0.67,1.34,5201013012508.jpg,0,Μακαρόνια Νο 6,Kg,,bazaar,01-01-2025,07-01-2025
5,5201013020107,ΕΛΛΗΝΙΚΗ ΣΠΟΡΑ 500G ΣΠΑΓΓΕΤΙ No6,0.62,1.24,5201013020107.jpg,1,Μακαρόνια Νο 6,Kg,,bazaar,01-01-2025,07-01-2025
6,1501,ΧΟΙΡΙΝΟ ΛΑΙΜΟΣ ΝΩΠΟ Μ/Ο ΟΛΛΑΝΔΙΑΣ,5.45,5.45,18437.jpg,0,Νωπό Χοιρινό,Kg,,bazaar,01-01-2025,07-01-2025
7,01741,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ (ΧΥΜΑ),3.29,3.29,01741.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,bazaar,01-01-2025,07-01-2025
8,5202528068899,FARMER 200G ΓΑΛΟΠ ΚΑΠΝ ΤΕΤΡΑΓ ΣΕ ΦΕΤΕΣ,1.19,5.95,5202528068899.jpg,1,Γαλοπούλα,Kg,,bazaar,01-01-2025,07-01-2025
8,5202575007483,CRETA TOSTAKI 160G ΧΩΡ. ΓΛΟΥΤΕΝΗ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ,1.48,9.25,5202575007483.jpg,0,Γαλοπούλα,Kg,,bazaar,01-01-2025,07-01-2025
9,5208086448371,ΨΑΡΑΔΙΚΟ 800G ΠΑΓΚΑΣΙΟΥΣ ΦΙΛΕΤΟ ΚΤΨ,3.99,4.99,5208086448371.jpg,1,Ψάρια Κατεψυγμένα,Kg,,bazaar,01-01-2025,07-01-2025
10,5201083010367,ΜΕΒΓΑΛ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΑΓΕΛΑΔΟΣ 3.5%,1.49,1.49,5201083010367.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,bazaar,01-01-2025,07-01-2025
11,5201083010169,ΜΕΒΓΑΛ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΑΓΕΛΑΔΟΣ 1.5%,1.49,1.49,5201083010169.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,bazaar,01-01-2025,07-01-2025
12,5208086433643,FARMER 410G ΓΑΛΑ ΠΛΗΡΕΣ ΕΒΑΠΟΡΕ,0.95,2.32,5208086433643.jpg,1,Γάλα Εβαπορέ,lt,,bazaar,01-01-2025,07-01-2025
12,8716200615020,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 7.5%,1.06,2.65,8716200615020.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,01-01-2025,07-01-2025
12,8716200615129,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 4%,1.06,2.65,8716200615129.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,01-01-2025,07-01-2025
13,5208086449972,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 10%,2.69,2.69,5208086449972.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,bazaar,01-01-2025,07-01-2025
14,5208086450404,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 2%,2.69,2.69,5208086450404.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,bazaar,01-01-2025,07-01-2025
15,11466,ΠΗΛΙΑΓΝΟ ΦΕΤΑ ΠΟΠ  ΒΟΛΟΥ ΠΑΡΑΔΟΣΙΑΚΗ /ΔΟΧΕΙΟ,8.99,8.99,11466.jpg,0,Τυρί Φέτα,kg,,bazaar,01-01-2025,07-01-2025
16,5208086414468,ΑΓΡΟΚΤΗΜΑ ΓΚΟΥΝΤΑ 500G ΣΕ ΦΕΤΕΣ (FRESH PACK),3.68,7.36,5208086414468.jpg,1,Τυρί Γκούντα,kg,,bazaar,01-01-2025,07-01-2025
17,5208086414789,PALADIN 200G / 10-ΦΕΤΕΣ FINESSE ΤΥΡΙ  Τ. ΓΚΟΥΝΤΑ,1.92,9.6,5208086414789.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,bazaar,01-01-2025,07-01-2025
