CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null
46,5201263082627,BABYLINO SENS.ECONOMY N2 3 6KG 50T,5.99,0.12,7633000.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
46,5201263082634,BABYLINO SENS ECO.N5+ 12 17KG 42T,9.98,0.24,7637767.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
46,5201263826108,BABYLINO SENS ECO NΟ6 13 18KG 38T,9.49,0.25,7637774.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
46,5201263826405,BABYLINO SENS ECO NΟ7 15+KG 36T,9.49,0.26,7637831.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
46,5201263890253,BABYLINO PANTS ECO N4 7/13KG 38T,8.84,0.23,7706251.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
46,5201263890260,BABYLINO PANTS ECO N5 10/16KG 34T,8.84,0.26,7706298.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
46,5201263890277,BABYLINO PANTS ECO N6 13/18KG 31T,8.84,0.29,7706299.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
46,5201263890284,BABYLINO PANTS ECO N7 15/25KG 28T,8.84,0.32,7706300.jpg,0,Πάνες για Μωρά,τμχ,,ab,12-03-2025,18-03-2025,
47,5201410964561,SEPTONA ΜΩΡΟΜΑΝΤΗΛΑ ΧΑΜΟΜΗΛΙ 3Χ80Τ,2.82,0.01,default_kalathi.png,0,Μωρομάντηλα,τμχ,,ab,12-03-2025,18-03-2025,
48,5201410220056,SEPTONA ΣΑΜΠ&ΑΦΡ/ΤΡΟ ΑΛΟΗ 500ML,2.67,5.34,7149350.jpg,0,Σαμπουάν για Μωρά,lt,,ab,12-03-2025,18-03-2025,
49,8590421066430,LOVEPET Υ.Τ. ΣΚ.ΒΟΔ.ΚΟΝΣ.415G,0.64,1.54,7664211.jpg,1,Τροφή για Σκύλους,kg,,ab,12-03-2025,18-03-2025,
49,8590421066454,LOVEPET Υ.Τ. ΣΚ.ΠΟΥΛ.ΚΟΝΣ.415G,0.64,1.54,7664232.jpg,1,Τροφή για Σκύλους,kg,,ab,12-03-2025,18-03-2025,
50,5400601000808,365 ΓΑΤ.ALU ΒΟΔΙΝΟ 100GR,0.37,3.70,7063119.jpg,1,Τροφή για γάτες,kg,,ab,12-03-2025,18-03-2025,
50,5400601000815,365 ΓΑΤ.ALU ΠΟΥΛΕΡΙΚΑ 100GR,0.37,3.70,7063120.jpg,1,Τροφή για γάτες,kg,,ab,12-03-2025,18-03-2025,
50,5400601000822,365 ΓΑΤ.ALU ΨΑΡΙ 100GR,0.37,3.70,7063121.jpg,1,Τροφή για γάτες,kg,,ab,12-03-2025,18-03-2025,
51,5203064042404,ΑΛΛΑΤΙΝΗ ΑΛΕΥΡΙ Γ.Ο.Χ.1KG ΣΕΤ 2+1,2.84,0.95,7087564.jpg,0,Αλεύρι,kg,,ab,12-03-2025,18-03-2025,
53,29664306,ΠΑΡΙΖΑ TOSTAKI,4.45,4.45,7141249.jpg,0,Πάριζα,kg,,ab,12-03-2025,18-03-2025,
53,5202336097951,ΑΒ ΠΑΡΙΖΑΚΙ 330ΓΡ,1.14,3.45,7079912.jpg,1,Πάριζα,kg,,ab,12-03-2025,18-03-2025,
54,5202336110308,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΠΛΗΡΕΣ 1L,1.05,1.05,7344931.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,ab,12-03-2025,18-03-2025,
55,5202336110315,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΕΛΑΦΡΥ 1L,1.05,1.05,7344879.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,ab,12-03-2025,18-03-2025,
56,26915197,ΛΕΥΚΟ ΤΣΕΛΙΓΚΑΤΟ ΔΟΧΕΙΟ,5.95,5.95,default_kalathi.png,0,Λευκό τυρί,kg,,ab,12-03-2025,18-03-2025,
56,5203197138227,ΛΕΥΚΟ ΤΥΡΙ ΒΕΡΓΙΝΑ ΤΑΠΕΡ 400ΓΡ,3.24,8.10,7558015.jpg,0,Λευκό τυρί,kg,,ab,12-03-2025,18-03-2025,
57,5201502247527,AGRINO ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣ.,1.44,2.88,7085599.jpg,0,Φασόλια,kg,,ab,12-03-2025,18-03-2025,
57,5202336137732,ΑΒ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓ.,1.00,2.00,7225878.jpg,1,Φασόλια,kg,,ab,12-03-2025,18-03-2025,
58,5201502247718,AGRINO ΡΕΒΥΘΙΑ ΑΝΑΠΟΦΛΟΙΩΤΑ 500GR ΕΙΣΑΓΩ,1.82,3.64,7085630.jpg,0,Ρεβύθια,kg,,ab,12-03-2025,18-03-2025,
52,18902,ΒΟΕΙΟ ΠΟΝΤΙΚΙ ΝΩΠΟ Α/Ο Ν/Ζ ΙΣΠΑΝΙΑΣ,11.99,11.99,18902.jpg,0,Μοσχάρι,kg,xmas,bazaar,12-03-2025,18-03-2025,
1,5201399020074,3Α 500G ΡΥΖΙ ΚΑΡΟΛΙΝΑ,1.75,3.5,5201399020074.jpg,0,Ρύζι,Kg,,bazaar,12-03-2025,18-03-2025,
1,5208086412464,FARMER 1KG ΡΥΖΙ Τ.ΑΜΕΡΙΚΗΣ,1.79,1.79,5208086412464.jpg,1,Ρύζι,Kg,,bazaar,12-03-2025,18-03-2025,
2,5208086441426,ΚΑΛΗΜΕΡΑ 700G ΦΟΡΜΑ ΤΟΣΤ ΣΤΑΡΕΝΙΟ,1.35,1.93,5208086441426.jpg,1,Ψωμί για Tοστ,Kg,,bazaar,12-03-2025,18-03-2025,
3,5200127470969,ΚΑΣΙΜΗ 350G ΑΡΤΟΣΚΕΥΑΣΜΑ ΤΟ ΧΩΡΙΑΤΙΚΟ,0.75,2.14,5200127470969.jpg,0,Ψωμί Φραντζόλα,Kg,,bazaar,12-03-2025,18-03-2025,
4,5203064009285,FORMA 500G ΦΡΥΓΑΝΙΕΣ ΣΙΤΟΥ ΟΙΚΟΓ ΣΥΣΚ,1.45,2.9,5203064009285.jpg,0,Φρυγανιές,Kg,,bazaar,12-03-2025,18-03-2025,
5,5201013012508,ΜΑΚΒΕΛ 500G ΣΠΑΓΓΕΤΙ N.6,0.67,1.34,5201013012508.jpg,0,Μακαρόνια Νο 6,Kg,,bazaar,12-03-2025,18-03-2025,
5,5201013020107,ΕΛΛΗΝΙΚΗ ΣΠΟΡΑ 500G ΣΠΑΓΓΕΤΙ No6,0.59,1.18,5201013020107.jpg,1,Μακαρόνια Νο 6,Kg,,bazaar,12-03-2025,18-03-2025,
8,5202528068899,FARMER 200G ΓΑΛΟΠ ΚΑΠΝ ΤΕΤΡΑΓ ΣΕ ΦΕΤΕΣ,1.19,5.95,5202528068899.jpg,1,Γαλοπούλα,Kg,,bazaar,12-03-2025,18-03-2025,
8,5202575007483,CRETA TOSTAKI 160G ΧΩΡ. ΓΛΟΥΤΕΝΗ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ,1.48,9.25,5202575007483.jpg,0,Γαλοπούλα,Kg,,bazaar,12-03-2025,18-03-2025,
9,5208116140008,ΚΑΛΛΙΜΑΝΗ 450G ΓΛΩΣΣΑ ΦΙΛΕΤΟ ΚΤΨ,7.59,16.87,5208116140008.jpg,0,Ψάρια Κατεψυγμένα,Kg,,bazaar,12-03-2025,18-03-2025,
10,5202178001116,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΠΛΗΡΕΣ,1.6,1.6,5202178001116.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,bazaar,12-03-2025,18-03-2025,
11,5202178001178,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΕΛΑΦΡΥ,1.6,1.6,5202178001178.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,bazaar,12-03-2025,18-03-2025,
12,5201037508032,ΒΛΑΧΑΣ 410G ΓΑΛΑ ΕΒΑΠΟΡΕ ΠΛΗΡΕΣ 7.5%,1.2,2.93,5201037508032.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,12-03-2025,18-03-2025,
12,5201037508063,ΒΛΑΧΑΣ 410G ΓΑΛΑ ΕΒΑΠΟΡΕ ΕΛΑΦΡΥ 4%,1.2,2.93,5201037508063.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,12-03-2025,18-03-2025,
12,5208086433643,FARMER 410G ΓΑΛΑ ΠΛΗΡΕΣ ΕΒΑΠΟΡΕ,0.95,2.32,5208086433643.jpg,1,Γάλα Εβαπορέ,lt,,bazaar,12-03-2025,18-03-2025,
13,5208086449972,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 10%,2.49,2.49,5208086449972.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,bazaar,12-03-2025,18-03-2025,
14,5208086450404,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 2%,2.49,2.49,5208086450404.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,bazaar,12-03-2025,18-03-2025,
15,11463,ΜΥΤΙΛΗΝΗΣ ΦΕΤΑ Π.Ο.Π /ΔΟΧΕΙΟ,8.98,8.98,11463.jpg,0,Τυρί Φέτα,kg,,bazaar,12-03-2025,18-03-2025,
16,5208086414468,ΑΓΡΟΚΤΗΜΑ ΓΚΟΥΝΤΑ 500G ΣΕ ΦΕΤΕΣ (FRESH PACK),3.68,7.36,5208086414468.jpg,1,Τυρί Γκούντα,kg,,bazaar,12-03-2025,18-03-2025,
