CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ΚΑΤΗΓΟΡΙΑ
18,5201106271270,PUMMARO ΠΑΣΣΑΤΑ 500ΓΡ.,0.88,1.76,006100.png,0,Χυμός Τομάτας Διατηρημένος,kg,,kantzas,08-01-2025,14-01-2025,
19,105001,ΑΥΓΑ ΕΞΑΔΑ 53-63Γ ΜΑΜΤΖΕΡΗ,1.27,0.21,000089.png,0,Αυγά,τμχ,,kantzas,08-01-2025,14-01-2025,
19,5200100430010,ΑΥΓΑ ΑΧΥΡΩΝΑ ΕΛΛΗΝΙΚΑ MEDIUM 6ΑΔΑ,2.79,0.46,020456.png,0,Αυγά,τμχ,,kantzas,08-01-2025,14-01-2025,
20,5208069003146,SUPER FRESCO SOFT 400ΓΡ,1.67,4.18,078870.png,0,Μαργαρίνες,kg,,kantzas,08-01-2025,14-01-2025,
21,5200342702265,ΕΛΑΙΟΛΑΔΟ ΣΤΑΛΑ ΕΞΑΙΡ. ΠΑΡΘΕΝΟ 1L,8.80,8.80,021693.png,0,Παρθένο Ελαιόλαδο,lt,,kantzas,08-01-2025,14-01-2025,
22,745314064088,ΗΛΙΕΛΑΙΟ BESTEK 5L,7.95,1.59,021748.png,0,Ηλιέλαιο,lt,,kantzas,08-01-2025,14-01-2025,
23,5205810509131,ALTERA ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ 900ΓΡ,1.99,2.21,078838.png,0,Λαχανικά Κατεψυγμένα,kg,,kantzas,08-01-2025,14-01-2025,
23,5205810501012,ALTERRA ΑΡΑΚΑΣ 450ΓΡ,1.65,3.67,066628.png,0,Λαχανικά Κατεψυγμένα,kg,,kantzas,08-01-2025,14-01-2025,
24,5200110650019,ΖΑΧΑΡΗ 1Κ ΕΙΣΑΓΩΓΗ,0.79,0.79,037566.png,0,Λευκή Ζάχαρη,kg,,kantzas,08-01-2025,14-01-2025,
24,3800071004115,ΖΑΧΑΡΗ 1ΚΙΛ Ε.Ε.,0.79,0.79,066774.png,0,Λευκή Ζάχαρη,kg,,kantzas,08-01-2025,14-01-2025,
25,5201002000233,ΓΙΩΤΗ ΦΑΡΙΝ ΛΑΚΤΕ 300ΓΡ,3.58,11.93,004629.png,0,Κρέμες για βρέφη,kg,,kantzas,08-01-2025,14-01-2025,
26,5201002081010,ΓΙΩΤΗ ΒΡΕΦ.ΓΑΛΑ SANILAC 2 400ΓΡ,12.18,27.07,025828.png,0,Γάλα για βρέφη,kg,,kantzas,08-01-2025,14-01-2025,
27,5201219482785,ΛΟΥΜΙΔΗ ΚΑΦΕΣ 96ΓΡ. ΠΑΡΑΔΟΣΙΑΚΟΣ,1.59,16.56,005194.png,0,Ελληνικός Καφές,kg,,kantzas,08-01-2025,14-01-2025,
28,5201219046154,NESCAFE CLASSIC 200 ΓΡ.,6.46,32.30,005342.png,0,Στιγμιαίος Καφές,kg,,kantzas,08-01-2025,14-01-2025,
29,8000070038769,LAVAZZA ΚΑΦΕΣ CREMA&GUSTO 250ΓΡ,4.96,19.84,058483.png,0,Γαλλικός Καφές,kg,,kantzas,08-01-2025,14-01-2025,
30,5201434000207,ΖΩΓΡΑΦΟΣ ΦΡΟΥΚΤΟΖΗ 200ΓΡ,1.52,7.60,001282.png,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,kantzas,08-01-2025,14-01-2025,
32,5213005973360,ΑΓΡΟΤΟΠΟΣ ΦΑΚΕΣ ΨΙΛΕΣ 500ΓΡ,1.15,2.30,021664.png,0,Φακές,kg,,kantzas,08-01-2025,14-01-2025,
33,5202908110019,AGROS ΦΥΣ.ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L,1.68,1.68,062580.png,0,Χυμός Πορτοκάλι,lt,,kantzas,08-01-2025,14-01-2025,
35,8710447192870,ΟΜΟ ΣΚΟΝΗ ΤΡΟΠ.ΛΟΥΛ.45ΜΕΖ,5.75,0.13,070287.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,08-01-2025,14-01-2025,
35,8710847886881,ΟΜΟ ΣΚΟΝΗ ΛΕΥΚΗ ΟΡΧΙΔΕΑ 45ΜΕΖ,5.75,2.28,076147.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,08-01-2025,14-01-2025,
35,8720181426193,SKIP ΥΓΡΟ ACTIVE CLEAN 28MEZ/1.4L,5.27,3.76,021229.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,08-01-2025,14-01-2025,
35,8720181426209,SKIP ΥΓΡΟ SPRING FRESH 28MEZ/1.4L,5.27,3.76,021230.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,08-01-2025,14-01-2025,
35,8710847886874,ΟΜΟ ΣΚΟΝΗ ΛΕΒΑΝΤΑ 45ΜΕΖ,5.75,0.13,070286.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kantzas,08-01-2025,14-01-2025,
36,8718951333451,AZAX ΚΑΘΑΡ.ΥΓ.ΠΑΤΩΜ. ΛΟΥΛΟΥΔ. ΛΙΜΝΗΣ 1L,1.68,1.68,020284.png,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kantzas,08-01-2025,14-01-2025,
36,5202913126548,DREAM TEAM ΧΛΩΡΙΟ LEMON 2L,1.15,0.57,067589.png,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kantzas,08-01-2025,14-01-2025,
37,8001090893390,FAIRY ΥΓ.ΠΙΑΤΩΝ ΚΑΝΟΝΙΚΟ 900ML,2.96,3.29,057750.png,0,Απορρυπαντικά Πιάτων,lt,,kantzas,08-01-2025,14-01-2025,
37,5410076219070,FAIRY ΥΓ.ΠΙΑΤΩΝ ΛΕΜΟΝΙ 900ML,2.96,3.29,057751.png,0,Απορρυπαντικά Πιάτων,lt,,kantzas,08-01-2025,14-01-2025,
38,5205643561740,DREAM ΤΕΑΜ Ρ/Κ ΕΠΑΓΓΕΛΜΑΤΙΚΟ 760ΓΡ,2.64,3.47,071463.png,1,Χαρτί Κουζίνας,kg,,kantzas,08-01-2025,14-01-2025,
39,7891024132074,COLGATE ΟΔ/ΜΑ TRIPLE ACTION 100ML,1.79,17.90,044703.png,0,Οδοντόκρεμα,kg,,kantzas,08-01-2025,14-01-2025,
40,5205643561726,DREAM TEAM Χ/Υ 4ΦΥΛΛΟ 10ΑΡΙ,3.97,3.31,067456.png,1,Χαρτί Υγείας,τμχ,,kantzas,08-01-2025,14-01-2025,
41,5201263006340,EVERYDAY HYPERDRY ULT.PLUS NORMAL 18T.,2.78,0.15,068161.png,0,Σερβιέτες ή Ταμπόν,τμχ,,kantzas,08-01-2025,14-01-2025,
42,5203357120031,ΜΑΤΙΝΑ ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ ΦΑΚΕΛΟ 400ΓΡ.,1.57,3.92,073922.png,0,Προϊόντα Βρώμης,kg,,kantzas,08-01-2025,14-01-2025,
43,8710447246832,ULTREX ΣΑΜΠΟΥΑΝ ΚΑΝΟΝΙΚΑ 360ML,3.18,8.83,072264.png,0,Σαμπουάν,lt,,kantzas,08-01-2025,14-01-2025,
44,8999999527693,LUX ΣΑΠΟΥΝΙ ΜΩΒ 80ΓΡ,0.49,6.12,090894.png,0,Σαπούνι Στερεό,kg,,kantzas,08-01-2025,14-01-2025,
45,5204458018128,ΕΛΟΜΑΣ ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ Νο4 X-LARGE 10ΤΜΧ,5.43,0.54,079948.png,1,Πάνες Ακράτειας,τμχ,,kantzas,08-01-2025,14-01-2025,
46,5201263082535,BABYLINO ΠΑΝΕΣ SENSITIVE N4 8-13K 20T,7.25,0.36,058634.png,0,Πάνες για Μωρά,τμχ,,kantzas,08-01-2025,14-01-2025,
47,5201263078125,BABYCARE ΜΩΡΟΠ/ΤΕΣ CALMING 3x63Τ(2+1).,2.82,0.01,020943.png,0,Μωρομάντηλα,τμχ,,kantzas,08-01-2025,14-01-2025,
48,5203216000337,MISS SANDY ΠΑΙΔΙΚΟ ΣΑΜΠΟΥΑΝ 750ML,1.98,2.64,023786.png,0,Σαμπουάν για Μωρά,lt,,kantzas,08-01-2025,14-01-2025,
49,5204458005548,ΕΛΟΜΑΣ ΣΚΥΛΟΤΡ. GOOD DOG ΒΟΔ-ΛΑΧΑΝ 1250ΓΡ,1.55,1.24,020909.png,1,Τροφή για Σκύλους,kg,,kantzas,08-01-2025,14-01-2025,
50,5999884350347,GOLDEN CAT ΓΑΤΟΤΡΟΦΗ ΚΟΤΟΠΟΥΛΟ 415ΓΡ,0.69,1.66,021682.png,0,Τροφή για γάτες,kg,,kantzas,08-01-2025,14-01-2025,
51,5200107310032,ΜΥΛΟΙ ΚΑΠΛΑΝΙΔΗ ΑΛΕΥΡΙ(Γ.Ο.Χ)1ΚΙΛ,1.17,1.17,036423.png,0,Αλεύρι,kg,,kantzas,08-01-2025,14-01-2025,
53,2102002000000,ΜΙΚΡΕΣ ΦΑΡΜΕΣ ΣΕΡΡΩΝ ΠΑΡΙΖΑ ΤΟΣΤ,3.78,3.78,078004.png,0,Πάριζα,kg,,kantzas,08-01-2025,14-01-2025,
54,5204458016483,ΕΛΟΜΑΣ ΓΑΛΑ UHT ΠΛΗΡΕΣ 3.5% 1L,1.13,1.13,021282.png,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,kantzas,08-01-2025,14-01-2025,
55,5204458016490,ΕΛΟΜΑΣ ΓΑΛΑ UHT ΕΛΑΦΡΥ 1.5% 1L,1.13,1.13,021283.png,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,kantzas,08-01-2025,14-01-2025,
56,2101035,ΤΥΡΙ ΑΓΕΛΑΔΙΝΟ 100% Μ.Κ. ΚΟΛΙΟΣ,5.76,5.76,021998.png,0,Λευκό τυρί,kg,,kantzas,08-01-2025,14-01-2025,
57,5213005973353,ΑΓΡΟΤΟΠΟΣ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500ΓΡ,1.28,2.56,021662.png,0,Φασόλια,kg,,kantzas,08-01-2025,14-01-2025,
58,5213005973384,ΑΓΡΟΤΟΠΟΣ ΡΕΒΥΘΙΑ 500ΓΡ,1.44,2.88,021663.png,0,Ρεβύθια,kg,,kantzas,08-01-2025,14-01-2025,
52,70278,ΒΟΕΙΟ ΝΩΠΟ ΜΠΟΥΤΙ Α/Ο ΓΑΛΛΙΑΣ,11.75,11.75,70278.jpg,0,Μοσχάρι,kg,xmas,kritikos,08-01-2025,14-01-2025,
52,708012,ΒΟΕΙΟ ΝΩΠΟ ΜΠΟΥΤΙ ΠΟΛΩΝΙΑΣ,11.75,11.75,708012.jpg,0,Μοσχάρι,kg,xmas,kritikos,08-01-2025,14-01-2025,
1,748176,ΕΠΙΛΟΓΗ ΜΟΥ ΡΥΖΙ ΝΥΧΑΚΙ 500ΓΡ,0.99,1.98,748176.jpg,1,Ρύζι,Kg,,kritikos,08-01-2025,14-01-2025,
1,46154,3ΑΛΦΑ ΚΑΡΟΛΙΝΑ 500ΓΡ,1.81,3.62,46154.jpg,0,Ρύζι,Kg,,kritikos,08-01-2025,14-01-2025,
2,748350,ΚΑΡΑΜΟΛΕΓΚΟΣ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ ΜΙΣΟ-ΜΙΣΟ 720ΓΡ,1.62,2.25,748350.jpg,0,Ψωμί για Tοστ,Kg,,kritikos,08-01-2025,14-01-2025,
3,747706,ΚΑΤΣΕΛΗΣ ΨΩΜΙ ΔΙΠΛΟΖΥΜΩΤΟ ΣΤΑΡΕΝΙΟ 500ΓΡ,1.68,3.36,747706.jpg,0,Ψωμί Φραντζόλα,Kg,,kritikos,08-01-2025,14-01-2025,
4,31585,ELITE ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΕΝΙΕΣ 4*125ΓΡ (3+1)Δ,1.46,2.92,31585.jpg,0,Φρυγανιές,Kg,,kritikos,08-01-2025,14-01-2025,
5,710366,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500ΓΡ,0.69,1.38,710366.jpg,0,Μακαρόνια Νο 6,Kg,,kritikos,08-01-2025,14-01-2025,
6,723529,ΧΟΙΡΙΝΗ ΝΩΠΗ ΤΗΓΑΝΙΑ ΟΛΛΑΝΔΙΑΣ (σε καταστήματα που διαθέτουν κρεοπωλείο),6.85,6.85,723529.jpg,0,Νωπό Χοιρινό,Kg,,kritikos,08-01-2025,14-01-2025,
6,41294,ΧΟΙΡΙΝΗ ΝΩΠΗ ΤΗΓΑΝΙΑ ΕΛΛΗΝΙΚΗ (σε καταστήματα που διαθέτουν κρεοπωλείο),6.85,6.85,41294.jpg,0,Νωπό Χοιρινό,Kg,,kritikos,08-01-2025,14-01-2025,
7,70425,ΚΟΤΟΠΟΥΛΟ ΦΤΕΡΟΥΓΑ ΝΩΠΗ ΕΛΛΗΝΙΚΗ (σε καταστήματα που διαθέτουν κρεοπωλείο),2.75,2.75,70425.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,kritikos,08-01-2025,14-01-2025,
8,772360,ΕΔΕΣΜΑ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ Χ.ΓΛ. ΤΟ ΚΙΛΟ,7.77,7.77,772360.jpg,0,Γαλοπούλα,Kg,,kritikos,08-01-2025,14-01-2025,
9,768823,ΕΠΙΛΟΓΗ ΜΟΥ ΜΠΑΚΑΛΙΑΡΟΣ Α/Κ 300/500 ΚΤΨ ΤΟ ΚΙΛΟ,4.95,4.95,768823.jpg,1,Ψάρια Κατεψυγμένα,Kg,,kritikos,08-01-2025,14-01-2025,
10,771787,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΑΓΕΛΑΔΙΝΟ ΠΛΗΡΕΣ 1LT,0.99,0.99,771787.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,08-01-2025,14-01-2025,
10,219804,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΠΛΗΡΕΣ 3.8% 1L,0.99,0.99,219804.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,08-01-2025,14-01-2025,
10,67299,ΔΕΛΤΑ ΦΡΕΣΚΟ ΓΑΛΑ ΚΑΘΗΜΕΡΙΝΑ  ΠΛΗΡΕΣ 1L,1.69,1.69,67299.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,08-01-2025,14-01-2025,
11,771786,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΑΓΕΛΑΔΙΝΟ ΕΛΑΦΡΥ 1LT,0.99,0.99,771786.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,08-01-2025,14-01-2025,
11,219805,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΕΛΑΦΡΥ 1.7% 1L,0.99,0.99,219805.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,08-01-2025,14-01-2025,
11,67151,ΔΕΛΤΑ ΦΡΕΣΚΟ ΓΑΛΑ ΚΑΘΗΜΕΡΙΝΑ ΕΛΑΦΡΥ 1L,1.69,1.69,67151.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,08-01-2025,14-01-2025,
12,743155,ΕΠΙΛΟΓΗ ΜΟΥ ΓΑΛΑ ΕΒΑΠΟΡΕ ΕΛΑΦΡΥ 4% 400ΓΡ,0.86,2.15,743155.jpg,1,Γάλα Εβαπορέ,lt,,kritikos,08-01-2025,14-01-2025,
12,743154,ΕΠΙΛΟΓΗ ΜΟΥ ΓΑΛΑ ΕΒΑΠΟΡΕ ΠΛΗΡΕΣ 7.5% 400ΓΡ,0.86,2.15,743154.jpg,1,Γάλα Εβαπορέ,lt,,kritikos,08-01-2025,14-01-2025,
12,67115,ΝΟΥΝΟΥ ΓΑΛΑ ΠΛΗΡΕΣ 170ΓΡ,0.75,4.41,67115.jpg,0,Γάλα Εβαπορέ,lt,,kritikos,08-01-2025,14-01-2025,
13,752438,ΚΟΛΙΟΣ ΣΤΡ.ΓΙΑΟΥΡΤΙ 5%  850ΓΡ(-0.50Ε)ΑΠΟ ΕΛΛ.ΓΑΛ,2.65,3.12,752438.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,kritikos,08-01-2025,14-01-2025,
14,752437,ΚΟΛΙΟΣ ΓΙΑΟΥΡ.ΣΤΡΑΓΓ.2% 850ΓΡ(-0.50Ε) ΕΛΛ.ΓΑΛ,2.65,3.12,752437.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,kritikos,08-01-2025,14-01-2025,
15,273205,ΦΕΤΑ ΠΟΠ ΜΥΤΙΛΗΝΗΣ ΤΟ ΚΙΛΟ (σε καταστήματα που διαθέτουν πάγκο κοπής),8.45,8.45,273205.jpg,0,Τυρί Φέτα,kg,,kritikos,08-01-2025,14-01-2025,
15,81000218,ΦΕΤΑ ΜΥΤΙΛΗΝΗΣ ΠΟΠ 400ΓΡ,3.38,8.45,81000218.jpg,0,Τυρί Φέτα,kg,,kritikos,08-01-2025,14-01-2025,
16,81006023,LEADER GOUDA ΦΕΤΕΣ 400ΓΡ,2.76,6.90,81006023.jpg,0,Τυρί Γκούντα,kg,,kritikos,08-01-2025,14-01-2025,
17,742753,LEADER GOUDA LIGHT ΦΕΤ 200ΓΡ,1.79,8.95,742753.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,kritikos,08-01-2025,14-01-2025,
18,718102,ΡΕΑ PASSATA ΤΟΜΑΤΑ 500ΓΡ,0.47,0.94,718102.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,kritikos,08-01-2025,14-01-2025,
19,967170,ΑΥΓΑ ΛΑΔΑΚΗΣ 6αδα (M) Π.Θ 53-63ΓΡ,1.49,0.25,967170.jpg,0,Αυγά,τμχ,,kritikos,08-01-2025,14-01-2025,
20,760239,ΘΑΜΑ ΜΑΡΓΑΡΙΝΗ SOFT 250ΓΡ,0.94,3.76,760239.jpg,0,Μαργαρίνες,kg,,kritikos,08-01-2025,14-01-2025,
20,771432,SUPER FRESCO SOFT 200ΓΡ,0.89,4.20,771432.jpg,0,Μαργαρίνες,kg,,kritikos,08-01-2025,14-01-2025,
21,218478,ΛΙΟΦΥΤΟ ΕΛΑΙΟΛΑΔΟ ΚΛΑΣΙΚΟ 3L,22.25,7.42,218478.jpg,0,Παρθένο Ελαιόλαδο,lt,,kritikos,08-01-2025,14-01-2025,
22,711300,ΗΛΙΕΛΑΙΟ POP CUISINE 5LT,8.30,1.62,711300.jpg,0,Ηλιέλαιο,lt,,kritikos,08-01-2025,14-01-2025,
23,270299,ALTERRA ΑΡΑΚΑΣ Κ.Τ.Ψ 900ΓΡ,2.85,3.17,270299.jpg,0,Λαχανικά Κατεψυγμένα,kg,,kritikos,08-01-2025,14-01-2025,
23,992964,ALTERRA ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ ΚΤΨ 900ΓΡ,2.60,2.89,992964.jpg,0,Λαχανικά Κατεψυγμένα,kg,,kritikos,08-01-2025,14-01-2025,
24,705252,ROYAL ΖΑΧΑΡΗ ΛΕΥΚΗ 1Κ,0.78,0.78,705252.jpg,0,Λευκή Ζάχαρη,kg,,kritikos,08-01-2025,14-01-2025,
24,218315,LUX FARM ΖΑΧΑΡΗ ΚΡΥΣΤΑΛΛΙΚΗ 1Κ,0.78,0.78,218315.jpg,0,Λευκή Ζάχαρη,kg,,kritikos,08-01-2025,14-01-2025,
24,747871,SUGARTIA ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ 1Κ,0.78,0.78,747871.jpg,0,Λευκή Ζάχαρη,kg,,kritikos,08-01-2025,14-01-2025,
25,470009,ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ 300ΓΡ,2.59,8.63,470009.jpg,0,Κρέμες για βρέφη,kg,,kritikos,08-01-2025,14-01-2025,
26,67081,ΔΕΛΤΑ ΓΑΛΑ ADVANCE ΥΨ.Π.1L,2.15,2.15,67081.jpg,0,Γάλα για βρέφη,kg,,kritikos,08-01-2025,14-01-2025,
27,869630,KALATHERI ΕΛΛΗΝΙΚΟΣ      ΚΑΦΕΣ 200ΓΡ,2.45,12.25,869630.jpg,0,Ελληνικός Καφές,kg,,kritikos,08-01-2025,14-01-2025,
28,217640,BUON CAFE ΚΑΦΕΣ ΣΤΙΓΜΙΑΙΟΣ 100ΓΡ,2.85,28.50,217640.jpg,0,Στιγμιαίος Καφές,kg,,kritikos,08-01-2025,14-01-2025,
29,219959,BUON CAFE ΚΑΦΕΣ ΦΙΛΤΡΟΥ 100% ARABICA 250ΓΡ,3.29,13.16,219959.jpg,0,Γαλλικός Καφές,kg,,kritikos,08-01-2025,14-01-2025,
30,41024,ΖΩΓΡΑΦΟΣ ΦΡΟΥΚΤΟΖΗ Χ.ΓΛΟΥΤΕΝΗ 400ΓΡ,2.44,6.10,41024.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,kritikos,08-01-2025,14-01-2025,
33,47320,3ΑΛΦΑ ΦΑΚΕΣ ΨΙΛΕΣ 500ΓΡ,1.88,3.76,47320.jpg,0,Χυμός Πορτοκάλι,lt,,kritikos,08-01-2025,14-01-2025,
33,743755,ΕΠΙΛΟΓΗ ΜΟΥ ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 250ML,0.37,1.48,743755.jpg,1,Χυμός Πορτοκάλι,lt,,kritikos,08-01-2025,14-01-2025,
35,81005697,NEOMAT ΥΓΡΟ ΠΛΥΝΤ. ΜΑΛΑΙΣ.ΟΡΧΙΔΕΑ 32ΜΕΖ,3.99,0.12,81005697.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,kritikos,08-01-2025,14-01-2025,
36,422935,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΑΓΡΙΟΛΟΥΛΟΥΔΑ 1L,1.99,1.99,422935.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,08-01-2025,14-01-2025,
36,423587,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΛΟΥΛΟΥΔΙΑ ΤΗΣ ΛΙΜΝΗΣ 1L,1.99,1.99,423587.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,08-01-2025,14-01-2025,
36,422357,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΑΝΘΗ ΠΑΣΧΑΛΙΑΣ 1L,1.99,1.99,422357.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,08-01-2025,14-01-2025,
36,725975,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΓΙΑΣΕΜΙ 1L,1.99,1.99,725975.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,08-01-2025,14-01-2025,
36,729735,AJAX ΥΓΡΟ ΚΑΘ/ΚΟ FDF ΛΟΥΛΟΥΔΙΑ/ΝΟΙΞΗΣ 1L,1.99,1.99,729735.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,kritikos,08-01-2025,14-01-2025,
37,772875,ΕΠΙΛΟΓΗ ΜΟΥ  ΥΓΡΟ ΠΙΑΤΩΝ ΠΡΑΣ.ΜΗΛΟ 500ML,0.89,1.78,772875.jpg,1,Απορρυπαντικά Πιάτων,lt,,kritikos,08-01-2025,14-01-2025,
38,725879,ΕΠΙΛΟΓΗ ΜΟΥ ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ 2Φ 800ΓΡ,2.50,3.13,725879.jpg,1,Χαρτί Κουζίνας,kg,,kritikos,08-01-2025,14-01-2025,
39,725330,COLGATE ΟΔ/ΜΑ PROTEC.CARIES 90ML(1+1) ΟΙΚ.ΣΥΣΚ.,1.98,11.00,725330.jpg,0,Οδοντόκρεμα,kg,,kritikos,08-01-2025,14-01-2025,
40,729768,ΕΠΙΛΟΓΗ ΜΟΥ ΧΑΡΤΙ ΥΓΕΙΑΣ 2Φ 10*75ΓΡ,2.49,0.25,729768.jpg,1,Χαρτί Υγείας,τμχ,,kritikos,08-01-2025,14-01-2025,
41,871879,EVERYDAY UL.PL.HYP.ACT.ECO.NORM.18Τ.,2.63,0.15,871879.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,kritikos,08-01-2025,14-01-2025,
41,871880,EVERYDAY UL.PL.HYP.ACT.ECO.SUPER 18Τ.,2.63,0.15,871880.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,kritikos,08-01-2025,14-01-2025,
41,871881,EVERYDAY UL.P.HYP.ACT.ECO.M.NIG.18Τ,2.63,0.15,871881.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,kritikos,08-01-2025,14-01-2025,
42,742150,ΕΠΙΛΟΓΗ ΜΟΥ ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500ΓΡ,0.99,1.98,742150.jpg,1,Προϊόντα Βρώμης,kg,,kritikos,08-01-2025,14-01-2025,
43,729097,ΕΠΙΛΟΓΗ ΜΟΥ ΣΑΜΠΟΥΑΝ ΓΙΑ ΟΛΟΥΣ ΤΟΥΣ ΤΥΠΟΥΣ 400ML,1.80,4.50,729097.jpg,1,Σαμπουάν,lt,,kritikos,08-01-2025,14-01-2025,
44,700792,ΣΑΠΟΥΝΙ ΕΛΑΙΟΛΑΔΟ 200ΓΡ ΕΛΑΑ.,0.68,3.40,700792.jpg,0,Σαπούνι Στερεό,kg,,kritikos,08-01-2025,14-01-2025,
45,874822,SANI PANTS ΕΣΩΡ.ΑΚΡ.SENSITIVE N.2 MEDIUM 14Τ.,8.09,0.58,874822.jpg,0,Πάνες Ακράτειας,τμχ,,kritikos,08-01-2025,14-01-2025,
45,874821,SANI PANTS ΕΣΩΡ.ΑΚΡ.SENSITIVE N.3 LARGE 14Τ.,9.63,0.69,874821.jpg,0,Πάνες Ακράτειας,τμχ,,kritikos,08-01-2025,14-01-2025,
46,218090,BABYLINO PANDS ECONOMY UNISEX N5 10-16KG 34Τ,9.98,0.29,218090.jpg,0,Πάνες για Μωρά,τμχ,,kritikos,08-01-2025,14-01-2025,
46,81002354,SEPTONA CALM N CARE JUNIOR NO5/11-16K 44T,8.97,0.20,81002354.jpg,0,Πάνες για Μωρά,τμχ,,kritikos,08-01-2025,14-01-2025,
47,724245,ΕΠΙΛΟΓΗ ΜΟΥ ΜΩΡΟΜΑΝΤΗΛΑ ΠΟΥΔΡΑ 80Τ,0.89,0.01,724245.jpg,1,Μωρομάντηλα,τμχ,,kritikos,08-01-2025,14-01-2025,
47,81003989,ΕΠΙΛΟΓΗ ΜΟΥ ΜΩΡΟΜΑΝΤΗΛΑ ΜΕ ΕΚΧΥΛΙΣΜΑ ALOE VERA 80Τ,0.89,0.01,81003989.jpg,1,Μωρομάντηλα,τμχ,,kritikos,08-01-2025,14-01-2025,
47,772564,BABYCARE ΜΩΡΟΜ. SENSITIVE REFILL 54T(2+1)Δ,2.42,0.01,772564.jpg,0,Μωρομάντηλα,τμχ,,kritikos,08-01-2025,14-01-2025,
