CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ΠΕΡΙΓΡΑΦΗ   ΕΙΔΗ 10/12/24,null
41,52652,Everyday Fresh Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,3.22,0.18,everyday_servietes_anatomic_allcotton_52652.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efood,11-12-2024,17-12-2024,,
42,0966,Quaker Νιφάδες Βρώμης σε Κουτί 500g,3.55,7.10,Quaker_Oats_Container_0966_.jpg,0,Προϊόντα Βρώμης,kg,,efood,11-12-2024,17-12-2024,,
43,26758,Orzene Σαμπουάν Μπύρας για Κανονικά Μαλλιά 400ml,3.28,8.20,orzene_sampouan_beer_kaninika_26758.jpg,0,Σαμπουάν,lt,,efood,11-12-2024,17-12-2024,,
44,39634,Αρκάδι Πράσινο Σαπούνι με Ελαιόλαδο 150g,1.16,7.74,arkadi_sapouni_eleoladou_atomiko_prasino_39634.jpg,0,Σαπούνι Στερεό,kg,,efood,11-12-2024,17-12-2024,,
45,54266,Sani Pants Εσώρουχο Ελαστικό Ακράτειας Sensitive Large No3 10+4τεμ Δώρο,16.11,1.15,sani_pants_elastiko_esorouho_akratias_NO3_54266.jpg,0,Πάνες Ακράτειας,τμχ,,efood,11-12-2024,17-12-2024,,
46,52389,Pampers Πάνες Βρακάκι Maxi Νο5 42τεμ,20.06,0.48,pampers_panes_pants_no5_52389.jpg,0,Πάνες για Μωρά,τμχ,,efood,11-12-2024,17-12-2024,,
47,52052,Agnotis Μωρομάντηλα 70τεμ 2+1 Δώρο,6.10,0.02,agnotis_moromantila_52052.jpg,0,Μωρομάντηλα,τμχ,,efood,11-12-2024,17-12-2024,,
48,52336,Septona Baby Σαμπουάν & Αφρόλουτρο με Βάλσαμο & Λεβάντα 500ml,3.90,7.80,septona_baby_sampouan_afroloutro_valsamo_levanta_500ml_52336.jpg,0,Σαμπουάν για Μωρά,lt,,efood,11-12-2024,17-12-2024,,
49,16499,Pedigree Markies Μπισκότα Γεμιστά με Μεδούλι 500g,4.50,9.00,pedigree_biscota_16499.jpg,0,Τροφή για Σκύλους,kg,,efood,11-12-2024,17-12-2024,,
49,16498,Pedigree Μπισκότα για Ενήλικους Σκύλους Biscrok 500g,4.35,8.70,pedigree_biscota_16498.jpg,0,Τροφή για Σκύλους,kg,,efood,11-12-2024,17-12-2024,,
50,49348,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Κοτόπουλο 300g,2.55,8.00,whiskas_mekotopoylo_300g_49348.jpg,0,Τροφή για γάτες,kg,,efood,11-12-2024,17-12-2024,,
50,49498,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Μοσχάρι 300g,2.40,8.00,whiskas_memosxari_300g_49498.jpg,0,Τροφή για γάτες,kg,,efood,11-12-2024,17-12-2024,,
51,34619,Μύλοι Αγίου Γεωργίου Αλεύρι Για Όλες τις Χρήσεις 1kg -0.38€,1.90,1.90,miloi_agiou_georgiou_alevri_gia_oles_tis_xriseis_1kg_34619.jpg,0,Αλεύρι,kg,,efood,11-12-2024,17-12-2024,,
53,44882,Ifantis Πάριζα Βραστή 10 Φέτες 160g -0.2€,1.66,10.38,yfantis_pariza_vrasti_44882.jpg,0,Πάριζα,kg,,efood,11-12-2024,17-12-2024,,
54,49962,Δέλτα MμμMilk Γάλα Οικογενειακό Light 1l,2.25,2.25,delta_mminlk_elafry_49962.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,efood,11-12-2024,17-12-2024,,
55,49961,Δέλτα MμμMilk Γάλα Οικογενειακό Πλήρες 1l,2.10,2.10,delta_mmilk_plires_49961.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,efood,11-12-2024,17-12-2024,,
56,49038,Όλυμπος Λευκό Τυρί Χωριάτικο σε Άλμη 400g,6.25,15.63,lefko_tyri_olympos_49038.jpg,0,Λευκό τυρί,kg,,efood,11-12-2024,17-12-2024,,
57,8395,3 Άλφα Φασόλια Μέτρια 500g,2.56,5.12,3a_fasolia_metria_isagogis_500g_8395.jpg,0,Φασόλια,kg,,efood,11-12-2024,17-12-2024,,
58,8400,3 Άλφα Ρεβύθια Αποφλοιωμένα 500g,3.78,7.56,3a_revithia_8400.jpg,0,Ρεβύθια,kg,,efood,11-12-2024,17-12-2024,,
52,4100009973,Κιμάς Βόειος Λάπα Γαλλίας Φλωρίδης (450 g),4.3,9.56,4100009973.jpg,0,Μοσχάρι,kg,xmas,efresh,11-12-2024,17-12-2024,,
63,4100002874,Σοκολάτα Γάλακτος Lacta (85g) ,1.51,17.76,4100002874.jpg,0,Σοκολάτα,kg,xmas,efresh,11-12-2024,17-12-2024,,
66,4100149199,"Γαλοπούλα Κατεψυγμένη Γαλλίας με Θερμόμετρο Doux (ελάχιστο βαρος 3,500g) ",20.97,5.99,4100149199.jpg,0,Γαλοπούλα,kg,xmas,efresh,11-12-2024,17-12-2024,,
67,4100140179,Τσουρέκι Κατσέλης (450g) ,2.67,5.93,4100140179.jpg,0,Τσουρέκι,kg,xmas,efresh,11-12-2024,17-12-2024,,
1,4100012634,Ρύζι Καρολίνα Ομοσπονδία (500g) ,1.14,2.28,4100012634.jpg,0,Ρύζι,Kg,,efresh,11-12-2024,17-12-2024,,
2,4100024334,Τοστ Σταρένιο Κατσέλης (720g) ,1.37,1.90,4100024334.jpg,0,Ψωμί για Tοστ,Kg,,efresh,11-12-2024,17-12-2024,,
3,4100146454,Ψωμί Σταρένιο Διπλοζυμωτό σε Φέτες Κατσέλης (500g) ,1.68,3.36,4100146454.jpg,0,Ψωμί Φραντζόλα,Kg,,efresh,11-12-2024,17-12-2024,,
4,4100004915,Φρυγανιές Σίκαλης Elite (360 g) 3+1 δώρο ,2.08,5.78,4100004915.jpg,0,Φρυγανιές,Kg,,efresh,11-12-2024,17-12-2024,,
5,4100012869,Σπαγγέτι Νο 6 Όμικρον  (500 g),0.77,1.44,4100012869.jpg,0,Μακαρόνια Νο 6,Kg,,efresh,11-12-2024,17-12-2024,,
6,4100144736,Τηγανιά Χοιρινή Νωπή EE Νιτσιάκος (500 g) ,3.41,6.82,4100144736.jpg,0,Νωπό Χοιρινό,Kg,,efresh,11-12-2024,17-12-2024,,
7,4100136530,Cordon bleu κοτόπουλου πανέ κατεψυγμένα ΑΙΑ (240g) ,3.08,12.83,4100136530.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,efresh,11-12-2024,17-12-2024,,
8,4100000481,Φιλέτο Γαλοπούλας Καπνιστό 10 Φέτες Tostaki Creta Farms (160 g),2.79,17.44,4100000481.jpg,0,Γαλοπούλα,Kg,,efresh,11-12-2024,17-12-2024,,
9,4100018273,Μπακαλιάρος χωρίς κεφάλι Αργεντινής Κατεψυγμένος Atlantikos (700g - κ.β.665g),4.05,6.09,4100018273.jpg,0,Ψάρια Κατεψυγμένα,Kg,,efresh,11-12-2024,17-12-2024,,
10,4100012175,Γάλα Φρέσκο Πλήρες Μανδρέκας (1 lt) ,1.47,1.47,4100012175.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,efresh,11-12-2024,17-12-2024,,
11,4100012176,Γάλα Φρέσκο Ελαφρύ Μανδρέκας (1 lt) ,1.47,1.47,4100012176.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,efresh,11-12-2024,17-12-2024,,
12,4100001977,Γάλα Συμπυκνωμένο Πλήρες ΝΟΥΝΟΥ (400g),1.35,3.38,4100001977.jpg,0,Γάλα Εβαπορέ,lt,,efresh,11-12-2024,17-12-2024,,
13,4100001103,"Γιαούρτι Αγελάδος 3,9% λιπαρά 2+1 Δώρο Κρι Κρι (3x200 g)",2.46,4.10,4100001103.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,efresh,11-12-2024,17-12-2024,,
14,4100001104,Γιαούρτι Αγελάδος 2% λιπαρά 2+1 Δώρο Κρι Κρι (3x200 g),2.46,4.10,4100001104.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,efresh,11-12-2024,17-12-2024,,
15,4100012704,Τυρί Φέτα Π.Ο.Π Μυτιλήνης Λεσβιγάλ (400g),4.34,10.85,4100012704.jpg,0,Τυρί Φέτα,kg,,efresh,11-12-2024,17-12-2024,,
16,4100002058,Τυρί Gouda σε Φέτες Novo (9 Φέτες) (200 g),1.53,7.65,4100002058.jpg,0,Τυρί Γκούντα,kg,,efresh,11-12-2024,17-12-2024,,
17,4100017681,Τυρί Gouda Light σε φέτες Leader (9 Φέτες) (200 g),2.2,11,4100017681.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,efresh,11-12-2024,17-12-2024,,
18,4100002072,Τομάτα Πασσάτα Ομοσπονδία (500 g),0.99,1.98,4100002072.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,efresh,11-12-2024,17-12-2024,,
19,4100145778,"Αυγά Φρέσκα διαφόρων μεγεθών 6τεμ, Χρυσά Αυγά (ελάχιστο βάρος 260g) ",1.92,0.32,4100145778.jpg,0,Αυγά,τμχ,,efresh,11-12-2024,17-12-2024,,
20,4100143504,Μαργαρίνη Κλασικό Super Fresco (200 g),0.9,4.50,4100143504.jpg,0,Μαργαρίνες,kg,,efresh,11-12-2024,17-12-2024,,
21,4100004422,Κλασικό Ελαιόλαδο Μινέρβα (2 lt) ,36.9,9.22,4100004422.jpg,0,Παρθένο Ελαιόλαδο,lt,,efresh,11-12-2024,17-12-2024,,
22,4100015260,Ηλιέλαιο Sanola (1 lt),3.75,3.75,4100015260.jpg,0,Ηλιέλαιο,lt,,efresh,11-12-2024,17-12-2024,,
23,4100003082,Αρακάς Κατεψυγμένος Αίνος (450 g),2.17,4.82,4100003082.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efresh,11-12-2024,17-12-2024,,
23,4100003206,Φασολάκια Πλατιά Κατεψυγμένα Αίνος (1 Κg),2.98,2.98,4100003206.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efresh,11-12-2024,17-12-2024,,
24,4100015743,Ζάχαρη Λευκή Κρυσταλλική (1 Kg),0.85,0.85,4100015743.jpg,0,Λευκή Ζάχαρη,kg,,efresh,11-12-2024,17-12-2024,,
25,4500002535,"Φαρίν Λακτέ Γιώτης (300 g) -0,50",2.72,9.07,4500002535.jpg,0,Κρέμες για βρέφη,kg,,efresh,11-12-2024,17-12-2024,,
26,4500002321,Γάλα 2ης Βρεφικής Ηλικίας Συμπυκνωμένο Noulac ΝΟΥΝΟΥ (400 g),1.42,3.55,4500002321.jpg,0,Γάλα για βρέφη,kg,,efresh,11-12-2024,17-12-2024,,
27,4100005791,Καφές Ελληνικός Κλασικός Bravo (95 g) ,1.95,20.53,4100005791.jpg,0,Ελληνικός Καφές,kg,,efresh,11-12-2024,17-12-2024,,
28,4100005761,Καφές Στιγμιαίος Jacobs (50 g) ,1.99,39.8,4100005761.jpg,0,Στιγμιαίος Καφές,kg,,efresh,11-12-2024,17-12-2024,,
29,4100141165,Βιολογικός καφές φίλτρου Africa Tierra Lavazza (180 g) ,4.23,23.5,4100141165.jpg,0,Γαλλικός Καφές,kg,,efresh,11-12-2024,17-12-2024,,
30,4100146162,"Ζαχαρίνη 120 δισκία Sweet n' Low (7,2 g) ",3.39,0.028,4100146162.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,efresh,11-12-2024,17-12-2024,,
32,4100005568,Φακές Ψιλές Ωμέγα (500 g) ,1.68,3.36,4100005568.jpg,0,Φακές,kg,,efresh,11-12-2024,17-12-2024,,
33,4200000340,Φυσικός χυμός πορτοκάλι Λακωνία (1 Lt),1.60,1.60,4200000340.jpg,0,Χυμός Πορτοκάλι,lt,,efresh,11-12-2024,17-12-2024,,
35,4400004320,"Απορρυπαντικό πλυντηρίου ρούχων σε σκόνη Essex multi (50 μεζ/ 2,4kg) ",6.59,0.15,4400004320.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,efresh,11-12-2024,17-12-2024,,
35,4400003762,Υγρό Απορρυπαντικό Πλυντηρίου Ρούχων Delicat Rol (20Μεζ / 1lt) ,3.77,0.16,4400003762.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,efresh,11-12-2024,17-12-2024,,
36,4400001594,Χλωροκαθαριστικό Παχύρευστο Κίτρινο Ultra Chloroactive Endless (750ml) ,1.29,1.72,4400001594.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,efresh,11-12-2024,17-12-2024,,
37,4400002050,Υγρό Πιάτων Λεμόνι και Βότανα Endless (500ml) ,1.4,2.8,4400002050.jpg,0,Απορρυπαντικά Πιάτων,lt,,efresh,11-12-2024,17-12-2024,,
38,4700004114,Ρολό Κουζίνας 2φύλλο Double Endless (2 ρολά*110g) ,1.59,0.79,4700004114.jpg,0,Χαρτί Κουζίνας,kg,,efresh,11-12-2024,17-12-2024,,
39,4300006451,Οδοντόκρεμα Herbal Aquafresh (75ml) ,1.61,21.47,4300006451.jpg,0,Οδοντόκρεμα,kg,,efresh,11-12-2024,17-12-2024,,
40,4700005759,Χαρτί Υγείας 4φυλλο Rich & Soft Endless (8 ρολά *105g) ,2.64,0.33,4700005759.jpg,0,Χαρτί Υγείας,τμχ,,efresh,11-12-2024,17-12-2024,,
41,4300000105,Σερβιέτες Everyday Hyperdry Ultra Plus Super Economy (18 τεμ),2.87,0.159,4300000105.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efresh,11-12-2024,17-12-2024,,
42,4100002424,"Νιφάδες Βρώμης Ολικής ’λεσης Millhouse (500g) -0,20 ",1.23,2.46,4100002424.jpg,0,Προϊόντα Βρώμης,kg,,efresh,11-12-2024,17-12-2024,,
43,4300008283,Σαμπουάν Θρέψη & Ενυδάτωση Αντλία Karavaki (600ml),3.12,5.2,4300008283.jpg,0,Σαμπουάν,lt,,efresh,11-12-2024,17-12-2024,,
44,4300008250,Παραδοσιακό Πράσινο Σαπούνι Ελαιόλαδου Παπουτσάνης (125g) ,0.68,0.54,4300008250.jpg,0,Σαπούνι Στερεό,kg,,efresh,11-12-2024,17-12-2024,,
45,4300006757,Εσώρουχα Ακράτειας Ενηλίκων X-Large Slipad (10τεμ),8.49,0.849,4300006757.jpg,0,Πάνες Ακράτειας,τμχ,,efresh,11-12-2024,17-12-2024,,
46,4500002600,Ανοιχτές Πάνες Sensitive No1 (2-5kg) Babylino (26τεμ),3.88,0.15,4500002600.jpg,0,Πάνες για Μωρά,τμχ,,efresh,11-12-2024,17-12-2024,,
47,4500002519,Μωρομάντηλα για Βρέφη με Αλόη Calm n' Care Baby Septona (3x60τεμ) 2+1 Δώρο    ,2.55,0.013,4500002519.jpg,0,Μωρομάντηλα,τμχ,,efresh,11-12-2024,17-12-2024,,
48,4500002441,Βρεφικό Αφρόλουτρο με Βάλσαμο & Πανθενόλη Septona Baby (500ml) ,2.23,4.70,4500002441.jpg,0,Σαμπουάν για Μωρά,lt,,efresh,11-12-2024,17-12-2024,,
49,4600000733,Τροφή για σκύλους σε Σάλτσα με Κοτόπουλο & Λαχανικά Pedigree (100g),0.8,8,4600000733.jpg,0,Τροφή για Σκύλους,kg,,efresh,11-12-2024,17-12-2024,,
50,4600001046,Τροφή Γάτας σε Πατέ με Μοσχάρι & Κοτόπουλο Sheba (85g) ,0.8,9.41,4600001046.jpg,0,Τροφή για γάτες,kg,,efresh,11-12-2024,17-12-2024,,
51,4100006900,Αλεύρι για Όλες τις Χρήσεις Γιώτης (1kg) -0.35 ,1.75,1.75,4100006900.jpg,0,Αλεύρι,kg,,efresh,11-12-2024,17-12-2024,,
53,4100006867,"Πάριζα 10 Φέτες Εν Ελλάδι Creta Farms (160 g) -0,50",1.92,12,4100006867.jpg,0,Πάριζα,kg,,efresh,11-12-2024,17-12-2024,,
54,4100146065,"Γάλα Υψηλής Θερμικής Επεξεργασίας 3,5% Λιπαρά Alpiland (1lt)",1.30,1.30,4100146065.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,efresh,11-12-2024,17-12-2024,,
55,4100146066,"Γάλα Υψηλής Θερμικής Επεξεργασίας 1,5% Λιπαρά Alpiland (1lt)",1.30,1.30,4100146066.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,efresh,11-12-2024,17-12-2024,,
56,4100136923,Τυρί Λευκό Αγελάδος Χωριάτικο ΟΛΥΜΠΟΣ (400g),5.6,14,4100136923.jpg,0,Λευκό τυρί,kg,,efresh,11-12-2024,17-12-2024,,
57,4100005566,Φασόλια Μέτρια Ωμέγα (500g) ,1.89,3.78,4100005566.jpg,0,Φασόλια,kg,,efresh,11-12-2024,17-12-2024,,
58,4100005570,Ρεβύθια Ωμέγα (500 g) ,2.06,4.12,4100005570.jpg,0,Ρεβύθια,kg,,efresh,11-12-2024,17-12-2024,,
52,2120246000000,,11.95,11.95,52_Passias_Spala_Voeia.jpg,0,Μοσχάρι,kg,xmas,egnatia,11-12-2024,17-12-2024,ΠΑΣΣΙΑΣ ΝΕΑΡ. ΒΟΕΙΟ Α/Ο ΣΠΑΛΑ ΣΥΣΚΕΥΑΣΙΑΣ,
63,5900915001121,,0.99,9.9,63_Terravita_Sokolata_Galaktos_100g.png,0,Σοκολάτα,kg,xmas,egnatia,11-12-2024,17-12-2024,TERRAVITA ΣΟΚΟΛΑΤΑ 100ΓΡ ΓΑΛΑΚΤΟΣ,
66,3276724802405,,5.99,5.99,66_galopoula_gallias_katepsigmeni.jpg,0,Γαλοπούλα,kg,xmas,egnatia,11-12-2024,17-12-2024,ΓΑΛΟΠΟΥΛΑ ΓΑΛΛΙΑΣ ΚΤΨ,
67,5200385112519,,1.88,5.7,67_Petrinos_Fournos_Tsoureki_330g.jpg,1,Τσουρέκι,kg,xmas,egnatia,11-12-2024,17-12-2024,ΠΕΤΡΙΝΟΣ ΦΟΥΡΝΟΣ ΤΣΟΥΡΕΚΙ 330g,
68,5206658001108,,3.39,5.65,68_vasilopita.jpg,0,Βασιλόπιτα (τσουρέκι),kg,xmas,egnatia,11-12-2024,17-12-2024,ΒΑΣΙΛΟΠΙΤΑ 600g,
1,5200385113516,,1.75,1.75,1_Dialehti_Glase_1000gr.jpg,1,Ρύζι,Kg,,egnatia,11-12-2024,17-12-2024,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΡΥΖΙ ΓΛΑΣΕ 1Kg,
2,5200385112601,,1.29,1.84,2_PetrinosFournos_Pswmi_Tou_Tost_Starenio_700gr.jpg,1,Ψωμί για Tοστ,Kg,,egnatia,11-12-2024,17-12-2024,ΠΕΤΡΙΝΟΣ ΦΟΥΡΝΟΣ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ 700g,
3,9300008712730,,0.69,1.97,3_leuki_fratzola.jpg,1,Ψωμί Φραντζόλα,Kg,,egnatia,11-12-2024,17-12-2024,ΨΩΜΙ ΦΡΑΝΤΖΟΛΑ 350g (BAKE OFF),
4,5201485008009,,1.29,3.58,4_Forma_Friganies_Sikalis_0.50.jpg,0,Φρυγανιές,Kg,,egnatia,11-12-2024,17-12-2024,FORMA ΦΡΥΓΑΝΙΕΣ ΣΙΚΑΛΗΣ -0.50€ 360g,
5,5200385114018,,0.62,1.24,5_Ellinwn_Stahi_Spaggeti_No6.jpg,1,Μακαρόνια Νο 6,Kg,,egnatia,11-12-2024,17-12-2024,ΕΛΛΗΝΩΝ ΣΤΑΧΥ ΣΠΑΓΓΕΤΙ Νο 6 500g,
5,5201013012508,,0.77,1.54,5_makvel_spaggeti_no6_500g.png,0,Μακαρόνια Νο 6,Kg,,egnatia,11-12-2024,17-12-2024,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500g,
6,5202077003518,,4.49,6.41,6_Passias_Kimas_Hoirinos_700g.jpg,0,Νωπό Χοιρινό,Kg,,egnatia,11-12-2024,17-12-2024,ΠΑΣΣΙΑΣ ΚΙΜΑΣ ΧΟΙΡΙΝΟΣ 700g,
7,2947407000000,,2.49,2.49,7_AmvrosiadisFterougesKotopoulo.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,egnatia,11-12-2024,17-12-2024,ΑΜΒΡΟΣΙΑΔΗ  ΦΤΕΡΑ ΚΟΤΟΠΟΥΛΟ ΣΥΣΚΕΥΑΣΜΕΝΟ,
8,5200385105351,,3.99,8.87,8_Eklekto_Galopoula_Kapnisti_Mega_Pack.jpg,1,Γαλοπούλα,Kg,,egnatia,11-12-2024,17-12-2024,ΕΚΛΕΚΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ 450g ΦΕΤΕΣ  MEGA PACK,
9,5200702500678,,3.99,3.99,9_Redda_Pangasious_Fileto.jpg,0,Ψάρια Κατεψυγμένα,Kg,,egnatia,11-12-2024,17-12-2024,REDDA            ΠΑΓΚΑΣΙΟΥΣ 1Kg,
10,5200385103111,,1.09,1.09,10_OiFarmes_Mas_Gala_Plires (002).jpg,1,Γάλα Φρέσκο Πλήρες,lt,,egnatia,11-12-2024,17-12-2024,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 3.5% 1L,
10,5201083010367,,1.29,1.29,10_Mevgal_Gala_35.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,egnatia,11-12-2024,17-12-2024,ΜΕΒΓΑΛ ΓΑΛΑ 3.5% 1L                       ,
11,5200385103128,,1.09,1.09,11_OiFarmes_Mas_Gala_Elafry (002).jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,11-12-2024,17-12-2024,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 1.5% 1L,
11,5201083010169,,1.29,1.29,11_Mevgal_Gala_15.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,11-12-2024,17-12-2024,ΜΕΒΓΑΛ ΓΑΛΑ 1.5% 1L       ,
12,5202453033979,,0.89,2.17,12_milk_time_75.jpg,0,Γάλα Εβαπορέ,lt,,egnatia,11-12-2024,17-12-2024,MILK TIME ΣΥΜΠ/ΝΟ ΕΛΑΦΡΥ 4% 410g,
12,8716200615020,,1.29,3.23,12_nounou_400g.png,0,Γάλα Εβαπορέ,lt,,egnatia,11-12-2024,17-12-2024,ΝΟΥΝΟΥ ΓΑΛΑ       ΕΒΑΠΟΡΕ 400g,
13,5200385103012,,1.39,2.32,13_Farmes_giaourti_3x200g_plires (002).jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,11-12-2024,17-12-2024,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 3x200g,
13,5201083320596,,2.15,3.77,13_Mevgal_Giaourti_Agelados_3x200_2sin1Doro.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,11-12-2024,17-12-2024,ΜΕΒΓΑΛ ΑΓΕΛΑΔΟΣ  3.85% (2+1Δ)200g    ,
14,5200385103036,,1.39,2.32,14_Farmes_giaourti_3x200g_elafry.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,11-12-2024,17-12-2024,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3x200g,
14,5201083322620,,2.08,3.65,14_mevgal_only_2_3x200_2sin1Doro.png,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,11-12-2024,17-12-2024,ΜΕΒΓΑΛ ONLY 2% Χ.ΛΑΚΤ. 2+1Δ 3x200g     ,
15,5204929250316,,8.49,10.61,15_Lesvigal_FETA_800gr_V2.jpg,0,Τυρί Φέτα,kg,,egnatia,11-12-2024,17-12-2024,ΛΕΣΒΙΓΑΛ ΤΥΡΙ ΦΕΤΑ 800g,
16,5201953010091,,3.79,7.58,16_taste&smile_gouda_500g.jpg,0,Τυρί Γκούντα,kg,,egnatia,11-12-2024,17-12-2024,TASTE&SMILE GOUDA ΣΕ ΦΕΤΕΣ 500g,
17,5200385107553,,1.89,9.45,17_Xwriano_Elafry_Sefetes_Skafaki_200GR_KOLIOS.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,egnatia,11-12-2024,17-12-2024,ΧΩΡΙΑΝΟ ΗΜΙΣΚΛΗΡΟ ΤΥΡΙ ΕΛΑΦΡΥ 200g,
18,5200385116524,,0.62,1.48,18_Tomatoula_Psilokommenes-400gr.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,11-12-2024,17-12-2024,ΤΟΜΑΤΟΥΛΑ ΨΙΛΟΚ. ΤΟΜΑΤΕΣ 400g,
18,5201034049101,,1.49,1.99,18_pummaro_passata_3x250g.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,11-12-2024,17-12-2024,PUMMARO PASSATA     3x250g  ,
19,5200104421168,,3.39,0.23,19_Auga_15ada-Small_53gr (002).jpg,0,Αυγά,τμχ,,egnatia,11-12-2024,17-12-2024,ΑΥΓΑ 15ΑΔΑ 53ΓΡ ,
20,3800047745998,,0.99,3.96,20_Bella_Margarini_plakaki.jpg,0,Μαργαρίνες,kg,,egnatia,11-12-2024,17-12-2024,BELLA ΜΑΡΓΑΡΙΝΗ  ΠΛΑΚΑΚΙ 250g,
21,5202272001890,,9.69,9.69,21_Argolis_Partheno_Elaiolado_1L.jpg,0,Παρθένο Ελαιόλαδο,lt,,egnatia,11-12-2024,17-12-2024,ΑΡΓΟΛΙΣ ΠΑΡΘΕΝΟ  ΕΛΑΙΟΛΑΔΟ 1L,
22,5200385116029,,1.79,1.79,22_DialehtiSodeia_Ilielaio_1L.jpg,1,Ηλιέλαιο,lt,,egnatia,11-12-2024,17-12-2024,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ ΗΛΙΕΛΑΙΟ 1Λ,
23,5206783005972,,1.89,1.89,23_arakas_vlastari_1kg.png,0,Λαχανικά Κατεψυγμένα,kg,,egnatia,11-12-2024,17-12-2024,ΒΛΑΣΤΑΡΙ ΑΡΑΚΑΣ  1Kg,
23,5206783090114,,3.49,4.52,23_EklektiSodeia_Mpamies_No1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,egnatia,11-12-2024,17-12-2024,ΕΚΛΕΚΤΗ ΣΟΔΕΙΑ ΜΠΑΜΙΕΣ No1 750g,
24,5200103120017,,0.79,0.79,24_Royal_Zahari_1kg (002).jpg,0,Λευκή Ζάχαρη,kg,,egnatia,11-12-2024,17-12-2024,ROYAL ΖΑΧΑΡΗ     ΠΑΚΕΤΟ 1Kg,
25,5201002013790,,2.79,9.3,25_Giotis_Farin_Lakte_20.jpg,0,Κρέμες για βρέφη,kg,,egnatia,11-12-2024,17-12-2024,ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ -0.20€ 300g,
27,5200385110089,,1.69,17.6,27_ArwmaEllinikouCafe_Paradosiakos_96g.jpg,1,Ελληνικός Καφές,kg,,egnatia,11-12-2024,17-12-2024,ΑΡΩΜΑ ΕΛΛΗΝΙΚΟΥ ΚΑΦΕ 96g,
