CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ENRICHED
41,5201263006388,ED U.P.SENSITIVE SUPER ECONOMY 18Τ,2.20,0.12,7145822.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 4510, 'brand': 'EVERYDAY', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Σερβιέτες', 'unit': 'ανά τεμ', 'catalog_description': 'EVERYDAY SENSITIVE UL. PL. SUPER 24/18Τ', 'logo': 'Every_Day_T_SENSITIVE_ULTRA_PLUS_SUPER_ECONOMY_18CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
41,5201263006395,ED U.P.SENSITIVE M.NIGHT ECONOMY 18Τ,2.20,0.12,7145698.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 4511, 'brand': 'EVERYDAY', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Σερβιέτες', 'unit': 'ανά τεμ', 'catalog_description': 'EVERYDAY SENSITIVE UL. PL. MAX. NIG. 24/18Τ', 'logo': 'Every_Day_T_SENSITIVE_ULTRA_PLUS_MAX_NIGHT_ECONOMY_18CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
41,5949065032890,CARE ΤΑΜΠΟΝ NORMAL 32T,2.66,0.08,7742200.jpg,1,Σερβιέτες ή Ταμπόν,τμχ,,ab,17-09-2025,23-09-2025,
42,8590421070512,EMMA ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500GR,0.95,1.90,7685010.jpg,1,Προϊόντα Βρώμης,kg,,ab,17-09-2025,23-09-2025,
43,5201109002703,KARAVAKI ΣΑΜΠ.ΘΡΕΨΗ&ΕΝΥΔ.ΑΝΤΛ.600ML,2.67,4.45,7617092.jpg,0,Σαμπουάν,lt,,ab,17-09-2025,23-09-2025,"{'product_id': 5550, 'brand': 'KARAVAKI', 'detailed_category': 'Καλλυντικά & Είδη Προσωπικής υγιεινής', 'sub_category': 'Φροντίδα Μαλλιών', 'sub_sub_category': 'Σαμπουάν', 'unit': 'ανά λιτ', 'catalog_description': 'KARAVAKI ΣΑΜΠΟΥΑΝ ΘΡ. &ΕΝΥΔ. ΑΝΤΛ12/600ML', 'logo': 'Karavaki_Σαμπουαν1.jpg', 'permanent_discount': True, 'match_method': 'barcode', 'match_confidence': 1.0}"
44,5202336134403,CARE ΣΑΠΟΥΝΙ 3X125G,1.11,2.96,7614235.jpg,1,Σαπούνι Στερεό,kg,,ab,17-09-2025,23-09-2025,
45,5201263083501,SANI ΑΝΟΙΧΤΗ ΠΑΝΑ MEDIUM N2 15T,7.39,0.49,7124225.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3856, 'brand': 'SANI', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'SANI ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ Ν. 2 MEDIUM 4/15ΤΕΜ', 'logo': 'Sani_MEDIUM_N2_15CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
45,5201263083518,SANI ΑΝΟΙΧΤΗ ΠΑΝΑ LARGE N3 12T,7.39,0.62,7124226.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3862, 'brand': 'SANI', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'SANI ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ Ν. 3 LARGE 4/12ΤΕΜ', 'logo': 'Sani_LARGE_N3_12CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
45,5201263083631,SANI ΑΝΟΙΧΤΗ ΠΑΝΑ EXTR.LARGE N4 10T,7.39,0.74,7113562.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3861, 'brand': 'SANI', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'SANI ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ N. 4 EX. LARGE 4/10Τ', 'logo': 'Sani_CHAMOMILE_XL_N4_10CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
45,5201263086601,SANI PANTS SMALL NO1 14T,6.45,0.46,7128027.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3853, 'brand': 'SANI', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'SANI PANTS ΕΣΩΡ. ΑΚΡΑΤ. Ν. 1 SMALL 4/14TEM', 'logo': 'Sani_PANTS_SMALL_MEDIUM_N1_14CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
45,5201263086618,SANI PANTS MEDIUM NO2 14T,7.51,0.54,7128016.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3874, 'brand': 'SANI', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'SANI PANTS ΕΣΩΡ. ΑΚΡΑΤ. Ν. 2 MEDIUM 4/14TEM', 'logo': 'Sani_PANTS_MEDIUM_LARGE_14CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
45,5201263086625,SANI PANTS LARGE NO3 14T,8.95,0.64,7127978.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3873, 'brand': 'SANI', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'SANI PANTS ΕΣΩΡ. ΑΚΡΑΤ. Ν. 3 LARGE 4/14TEM', 'logo': 'Sani_PANTS_LARGE_XL_N3_14CT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
45,7322540593143,TENA LADY MAXI INSTA-DRY 12T,4.49,0.37,7133541.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,
45,7322541096667,TENA LADY MAXI NIGHT 12ΤΕΜ.,4.59,0.38,7117368.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3864, 'brand': 'TENA', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'TENA DISCREET MAXI NIGHT . 6/12Τ.', 'logo': 'Tena_LADY_DISCREET_MAXI_NIGHT_12TEM.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
45,7322541132136,TENA LADY EXTRA 20T,4.89,0.24,7226107.jpg,0,Πάνες Ακράτειας,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3860, 'brand': 'TENA', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Σερβιέτες & Πάνες ενηλίκων', 'sub_sub_category': 'Πάνες & Σερβιέτες ακράτειας, Χαρτοβάμβακας', 'unit': 'ανά τεμ', 'catalog_description': 'TENA DISCREET EXTRA 12/20TΕΜ', 'logo': 'Tena_DISCREET_Extra_12_20TEM.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
46,5201263082573,BABYLINO SENS.ECONOMY N3 4 9KG 56T,9.98,0.18,7633002.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3017, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SENS. Ν3 4-9KG ΟΙΚΟΝ. ΣΥΣΚ. 5/56Τ', 'logo': 'Babylino_Sens.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
46,5201263082580,BABYLINO SENS.ECONOMY N4 8 13KG 50T,9.98,0.20,7633012.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3027, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SENS MAXI Ν. 4 ΟΙΚ. 8-13KG 5/50T', 'logo': 'Babylino_Sens3.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
46,5201263082597,BABYLINO SENS.ECO.N4+ 10 15KG 46T,9.98,0.22,7632966.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3020, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SEN. MA. PL Ν. 4+ ΟΙΚ10-15KG 5/46Τ', 'logo': 'Babylino_Sens1.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
46,5201263082603,BABYLINO SENS ECO.N5 11 16 KG 44T  ,9.98,0.23,7633006.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3028, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SENS JUNI N5 ΟΙΚ 11-16KG 5/44Τ', 'logo': 'Babylino_Sens4.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
46,5201263082627,BABYLINO SENS.ECONOMY N2 3 6KG 50T,5.99,0.12,7633000.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,
46,5201263082634,BABYLINO SENS ECO.N5+ 12 17KG 42T,9.98,0.24,7637767.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3025, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SENS J. PL N5+ ΟΙΚ 12-17KG 5/42T', 'logo': 'Babylino_Sens2.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
46,5201263825019,BABYLINO SENS ECONOMY N1 2 5KG/68Τ,7.90,0.12,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,
46,5201263826108,BABYLINO SENS ECO NΟ6 13 18KG 38T,9.49,0.25,7637774.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3026, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SEN. XL N. 6 ΟΙΚ. 13-18KG 5/38Τ.', 'logo': 'Babylino_SensXL.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
46,5201263826207,BABYLINO SENS ECONOMY N2 3 6KG/64T,7.65,0.12,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,
46,5201263826405,BABYLINO SENS ECO NΟ7 15+KG 36T,9.49,0.26,7637831.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,
46,5201263890253,BABYLINO PANTS ECO N4 7/13KG 38T,8.84,0.23,7706251.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,
46,5201263890260,BABYLINO PANTS ECO N5 10/16KG 34T,8.84,0.26,7706298.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3021, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SENS PANTS N5 10-16KG 4/46T', 'logo': 'Babylino_Pants_Unisex.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.81}"
46,5201263890277,BABYLINO PANTS ECO N6 13/18KG 31T,8.84,0.29,7706299.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,
46,5201263890284,BABYLINO PANTS ECO N7 15/25KG 28T,8.84,0.32,7706300.jpg,0,Πάνες για Μωρά,τμχ,,ab,17-09-2025,23-09-2025,"{'product_id': 3012, 'brand': 'BABYLINO', 'detailed_category': 'Χαρτικά, Πάνες & Σερβιέτες', 'sub_category': 'Βρεφικές & Παιδικές πάνες, Μωρομάντιλα', 'sub_sub_category': 'Βρεφικές & Παιδικές πάνες', 'unit': 'ανά τεμ', 'catalog_description': 'BABYLINO SENS. PANTS N7 15-25KG 4/38T.', 'logo': 'Babylino_Pants.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.81}"
47,5201263078439,BABYCARE ΜΩΡ/ΛΑ SENSIT.PLUS 3X54Τ,2.20,0.01,7742963.jpg,0,Μωρομάντηλα,τμχ,,ab,17-09-2025,23-09-2025,
48,5201410220056,SEPTONA ΣΑΜΠ&ΑΦΡ/ΤΡΟ ΑΛΟΗ 500ML,2.67,5.34,7149350.jpg,0,Σαμπουάν για Μωρά,lt,,ab,17-09-2025,23-09-2025,
49,5400601000785,365 ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ 300GR,0.72,2.40,7063114.jpg,1,Τροφή για Σκύλους,kg,,ab,17-09-2025,23-09-2025,
49,5400601006848,365 ΣΚΥΛΟΤΡΟΦΗ ΚΟΤΟΠΟΥΛΟ 300GR,0.72,2.40,7063115.jpg,1,Τροφή για Σκύλους,kg,,ab,17-09-2025,23-09-2025,
50,5400601000808,365 ΓΑΤ.ALU ΒΟΔΙΝΟ 100GR,0.37,3.70,7063119.jpg,1,Τροφή για γάτες,kg,,ab,17-09-2025,23-09-2025,
50,5400601000822,365 ΓΑΤ.ALU ΨΑΡΙ 100GR,0.37,3.70,7063121.jpg,1,Τροφή για γάτες,kg,,ab,17-09-2025,23-09-2025,
51,5201544018406,Μ.ΑΓ.ΓΕΩΡΓΙΟΥ ΑΛ.ΓΟΧ ΟΙΚ.ΣΥΣΚ.3X1KG,3.15,1.05,default_kalathi.png,0,Αλεύρι,kg,,ab,17-09-2025,23-09-2025,
53,29664306,ΠΑΡΙΖΑ TOSTAKI,4.45,4.45,7141249.jpg,0,Πάριζα,kg,,ab,17-09-2025,23-09-2025,
53,5202336156733,ΑΒ ΕΠΙΛΟΓΗ ΠΑΡΙΖΑΚΙ 330ΓΡ,1.14,3.45,default_kalathi.png,1,Πάριζα,kg,,ab,17-09-2025,23-09-2025,
54,5202336110308,AB ΕΠΙΛ ΓΑΛΑ ΥΨ.ΘΕΡΜ ΕΠΕΞ.ΠΛΗΡΕΣ 1L,1.10,1.10,7344931.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,ab,17-09-2025,23-09-2025,
55,5202336110315,AB ΕΠΙΛ ΓΑΛΑ ΥΨ.ΘΕΡΜ ΕΠΕΞ.ΕΛΑΦΡΥ 1L,1.10,1.10,7344879.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,ab,17-09-2025,23-09-2025,
56,26915197,ΛΕΥΚΟ ΤΣΕΛΙΓΚΑΤΟ ΔΟΧΕΙΟ,5.90,5.90,default_kalathi.png,0,Λευκό τυρί,kg,,ab,17-09-2025,23-09-2025,
56,5203197138227,ΛΕΥΚΟ ΤΥΡΙ ΒΕΡΓΙΝΑ ΤΑΠΕΡ 400ΓΡ,2.89,7.23,7558015.jpg,0,Λευκό τυρί,kg,,ab,17-09-2025,23-09-2025,
57,5201502247527,AGRINO ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣ.,2.05,4.10,7085599.jpg,0,Φασόλια,kg,,ab,17-09-2025,23-09-2025,"{'product_id': 4426, 'brand': 'AGRINO', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Όσπρια', 'sub_sub_category': 'Φασόλια', 'unit': 'ανά κιλ', 'catalog_description': 'AGRINO ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500 G', 'logo': 'Agrino_BEANS_MEDIUM_500GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.9}"
57,5202336137732,ΑΒ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓ.,1.00,2.00,7225878.jpg,1,Φασόλια,kg,,ab,17-09-2025,23-09-2025,
58,5201502247718,AGRINO ΡΕΒΥΘΙΑ ΑΝΑΠΟΦΛΟΙΩΤΑ 500GR ΕΙΣΑΓΩ,2.60,5.20,7085630.jpg,0,Ρεβύθια,kg,,ab,17-09-2025,23-09-2025,
52,18902,ΒΟΕΙΟ ΠΟΝΤΙΚΙ ΝΩΠΟ Α/Ο Ν/Ζ ΙΣΠΑΝΙΑΣ,13.98,13.98,18902.jpg,0,Μοσχάρι,kg,,bazaar,17-09-2025,23-09-2025,
1,5201502110043,AGRINO 500G ΡΥΖΙ ΛΑΙΣ ΚΑΡΟΛΙΝΑ,1.75,3.5,5201502110043.jpg,0,Ρύζι,Kg,,bazaar,17-09-2025,23-09-2025,"{'product_id': 4468, 'brand': 'AGRINO', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ρύζια', 'sub_sub_category': 'Καρολίνα & Γλασέ', 'unit': 'ανά κιλ', 'catalog_description': 'AGRINO ΡΥΖΙ ΛΑΪΣ 500G', 'logo': 'Agrino_LAIS_500GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
1,5208086421251,FARMER 1KG ΡΥΖΙ ΚΑΡΟΛΙΝΑ,1.69,1.69,5208086421251.jpg,1,Ρύζι,Kg,,bazaar,17-09-2025,23-09-2025,
2,5208086441426,ΚΑΛΗΜΕΡΑ 700G ΦΟΡΜΑ ΤΟΣΤ ΣΤΑΡΕΝΙΟ,1.35,1.93,5208086441426.jpg,1,Ψωμί για Tοστ,Kg,,bazaar,17-09-2025,23-09-2025,
4,5201485009747,ELITE 125Gx4 ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΕΝΙΕΣ ΟΙΚΟΓ. ΣΥΣΚΕΥΑΣΙΑ,1.45,2.9,5201485009747.jpg,0,Φρυγανιές,Kg,,bazaar,17-09-2025,23-09-2025,
5,5201013012508,ΜΑΚΒΕΛ 500G ΣΠΑΓΓΕΤΙ N.6,0.67,1.34,5201013012508.jpg,0,Μακαρόνια Νο 6,Kg,,bazaar,17-09-2025,23-09-2025,"{'product_id': 4331, 'brand': 'ΜΑΚΒΕΛ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ζυμαρικά', 'sub_sub_category': 'Μακαρόνια', 'unit': 'ανά κιλ', 'catalog_description': 'ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ ΝΟ 6 24/500G', 'logo': 'Makbel_MAK. NO6_500G.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
5,5201013020107,ΕΛΛΗΝΙΚΗ ΣΠΟΡΑ 500G ΣΠΑΓΓΕΤΙ No6,0.59,1.18,5201013020107.jpg,1,Μακαρόνια Νο 6,Kg,,bazaar,17-09-2025,23-09-2025,
6,18430,ΧΟΙΡΙΝΟ ΜΠΡΙΖΟΛΑ ΟΛΛΑΝΔΙΑΣ ΝΩΠΟ Μ/Ο,5.85,5.85,18430.jpg,0,Νωπό Χοιρινό,Kg,,bazaar,17-09-2025,23-09-2025,
7,01741,ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ (ΧΥΜΑ),2.99,2.99,01741.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,bazaar,17-09-2025,23-09-2025,"{'product_id': 5880, 'brand': 'ΠΙΝΔΟΣ', 'detailed_category': 'Φρέσκο Κρέας', 'sub_category': 'Φρέσκα Πουλερικά', 'sub_sub_category': 'Κοτόπουλο ολόκληρο', 'unit': 'ανά κιλ', 'catalog_description': 'ΠΙΝΔΟΣ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ(ΤΙΜ. ΚΙΛ)', 'logo': 'Κοτοπουλα_Ολοκληρα_Νωπα_Χυμα_Τ65_ΠΑΕλλην.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.88}"
8,5202528068899,FARMER 200G ΓΑΛΟΠ ΚΑΠΝ ΤΕΤΡΑΓ ΣΕ ΦΕΤΕΣ,1.15,5.75,5202528068899.jpg,1,Γαλοπούλα,Kg,,bazaar,17-09-2025,23-09-2025,
8,66357,CRETA TOSTAKI ΧΩΡ. ΓΛΟΥΤΕΝΗ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ,7.49,7.49,66357.jpg,0,Γαλοπούλα,Kg,,bazaar,17-09-2025,23-09-2025,
9,5208116140008,ΚΑΛΛΙΜΑΝΗ 450G ΓΛΩΣΣΑ ΦΙΛΕΤΟ ΚΤΨ,8.05,17.89,5208116140008.jpg,0,Ψάρια Κατεψυγμένα,Kg,,bazaar,17-09-2025,23-09-2025,"{'product_id': 5672, 'brand': 'KALLIMANIS', 'detailed_category': 'Κατεψυγμένα', 'sub_category': 'Κατεψυγμένα Ψάρια & Θαλασσινά', 'sub_sub_category': 'Ψάρια κατεψυγμένα', 'unit': 'ανά κιλ', 'catalog_description': 'KALLIMANIS ΓΛΩΣΣΑ Φ/Ο ΛΙΜΑΝΤΑ ΚΤΨ20/450G', 'logo': 'Καλλιμανης_Γλωσσα.jpg', 'permanent_discount': True, 'match_method': 'barcode', 'match_confidence': 1.0}"
10,5202178001116,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΠΛΗΡΕΣ,1.6,1.6,5202178001116.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,bazaar,17-09-2025,23-09-2025,"{'product_id': 4869, 'brand': 'ΟΛΥΜΠΟΣ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Γάλατα ψυγείου', 'sub_sub_category': 'Γάλατα Αγελάδος φρέσκα', 'unit': 'ανά λιτ', 'catalog_description': 'ΟΛΥΜΠΟΣ ΓΑΛΑ ΦΡΕΣΚΟ ΕΠΙΛ. 3. 7%Λ. 12/1L', 'logo': 'Ολυμπος_EPILEGMENO_1LT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
11,5202178001178,ΟΛΥΜΠΟΣ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ ΕΛΑΦΡΥ,1.6,1.6,5202178001178.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,bazaar,17-09-2025,23-09-2025,"{'product_id': 4865, 'brand': 'ΟΛΥΜΠΟΣ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Γάλατα ψυγείου', 'sub_sub_category': 'Γάλατα Αγελάδος φρέσκα', 'unit': 'ανά λιτ', 'catalog_description': 'ΟΛΥΜΠΟΣ ΓΑΛΑ ΦΡΕΣΚΟ ΕΠΙΛ. ΕΛΑΦΡΥ 12/1L', 'logo': 'Ολυμπος_EPILEGMENO_LIGHT_1LT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
12,5208086433643,FARMER 410G ΓΑΛΑ ΠΛΗΡΕΣ ΕΒΑΠΟΡΕ,0.95,2.32,5208086433643.jpg,1,Γάλα Εβαπορέ,lt,,bazaar,17-09-2025,23-09-2025,
12,8716200615020,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 7.5%,1,2.5,8716200615020.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,17-09-2025,23-09-2025,"{'product_id': 4867, 'brand': 'ΝΟΥΝΟΥ', 'detailed_category': 'Είδη πρωινού & Ροφήματα', 'sub_category': 'Γάλατα & Φυτικά ροφήματα Μακράς διαρκείας', 'sub_sub_category': 'Γάλατα Συμπυκνωμένα', 'unit': 'ανά λιτ', 'catalog_description': 'ΝΟΥΝΟΥ ΣΥΜΠΥΚΝΩΜΕΝΟ ΓΑΛΑ 48/400G', 'logo': 'ΝΟΥΝΟΥ_FF_400GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
