CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to
23,5201310722315,ΥΦΑΝΤΗΣ ΦΑΣΟΛΙ ΣΤΡΟΓ. 800G+200G ΔΩΡΟ,2.58,2.58,7637367.jpg,0,Λαχανικά Κατεψυγμένα,kg,,ab,31-12-2024,06-01-2025
24,5202336024438,ΑΒ ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣ/ΚΗ Ε.Ε.1KG,0.80,0.80,7473026.jpg,1,Λευκή Ζάχαρη,kg,,ab,31-12-2024,06-01-2025
24,5202336128600,ΑΒ ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣ/ΚΗ Ε.Ε. 1KG,0.80,0.80,7616633.jpg,1,Λευκή Ζάχαρη,kg,,ab,31-12-2024,06-01-2025
25,3041091409812,NUTRICIA ΦΑΡΙΝ ΛΑΚΤΕ 250 ΓΡ,2.58,10.32,7475893.jpg,0,Κρέμες για βρέφη,kg,,ab,31-12-2024,06-01-2025
26,5202353004819,ALMIRON 1+ GROWING UP  1LT,2.13,2.13,7068172.jpg,0,Γάλα για βρέφη,kg,,ab,31-12-2024,06-01-2025
26,5202353004826,ALMIRON GROWING UP 2+  1LT,2.13,2.13,7068174.jpg,0,Γάλα για βρέφη,kg,,ab,31-12-2024,06-01-2025
27,5201075011730,ΦΙΛΙΟΣ ΠΑΡΑΔΟΣΙΑΚΟΣ ΕΛ/ΚΟΣ ΚΑΦΕΣ 96GR,1.05,10.94,7727862.jpg,1,Ελληνικός Καφές,kg,,ab,31-12-2024,06-01-2025
28,5202336139255,PERLA GOLD ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ 200GR,8.36,41.80,7668915.jpg,1,Στιγμιαίος Καφές,kg,,ab,31-12-2024,06-01-2025
28,5949065033859,PERLA ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ 200GR,6.80,34.00,7668972.jpg,1,Στιγμιαίος Καφές,kg,,ab,31-12-2024,06-01-2025
29,8712500013269,GONDOLIERE ΚΑΦΕΣ ΦΙΛΤΡΟΥ 500Γ,5.35,10.70,7555374.jpg,1,Γαλλικός Καφές,kg,,ab,31-12-2024,06-01-2025
30,7640110709481,CANDEREL STEVIA POWEDR 500G,6.61,13.22,7550004.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,ab,31-12-2024,06-01-2025
32,5201502247619,AGRINO ΦΑΚΕΣ ΨΙΛΕΣ 500GR ΕΙΣ.,1.90,3.80,7085580.jpg,0,Φακές,kg,,ab,31-12-2024,06-01-2025
32,5202336137633,ΑΒ ΦΑΚΕΣ ΨΙΛΕΣ 500G ΕΙΣΑΓΩΓΗΣ,0.94,1.88,7142787.jpg,1,Φακές,kg,,ab,31-12-2024,06-01-2025
33,5202336024469,AB ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1LT,1.25,1.25,7091821.jpg,1,Χυμός Πορτοκάλι,lt,,ab,31-12-2024,06-01-2025
35,5202336128143,ΑΒ ΣΚΟΝΗ ΠΛΥΝΤ.ACTIVE CLEAN 75MEZ,6.59,0.09,7584379.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,ab,31-12-2024,06-01-2025
36,5202336119462,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.FRESH 1250ML,0.93,0.74,7568693.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,31-12-2024,06-01-2025
36,5202336127764,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.LEMON 1250ML,0.93,0.74,7568679.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,31-12-2024,06-01-2025
36,5202336127801,AB ΧΛΩΡΟΚΑΘΑΡΙΣΤΙΚΟ UL.PINK 1250ML,0.93,0.74,7568692.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,ab,31-12-2024,06-01-2025
37,5202336149544,ΑΒ ΥΓΡΟ ΠΙΑΤΩΝ REGULAR 500ML,0.95,1.90,7638032.jpg,1,Απορρυπαντικά Πιάτων,lt,,ab,31-12-2024,06-01-2025
37,5202336149568,ΑΒ ΥΓΡΟ ΠΙΑΤΩΝ ΛΕΜΟΝΙ 500ML,0.95,1.90,7638021.jpg,1,Απορρυπαντικά Πιάτων,lt,,ab,31-12-2024,06-01-2025
38,5202336021536,ΑΒ ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ 800GR,2.50,3.13,7114202.jpg,1,Χαρτί Κουζίνας,kg,,ab,31-12-2024,06-01-2025
39,8006540948163,ORALB ΟΔ/ΜΑ 1 2 3 75ML,1.08,14.40,7111750.jpg,0,Οδοντόκρεμα,kg,,ab,31-12-2024,06-01-2025
40,5202336111510,365 ΧΑΡΤΙ ΥΓΕΙΑΣ 10ΡΟΛΑ 2PLY,2.46,0.25,7353743.jpg,1,Χαρτί Υγείας,τμχ,,ab,31-12-2024,06-01-2025
41,5201263006340,E.DAY U.P.HDRY ECONOMY NORMAL 18Τ,2.15,0.12,7113983.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,31-12-2024,06-01-2025
41,5201263006357,E.DAY U.P.HDRY ECONOMY SUPER 18T,2.15,0.12,7113996.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,31-12-2024,06-01-2025
41,5201263006364,E.DAY U.P.HDRY ECON.MAXI NIGHT 18Τ,2.15,0.12,7113984.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,ab,31-12-2024,06-01-2025
41,5400113567189,CARE TAMPON CONT REGULAR 32T,2.66,0.08,7298195.jpg,1,Σερβιέτες ή Ταμπόν,τμχ,,ab,31-12-2024,06-01-2025
42,8590421070512,EMMA ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500GR,0.98,1.96,7685010.jpg,1,Προϊόντα Βρώμης,kg,,ab,31-12-2024,06-01-2025
43,5201109002703,KARAVAKI ΣΑΜΠ.ΘΡΕΨΗ&ΕΝΥΔ.ΑΝΤΛ.600ML,2.67,4.45,7617092.jpg,0,Σαμπουάν,lt,,ab,31-12-2024,06-01-2025
44,5202336134403,CARE ΣΑΠΟΥΝΙ 3X125G,1.05,2.80,7614235.jpg,1,Σαπούνι Στερεό,kg,,ab,31-12-2024,06-01-2025
45,5201263086601,SANI PANTS SMALL NO1 14T,6.45,0.46,7128027.jpg,0,Πάνες Ακράτειας,τμχ,,ab,31-12-2024,06-01-2025
45,5201263086618,SANI PANTS MEDIUM NO2 14T,7.67,0.55,7128016.jpg,0,Πάνες Ακράτειας,τμχ,,ab,31-12-2024,06-01-2025
45,5201263086625,SANI PANTS LARGE NO3 14T,8.99,0.64,7127978.jpg,0,Πάνες Ακράτειας,τμχ,,ab,31-12-2024,06-01-2025
45,7322540593143,TENA LADY MAXI INSTA-DRY 12T,4.48,0.37,7133541.jpg,0,Πάνες Ακράτειας,τμχ,,ab,31-12-2024,06-01-2025
45,7322541096667,TENA LADY MAXI NIGHT 12ΤΕΜ.,4.57,0.38,7117368.jpg,0,Πάνες Ακράτειας,τμχ,,ab,31-12-2024,06-01-2025
45,7322541132136,TENA LADY EXTRA 20T,4.87,0.24,7226107.jpg,0,Πάνες Ακράτειας,τμχ,,ab,31-12-2024,06-01-2025
46,5201263082573,BABYLINO SENS.ECONOMY N3 4 9KG 56T,9.99,0.18,7633002.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263082580,BABYLINO SENS.ECONOMY N4 8 13KG 50T,9.99,0.20,7633012.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263082597,BABYLINO SENS.ECO.N4+ 10 15KG 46T,9.99,0.22,7632966.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263082603,BABYLINO SENS ECO.N5 11 16 KG 44T  ,9.99,0.23,7633006.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263082627,BABYLINO SENS.ECONOMY N2 3 6KG 50T,5.99,0.12,7633000.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263082634,BABYLINO SENS ECO.N5+ 12 17KG 42T,9.99,0.24,7637767.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263826108,BABYLINO SENS ECO NΟ6 13 18KG 38T,9.49,0.25,7637774.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263826405,BABYLINO SENS ECO NΟ7 15+KG 36T,9.49,0.26,7637831.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263890253,BABYLINO PANTS ECO N4 7/13KG 38T,8.85,0.23,7706251.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263890260,BABYLINO PANTS ECO N5 10/16KG 34T,8.84,0.26,7706298.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263890277,BABYLINO PANTS ECO N6 13/18KG 31T,8.84,0.29,7706299.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
46,5201263890284,BABYLINO PANTS ECO N7 15/25KG 28T,8.84,0.32,7706300.jpg,0,Πάνες για Μωρά,τμχ,,ab,31-12-2024,06-01-2025
47,5201410964103,SEPTONA ΜΩΡ/ΛΑ ΧΑΜΟΜΗΛΙ 80T(2+1),2.62,0.01,7608635.jpg,0,Μωρομάντηλα,τμχ,,ab,31-12-2024,06-01-2025
48,5201410220056,SEPTONA ΣΑΜΠ&ΑΦΡ/ΤΡΟ ΑΛΟΗ 500ML,2.67,5.34,7149350.jpg,0,Σαμπουάν για Μωρά,lt,,ab,31-12-2024,06-01-2025
49,8590421066430,LOVEPET Υ.Τ. ΣΚ.ΒΟΔ.ΚΟΝΣ.415G,0.64,1.54,7664211.jpg,1,Τροφή για Σκύλους,kg,,ab,31-12-2024,06-01-2025
49,8590421066454,LOVEPET Υ.Τ. ΣΚ.ΠΟΥΛ.ΚΟΝΣ.415G,0.64,1.54,7664232.jpg,1,Τροφή για Σκύλους,kg,,ab,31-12-2024,06-01-2025
50,5400601000808,365 ΓΑΤ.ALU ΒΟΔΙΝΟ 100GR,0.37,3.70,7063119.jpg,1,Τροφή για γάτες,kg,,ab,31-12-2024,06-01-2025
50,5400601000815,365 ΓΑΤ.ALU ΠΟΥΛΕΡΙΚΑ 100GR,0.37,3.70,7063120.jpg,1,Τροφή για γάτες,kg,,ab,31-12-2024,06-01-2025
50,5400601000822,365 ΓΑΤ.ALU ΨΑΡΙ 100GR,0.37,3.70,7063121.jpg,1,Τροφή για γάτες,kg,,ab,31-12-2024,06-01-2025
51,5203064042404,ΑΛΛΑΤΙΝΗ ΑΛΕΥΡΙ Γ.Ο.Χ.1KG ΣΕΤ 2+1,3.00,1.00,7087564.jpg,0,Αλεύρι,kg,,ab,31-12-2024,06-01-2025
53,29664306,ΠΑΡΙΖΑ TOSTAKI,4.45,4.45,7141249.jpg,0,Πάριζα,kg,,ab,31-12-2024,06-01-2025
53,5202336097951,ΑΒ ΠΑΡΙΖΑΚΙ 330ΓΡ,1.14,3.45,7079912.jpg,1,Πάριζα,kg,,ab,31-12-2024,06-01-2025
54,5202336110308,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΠΛΗΡΕΣ 1L,1.05,1.05,7344931.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,ab,31-12-2024,06-01-2025
55,5202336110315,AB ΓΑΛΑ ΥΨ.ΘΕΡΜΙΚΗΣ ΕΠΕΞ. ΕΛΑΦΡΥ 1L,1.05,1.05,7344879.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,ab,31-12-2024,06-01-2025
56,26915197,ΛΕΥΚΟ ΤΣΕΛΙΓΚΑΤΟ ΔΟΧΕΙΟ,5.95,5.95,default_kalathi.png,0,Λευκό τυρί,kg,,ab,31-12-2024,06-01-2025
56,5203197138227,ΛΕΥΚΟ ΤΥΡΙ ΒΕΡΓΙΝΑ ΤΑΠΕΡ 400ΓΡ,3.24,8.10,7558015.jpg,0,Λευκό τυρί,kg,,ab,31-12-2024,06-01-2025
57,5201502247527,AGRINO ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣ.,2.06,4.12,7085599.jpg,0,Φασόλια,kg,,ab,31-12-2024,06-01-2025
57,5202336137732,ΑΒ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500GR ΕΙΣΑΓ.,0.98,1.96,7225878.jpg,1,Φασόλια,kg,,ab,31-12-2024,06-01-2025
58,5201502247718,AGRINO ΡΕΒΥΘΙΑ ΑΝΑΠΟΦΛΟΙΩΤΑ 500GR ΕΙΣΑΓΩ,2.60,5.20,7085630.jpg,0,Ρεβύθια,kg,,ab,31-12-2024,06-01-2025
52,54404,Φλωρίδης Τας Κεμπάπ 500g,5.85,11.70,floridis_moshari_katsarola_54404.jpg,0,Μοσχάρι,kg,xmas,efood,31-12-2024,06-01-2025
63,58283,Roshen Lacmi Σοκολάτα Γάλακτος 90g,1.36,15.11,roshen_lacmi_sokolata_58283.jpg,0,Σοκολάτα,kg,xmas,efood,31-12-2024,06-01-2025
67,59736,Κατσέλης Τσουρέκι 450g,2.50,10.00,katselis_tsoureki_59736.jpg,0,Τσουρέκι,kg,xmas,efood,31-12-2024,06-01-2025
68,52733,Χρυσανθίδης Βασιλόπιτα Τσουρέκι 480g,6.40,13.33,xrisanthidis_vasilopita_tsoureki_52733.jpg,0,Βασιλόπιτα (τσουρέκι),kg,xmas,efood,31-12-2024,06-01-2025
1,53831,Voion Ρύζι Κίτρινο Τύπου Μπονέτ Ελληνικό 500g,1.80,3.60,voion_ryzi_kitrino_greek_53831.jpg,0,Ρύζι,Kg,,efood,31-12-2024,06-01-2025
1,53834,Voion Ρύζι Γλασσέ Ελληνικό 500g,1.65,3.30,voion_ryzi_glasse_53834.jpg,0,Ρύζι,Kg,,efood,31-12-2024,06-01-2025
1,53833,Voion Ρύζι Νυχάκι Ελληνικό 500g,1.70,3.40,voion_ryzi_nyxaki_53833.jpg,0,Ρύζι,Kg,,efood,31-12-2024,06-01-2025
1,53832,Voion Ρύζ Καρολίνα Ελληνικό 500g,2.10,4.20,voion_ryzi_karolina_53832.jpg,0,Ρύζι,Kg,,efood,31-12-2024,06-01-2025
2,43618,Καραμολέγκος Ψωμί Τοστ Σταρένιο 680g,1.47,2.16,karamolegkos_tost_starenio_43618.jpg,0,Ψωμί για Tοστ,Kg,,efood,31-12-2024,06-01-2025
2,43613,Κατσέλης Ψωμί Τοστ Ολικής Άλεσης 720g,2.02,2.81,katselis_psomi_fetes_olikis_43613.jpg,0,Ψωμί για Tοστ,Kg,,efood,31-12-2024,06-01-2025
3,55324,Κατσέλης Διπλοζυμωτό Σταρένιο Προζυμένιο Ψωμί Σε Φέτες 500g,1.70,3.40,katselis_diplozimoto_starenio_prozymenio_fetes_500gr_55324.jpg,0,Ψωμί Φραντζόλα,Kg,,efood,31-12-2024,06-01-2025
4,12724,Elite Φρυγανιές Classic Σταρένιες 4x125g 3+1 Δώρο,1.60,3.20,elite_friganies_starenies_12724.jpg,0,Φρυγανιές,Kg,,efood,31-12-2024,06-01-2025
5,44135,Melissa Spaghetti Νo6 500g,1.15,2.30,melissa_spaggeti_no6_44135.jpg,0,Μακαρόνια Νο 6,Kg,,efood,31-12-2024,06-01-2025
6,54400,Φλωρίδης Μπριζόλα Χοιρινή Με Οστό 700g,6.20,8.86,floridis_mprizola_hoirini_osto_54400.jpg,0,Νωπό Χοιρινό,Kg,,efood,31-12-2024,06-01-2025
7,53662,Mimikos Μπουτάκια Κοτόπουλο 590g,7.95,13.47,mimikos_mpoutakia_kotopoulo_590gr_53662.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,efood,31-12-2024,06-01-2025
8,44881,Ifantis Φιλέτο Γαλοπούλα Βραστή 160g -0.2€,2.80,17.50,yfantis_fileto_galopoulas_vrastis_44881.jpg,0,Γαλοπούλα,Kg,,efood,31-12-2024,06-01-2025
8,44880,Ifantis Φιλέτο Γαλοπούλα Καπνιστή 160g -0.2€,2.80,17.50,yfantis_fileto_galopoulas_kapnisti_44880.jpg,0,Γαλοπούλα,Kg,,efood,31-12-2024,06-01-2025
9,54973,7 Θάλασσες Γλώσσα Φιλέτο 600g,8.65,14.42,7thalasses_glossa_fileto_54973.jpg,0,Ψάρια Κατεψυγμένα,Kg,,efood,31-12-2024,06-01-2025
10,57293,Mevgal Fresh Milk Full Fat 3.5% 1l,1.70,1.70,mevgal_fresh_milk_full_fat_57293.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,efood,31-12-2024,06-01-2025
11,57292,Mevgal Fresh Milk Low Fat 1.5% 1l,1.70,1.70,mevgal_fresh_milk_low_fat_57292.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,efood,31-12-2024,06-01-2025
12,29271,Νουνού Γάλα Εβαπορέ Light 400g,1.30,3.25,nounou_evapore_light_29271.jpg,0,Γάλα Εβαπορέ,lt,,efood,31-12-2024,06-01-2025
12,29331,Νουνού Γάλα Εβαπορέ Πλήρες 400g,1.30,3.25,nounou_evepore_plires_29331.jpg,0,Γάλα Εβαπορέ,lt,,efood,31-12-2024,06-01-2025
13,26706,Δέλτα Μικρές Οικογενειακές Φάρμες Γιαούρτι Διπλοστραγγιστό 10% 2x200g,3.25,8.13,delta_mikres_oikogeniakes_farmes_giaourti_10%_26706.jpeg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,efood,31-12-2024,06-01-2025
14,26707,Δέλτα Μικρές Οικογενειακές Φάρμες Γιαούρτι Διπλοστραγγιστό 2% 2x200g,3.25,8.13,delta_mikres_oikogeniakes_farmes_giaourti_2%_26707.jpeg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,efood,31-12-2024,06-01-2025
15,40641,Όλυμπος Φέτα Βαρελίσια Π.Ο.Π. σε Άλμη 300g,4.60,15.33,olympos_feta_varelisia_almi_300gr_40641.jpg,0,Τυρί Φέτα,kg,,efood,31-12-2024,06-01-2025
16,51685,Alpiland Gouda Αυστρίας σε Φέτες 200g,3.30,17.00,alpiland_gouda_austrias_fetes_51685.jpg,0,Τυρί Γκούντα,kg,,efood,31-12-2024,06-01-2025
