CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,
46,80042935,BABYLINO SENSITIVE ECON. ΝΟ7 15+KG/36Τ,10.55,0.29,default_kalathi.png,0,Πάνες για Μωρά,τμχ,,galaxias,11-06-2025,17-06-2025,
47,80048533,BABYCARE ΜΩΡΟΠ. FOR ALL RASPBERRY 90TEΜ,0.98,0.01,default_kalathi.png,0,Μωρομάντηλα,τμχ,,galaxias,11-06-2025,17-06-2025,
48,80011886,ΓΑΛΑΞΙΑΣ ΒΡΕΦ.ΑΦΡ.&ΣΑΜ.0+DELIC.CHAM.400M,1.79,4.48,default_kalathi.png,1,Σαμπουάν για Μωρά,lt,,galaxias,11-06-2025,17-06-2025,
48,80011887,ΓΑΛΑΞΙΑΣ ΒΡΕΦ.ΑΦΡ.&ΣΑΜ.0+SWEET LAV.400M,1.79,4.48,default_kalathi.png,1,Σαμπουάν για Μωρά,lt,,galaxias,11-06-2025,17-06-2025,
48,80006834,SEPTONA BABY ΣΑΜ.&ΑΦΡ/ΤΡΟ ΒΑΛ.&ΑΛΟΗ 500ML,2.43,4.86,default_kalathi.png,0,Σαμπουάν για Μωρά,lt,,galaxias,11-06-2025,17-06-2025,
49,431220,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,galaxias,11-06-2025,17-06-2025,
49,431221,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΛΑΧANIKA 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,galaxias,11-06-2025,17-06-2025,
49,431218,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΚΟΤΟΠΟΥΛΟ/ΓΑΛΟΠΟΥΛΑ 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,galaxias,11-06-2025,17-06-2025,
50,431222,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,galaxias,11-06-2025,17-06-2025,
50,431223,FLIK - FLOK ΓΑΤ/ΦΗ ΚΟΤΟΠ.-ΓΑΛΟΠ.405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,galaxias,11-06-2025,17-06-2025,
50,431311,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΨΑΡΙ - ΣΟΛΟΜΟΣ 405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,galaxias,11-06-2025,17-06-2025,
51,2101016,ΑΛΛΑΤΙΝΗ 2+1ΔΩΡΟ ΓΟΧ. ΑΛΕΥΡΙ 1KG,2.72,0.91,default_kalathi.png,0,Αλεύρι,kg,,galaxias,11-06-2025,17-06-2025,
51,210165,ΓΑΛΑΞΙΑΣ ΑΛΕΥΡΙ 1KGR.,0.69,0.69,default_kalathi.png,1,Αλεύρι,kg,,galaxias,11-06-2025,17-06-2025,
53,381052,TOSTAKI ΠΑΡΙΖΑ ΤΟΣΤ,4.61,4.61,default_kalathi.png,0,Πάριζα,kg,,galaxias,11-06-2025,17-06-2025,
53,80011904,TOSTAKI ΠΑΡΙΖΑ ΦΕΤΕΣ 160ΓΡ.,1.12,7.00,default_kalathi.png,0,Πάριζα,kg,,galaxias,11-06-2025,17-06-2025,
53,80023641,ΠΑΣΣΙΑΣ Χ.ΓΛΟΥΤ. ΠΑΡΙΖΑ ΦΟΡΜΑ,4.90,4.90,default_kalathi.png,0,Πάριζα,kg,,galaxias,11-06-2025,17-06-2025,
54,80043526,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 3.5% ΛΙΠ. 1LT ,1.27,1.27,default_kalathi.png,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,galaxias,11-06-2025,17-06-2025,
55,80043527,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 1.5% ΛΙΠ. 1LT  ,1.27,1.27,default_kalathi.png,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,galaxias,11-06-2025,17-06-2025,
56,350227,ΛΕΥΚΟ ΑΓΕΛΑΔΙΝΟ ΤΡΙΚΑΛΩΝ (ΠΡ.ΓΑΛ.ΕΕ),5.98,5.98,default_kalathi.png,0,Λευκό τυρί,kg,,galaxias,11-06-2025,17-06-2025,
57,220202,3Α ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500ΓΡ. ΕΙΣΑΓΩΓΗΣ,2.30,4.60,default_kalathi.png,0,Φασόλια,kg,,galaxias,11-06-2025,17-06-2025,
58,220209,3Α ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ 500ΓΡ. ΕΙΣΑΓΩΓΗΣ (ΔΕΝ ΕΧΕΙ ΝΑ ΠΑΡΑΔΩΣΕΙ Ο ΚΑΡΑΓΕΩΡΓΙΟΥ),3.16,6.32,default_kalathi.png,0,Ρεβύθια,kg,,galaxias,11-06-2025,17-06-2025,
52,2120246000000,ΠΑΣΣΙΑΣ ΝΕΑΡ. ΒΟΕΙΟ Α/Ο ΣΠΑΛΑ ΣΥΣΚΕΥΑΣΙΑΣ,13.95,13.95,52_Passias_Spala_Voeia.jpg,0,Μοσχάρι,kg,,egnatia,11-06-2025,17-06-2025,
1,5200385113516,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΡΥΖΙ ΓΛΑΣΕ 1Kg,1.59,1.59,1_Dialehti_Glase_1000gr.jpg,1,Ρύζι,Kg,,egnatia,11-06-2025,17-06-2025,
2,5200385112601,ΠΕΤΡΙΝΟΣ ΦΟΥΡΝΟΣ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ 700g,1.29,1.84,2_PetrinosFournos_Pswmi_Tou_Tost_Starenio_700gr.jpg,1,Ψωμί για Tοστ,Kg,,egnatia,11-06-2025,17-06-2025,
3,9300008712730,ΨΩΜΙ ΦΡΑΝΤΖΟΛΑ 350g (BAKE OFF),0.69,1.97,3_leuki_fratzola.jpg,1,Ψωμί Φραντζόλα,Kg,,egnatia,11-06-2025,17-06-2025,
4,5203064009292,FORMA ΦΡΥΓΑΝΙΕΣ  ΣΙΚΑΛΗΣ 4x90g,1.29,3.58,4_Forma_Friganies_Sikalis_0.50.jpg,0,Φρυγανιές,Kg,,egnatia,11-06-2025,17-06-2025,
5,5200385114018,ΕΛΛΗΝΩΝ ΣΤΑΧΥ ΣΠΑΓΓΕΤΙ Νο 6 500g,0.62,1.24,5_Ellinwn_Stahi_Spaggeti_No6.jpg,1,Μακαρόνια Νο 6,Kg,,egnatia,11-06-2025,17-06-2025,
5,5201013012508,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500g,0.69,1.38,5_makvel_spaggeti_no6_500g.png,0,Μακαρόνια Νο 6,Kg,,egnatia,11-06-2025,17-06-2025,
6,5202077003518,ΠΑΣΣΙΑΣ ΚΙΜΑΣ ΧΟΙΡΙΝΟΣ 700g,4.49,6.41,6_Passias_Kimas_Hoirinos_700g.jpg,0,Νωπό Χοιρινό,Kg,,egnatia,11-06-2025,17-06-2025,
7,2947407000000,ΑΜΒΡΟΣΙΑΔΗ  ΦΤΕΡΑ ΚΟΤΟΠΟΥΛΟ ΣΥΣΚΕΥΑΣΜΕΝΟ,2.59,2.59,7_AmvrosiadisFterougesKotopoulo.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,egnatia,11-06-2025,17-06-2025,
8,5200385105351,ΕΚΛΕΚΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ 450g ΦΕΤΕΣ  MEGA PACK,3.99,8.87,8_Eklekto_Galopoula_Kapnisti_Mega_Pack.jpg,1,Γαλοπούλα,Kg,,egnatia,11-06-2025,17-06-2025,
9,5200702500678,ΠΑΓΚΑΣΙΟΥΣ ΦΙΛΕΤΟ 800g     ,3.99,4.99,9_Redda_Pangasious_Fileto.jpg,0,Ψάρια Κατεψυγμένα,Kg,,egnatia,11-06-2025,17-06-2025,
10,5200385103111,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 3.5% 1L,1.09,1.09,10_OiFarmes_Mas_Gala_Plires (002).jpg,1,Γάλα Φρέσκο Πλήρες,lt,,egnatia,11-06-2025,17-06-2025,
10,5201083010367,ΜΕΒΓΑΛ ΓΑΛΑ 3.5% 1L                       ,1.29,1.29,10_Mevgal_Gala_35.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,egnatia,11-06-2025,17-06-2025,
11,5200385103128,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 1.5% 1L,1.09,1.09,11_OiFarmes_Mas_Gala_Elafry (002).jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,11-06-2025,17-06-2025,
11,5201083010169,ΜΕΒΓΑΛ ΓΑΛΑ 1.5% 1L       ,1.29,1.29,11_Mevgal_Gala_15.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,11-06-2025,17-06-2025,
12,5202453046108,MILK TIME ΣΥΜΠ/ΝΟ ΕΛΑΦΡΥ 4% 410g,0.89,2.17,12_milk_time_elafri.jpg,0,Γάλα Εβαπορέ,lt,,egnatia,11-06-2025,17-06-2025,
12,8716200615020,ΝΟΥΝΟΥ ΓΑΛΑ       ΕΒΑΠΟΡΕ 400g,1.26,3.15,12_nounou_400g.png,0,Γάλα Εβαπορέ,lt,,egnatia,11-06-2025,17-06-2025,
13,5200385103012,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 3x200g,1.39,2.32,13_Farmes_giaourti_3x200g_plires (002).jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,11-06-2025,17-06-2025,
13,5201083320732,ΜΕΒΓΑΛ ΓΙΑΟΥΡΤΙ  ΑΓΕΛ. 3.85%3x200g,2.15,3.58,13_mevgal_giaourti agelados_385%_3tem.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,11-06-2025,17-06-2025,
14,5200385103036,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3x200g,1.39,2.32,14_Farmes_giaourti_3x200g_elafry.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,11-06-2025,17-06-2025,
14,5201083322477,ΜΕΒΓΑΛ ΓΙΑΟΥΡΤΙ  ΟΝLY 2% 3x200g       ,2.08,3.65,14_mevgal_giaourti only_2%_3tem.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,11-06-2025,17-06-2025,
15,5205761100258,ΕΞΑΡΧΟΣ ΤΥΡΙ ΦΕΤΑ Π.Ο.Π 300g,3.99,13.3,15_exarhos_feta_300g.jpg,0,Τυρί Φέτα,kg,,egnatia,11-06-2025,17-06-2025,
16,5201953010091,TASTE&SMILE GOUDA ΣΕ ΦΕΤΕΣ 500g,3.79,7.58,16_taste&smile_gouda_500g.jpg,0,Τυρί Γκούντα,kg,,egnatia,11-06-2025,17-06-2025,
17,5200385107034,MY CHEESE GOUDA LIGHT ΣΕ ΦΕΤΕΣ 200ΓΡ,1.99,9.95,17_MyCheese_Gouda_Light_200g.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,egnatia,11-06-2025,17-06-2025,
18,5200385116524,ΤΟΜΑΤΟΥΛΑ ΨΙΛΟΚ. ΤΟΜΑΤΕΣ 400g,0.62,1.48,18_Tomatoula_Psilokommenes-400gr.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,11-06-2025,17-06-2025,
18,5202908500018,REA PASSATA 500g,0.49,1.18,18_Rea_Passata_500g.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,11-06-2025,17-06-2025,
19,5200104421168,ΑΥΓΑ 15ΑΔΑ 53ΓΡ ,3.39,0.23,19_Auga_15ada-Small_53gr (002).jpg,0,Αυγά,τμχ,,egnatia,11-06-2025,17-06-2025,
20,3800047745998,BELLA ΜΑΡΓΑΡΙΝΗ  ΠΛΑΚΑΚΙ 250g,0.99,3.96,20_Bella_Margarini_plakaki.jpg,0,Μαργαρίνες,kg,,egnatia,11-06-2025,17-06-2025,
21,5202898572248,ΛΙΟΦΥΤΟ ΕΛΑΙΟΛΑΔΟ ΕΞ. ΠΑΡΘ.1L,6.95,6.95,21_Liofito_Extra_Partheno_Elaiolado_1l (002).jpg,0,Παρθένο Ελαιόλαδο,lt,,egnatia,11-06-2025,17-06-2025,
22,5200385116029,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ ΗΛΙΕΛΑΙΟ 1Λ,1.79,1.79,22_DialehtiSodeia_Ilielaio_1L.jpg,1,Ηλιέλαιο,lt,,egnatia,11-06-2025,17-06-2025,
23,5206783005972,ΒΛΑΣΤΑΡΙ ΑΡΑΚΑΣ  1Kg,1.89,1.89,23_arakas_vlastari_1kg.png,0,Λαχανικά Κατεψυγμένα,kg,,egnatia,11-06-2025,17-06-2025,
23,5206783090114,ΕΚΛΕΚΤΗ ΣΟΔΕΙΑ ΜΠΑΜΙΕΣ No1 750g,3.49,4.52,23_EklektiSodeia_Mpamies_No1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,egnatia,11-06-2025,17-06-2025,
24,5200103120017,ROYAL ΖΑΧΑΡΗ     ΠΑΚΕΤΟ 1Kg,0.79,0.79,24_Royal_Zahari_1kg (002).jpg,0,Λευκή Ζάχαρη,kg,,egnatia,11-06-2025,17-06-2025,
25,5201002000233,ΓΙΩΤΗΣ ΦΑΡΙΝ     ΛΑΚΤΕ 300g,2.79,9.3,25_farin_lakte_300g.jpg,0,Κρέμες για βρέφη,kg,,egnatia,11-06-2025,17-06-2025,
27,5201530014269,BRAVO ΚΛΑΣΣΙΚΟΣ ΚΑΦΕΣ 95g,2.19,23.05,27_Bravo_ellinikos_95g.png,0,Ελληνικός Καφές,kg,,egnatia,11-06-2025,17-06-2025,
28,8411010215209,EL CAFETO ΣΤΙΓΜ. ΚΑΦΕΣ ΒΑΖΟ 200g,4.79,23.95,28_el_cafeto_stigmiaios_vazo_200g.jpg,0,Στιγμιαίος Καφές,kg,,egnatia,11-06-2025,17-06-2025,
29,9002859064401,GINA ΚΑΦΕΣ ΦΙΛΤΡΟΥ 250g,3.89,15.56,29_gina_kafes_250g.jpg,0,Γαλλικός Καφές,kg,,egnatia,11-06-2025,17-06-2025,
30,4021155109185,SUCOFIN ΕΠΙΤΡΑΠ. ΓΛΥΚΑΝΤ.1200Τ 72g,2.35,32.64,30_Sucofin_Epitrapezio_Glikantiko_1200Τ_72g (002).jpeg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,egnatia,11-06-2025,17-06-2025,
32,5200385113684,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΦΑΚΕΣ ΨΙΛΕΣ 500g,1.25,2.5,32_dialehti_sodeia_fakes_psiles.jpg,1,Φακές,kg,,egnatia,11-06-2025,17-06-2025,
33,5201156210984,ΗΒΗ ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L,1.29,1.29,33_ivi_fisikos_portikali_1l.jpg,0,Χυμός Πορτοκάλι,lt,,egnatia,11-06-2025,17-06-2025,
35,5200116071351,AXION ΥΓΡΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ  3L,3.25,1.08,35_Axion_45Mez_3L.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,egnatia,11-06-2025,17-06-2025,
36,5200250703002,REX ΥΓΡΟ ΓΕΝΙΚΟΥ ΚΑΘΑΡΙΣΜΟΥ  1L,0.99,0.99,36_Rex_Ygro_GenikouKatharismou_Kokkina_Louloudia.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,egnatia,11-06-2025,17-06-2025,
37,5200250702258,REX ΥΓΡΟ ΠΙΑΤΩΝ ΛΕΜΟΝΙ 1500ml,1.69,1.13,37_Rex_Igro_piaton_lemoni_1.5L.jpg,0,Απορρυπαντικά Πιάτων,lt,,egnatia,11-06-2025,17-06-2025,
38,5200385180112,ΑΠΑΛΟ ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ MEGA PACK 1Kg ,2.99,2.99,38_Apalo_Harti_Kouzinas_mega_1kg.jpg,1,Χαρτί Κουζίνας,kg,,egnatia,11-06-2025,17-06-2025,
39,7891024133545,COLGATE ΟΔ/ΜΑ 75ml HERBAL,1.39,18.53,39_Colgate_Odontokrema_75ml.jpg,0,Οδοντόκρεμα,kg,,egnatia,11-06-2025,17-06-2025,
40,5200385180099,ΑΠΑΛΟ ΧΑΔΙ ΧΑΡΤΙ ΥΓΕΙΑΣ ΓΚΟΦΡΕ 10ΡΟΛΑ,2.39,0.234,40_Apalo_HartiYgeias_Gkofre_10Rola.jpg,1,Χαρτί Υγείας,τμχ,,egnatia,11-06-2025,17-06-2025,
41,8700216171311,ALWAYS ULTRA ΣΕΡΒΙΕΤΕΣ VALUE PACK,2.24,0.11,41_always_normal_20tem.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,egnatia,11-06-2025,17-06-2025,
42,5202453036680,SUNNY BREAKFAST ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500g,0.99,1.98,42_Sunny_Breakfast_Nifades_Vromis_500g (002).jpg,0,Προϊόντα Βρώμης,kg,,egnatia,11-06-2025,17-06-2025,
43,5200385190258,GLAM ΣΑΜΠΟΥΑΝ ΛΙΠΑΡΑ 400ml,1.79,4.48,43_Glam_Sampouan_Kanonika_400ml.jpg,0,Σαμπουάν,lt,,egnatia,11-06-2025,17-06-2025,
43,5202663030140,FARCOM VITAL ΣΑΜ.ΠΙΚ/ΓΔΑΛΟ 500ml,1.89,3.78,43_Farcom_Vital_Sampouan_Pikramugdalo_500ml.jpg,0,Σαμπουάν,lt,,egnatia,11-06-2025,17-06-2025,
44,5201109006497,ΚΑΡΑΒΑΚΙ ΣΑΠΟΥΝΙ 4x125g,2.49,4.98,44_karavaki_sapouni_4x125g.jpg,0,Σαπούνι Στερεό,kg,,egnatia,11-06-2025,17-06-2025,
45,5200352500899,STROMA PAD ΠΑΝΕΣ ΕΝΗΛΙΚΩΝ Νο3 12ΤΕΜ,6.49,0.54,45_Stroma_Pad_large_no3_12t.jpg,0,Πάνες Ακράτειας,τμχ,,egnatia,11-06-2025,17-06-2025,
46,5201263082580,BABYLINO SENS.   ΧΑΜΟΜΗΛΙ,9.99,0.23,46_Babylino_Sensitive_Panes_No4_50Tem.jpg,0,Πάνες για Μωρά,τμχ,,egnatia,11-06-2025,17-06-2025,
47,3800214410377,LINDY ΜΩΡΟΜΑΝΤΗΛΑ ΜΕ ALOE VERA 64ΤΕΜ,0.79,0.01,47_Lindy_Moromantila.jpg,0,Μωρομάντηλα,τμχ,,egnatia,11-06-2025,17-06-2025,
48,5203216000337,MISS SANDY ΠΑΙΔΙΚΟ ΣΑΜΠΟΥΑΝ 750ml,1.99,2.65,48_Miss_Sandy_Paidiko_Shampoo_750ml.jpg,0,Σαμπουάν για Μωρά,lt,,egnatia,11-06-2025,17-06-2025,
49,5200399101424,SNIKY ΚΡΟΚΕΤΕΣ ΣΚΥΛΟΥ 4Kg  ,4.69,1.17,49_Sniky_Dog_4kg.jpg,0,Τροφή για Σκύλους,kg,,egnatia,11-06-2025,17-06-2025,
50,5200399101400,SNIKY ΤΡΟΦΗ ΓΑΤΑΣ ΚΡΟΚΕΤΕΣ 2Kg,3.49,1.75,50_Sniky_Cat_Gatotrofi_Meat_2Kg.jpg,0,Τροφή για γάτες,kg,,egnatia,11-06-2025,17-06-2025,
51,5202453033719,ΜΕ ΤΟΝ ΠΛΑΣΤΗ ΑΛΕΥΡΙ 1Kg,0.67,0.67,51_Me_Ton_Plasti_Aleuri_1kg.jpg,0,Αλεύρι,kg,,egnatia,11-06-2025,17-06-2025,
53,5200385105023,ΕΚΛΕΚΤΟ ΠΑΡΙΖΑ ΣΕ ΦΕΤΕΣ 180g  ,0.95,5.28,8_Eklekto_Pariza_SeFetes_180gr.jpg,1,Πάριζα,kg,,egnatia,11-06-2025,17-06-2025,
54,4003490043287,STARMILK ΓΑΛΑ    UHT 3.5% 1L,1.07,1.07,54_gala_uht_star_milk_3.5_lipara.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,egnatia,11-06-2025,17-06-2025,
55,5206546002200,ΟΡΕΙΝΟ ΓΑΛΑ UHT 1L 1.5%,1.06,1.06,55_to_oreino_mas_gala_1.5lt.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,egnatia,11-06-2025,17-06-2025,
56,5203197138531,ΜΠΕΛΑΣ ΒΕΡΜΙΝΟ   ΛΕΥΚΟ ΤΥΡΙ 400g,2.59,6.48,56_mpelas_vermino_leyko_tyri_400g.jpg,1,Λευκό τυρί,kg,,egnatia,11-06-2025,17-06-2025,
57,5201237203249,ΩΜΕΓΑ SP.ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500g,1.45,2.9,57_Omega_Fasolia_Metria500g.jpg,0,Φασόλια,kg,,egnatia,11-06-2025,17-06-2025,
58,5200385113691,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΡΕΒΙΘΙΑ 500g,1.49,2.98,58_Revithia_dialechti_sodeia_500g.png,1,Ρεβύθια,kg,,egnatia,11-06-2025,17-06-2025,
52,70268,ΒΟΕΙΟΣ ΚΙΜΑΣ ΣΤΗΘ-ΛΑΠ    ΓΑΛΛΙΑΣ ΝΩΠΟΣ,10.95,10.95,70268.jpg,0,Μοσχάρι,kg,,kritikos,11-06-2025,17-06-2025,
52,730927,ΒΟΕΙΟΣ ΚΙΜΑΣ ΣΤΗΘ-ΛΑΠ   ΠΟΛΩΝΙΑ ΝΩΠΟΣ,10.95,10.95,730927.jpg,0,Μοσχάρι,kg,,kritikos,11-06-2025,17-06-2025,
1,748176,ΕΠΙΛΟΓΗ ΜΟΥ ΡΥΖΙ ΝΥΧΑΚΙ 500ΓΡ,0.90,1.80,748176.jpg,1,Ρύζι,Kg,,kritikos,11-06-2025,17-06-2025,
1,46162,3ΑΛΦΑ Τ.ΑΜΕΡΙΚΗΣ 500ΓΡ,1.99,3.98,46162.jpg,0,Ρύζι,Kg,,kritikos,11-06-2025,17-06-2025,
2,744826,ΕΠΙΛΟΓΗ ΜΟΥ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ ΦΟΡΜΑ 700ΓΡ,1.35,1.93,744826.jpg,1,Ψωμί για Tοστ,Kg,,kritikos,11-06-2025,17-06-2025,
3,219449,ΒΟΣΙΝΑΚΗ ΦΟΥΡΝΙΣΜΑΤΑ ΣΤΑΡΕΝΙΟ 500ΓΡ,1.60,3.20,219449.jpg,0,Ψωμί Φραντζόλα,Kg,,kritikos,11-06-2025,17-06-2025,
4,31021,ELITE ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΕΝΙΕΣ 250ΓΡ.,1.03,4.12,31021.jpg,0,Φρυγανιές,Kg,,kritikos,11-06-2025,17-06-2025,
5,710366,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500ΓΡ,0.63,1.26,710366.jpg,0,Μακαρόνια Νο 6,Kg,,kritikos,11-06-2025,17-06-2025,
6,723529,ΧΟΙΡΙΝΗ ΝΩΠΗ ΤΗΓΑΝΙΑ ΟΛΛΑΝΔΙΑΣ (σε καταστήματα που διαθέτουν κρεοπωλείο),6.85,6.85,723529.jpg,0,Νωπό Χοιρινό,Kg,,kritikos,11-06-2025,17-06-2025,
6,41294,ΧΟΙΡΙΝΗ ΝΩΠΗ ΤΗΓΑΝΙΑ ΕΛΛΗΝΙΚΗ (σε καταστήματα που διαθέτουν κρεοπωλείο),6.85,6.85,41294.jpg,0,Νωπό Χοιρινό,Kg,,kritikos,11-06-2025,17-06-2025,
7,70425,ΚΟΤΟΠΟΥΛΟ ΦΤΕΡΟΥΓΑ ΝΩΠΗ ΕΛΛΗΝΙΚΗ (σε καταστήματα που διαθέτουν κρεοπωλείο),2.75,2.75,70425.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,kritikos,11-06-2025,17-06-2025,
8,772360,ΕΔΕΣΜΑ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ Χ.ΓΛ. ΤΟ ΚΙΛΟ,7.77,7.77,772360.jpg,0,Γαλοπούλα,Kg,,kritikos,11-06-2025,17-06-2025,
9,768823,ΕΠΙΛΟΓΗ ΜΟΥ ΜΠΑΚΑΛΙΑΡΟΣ Α/Κ 300/500 ΚΤΨ ΤΟ ΚΙΛΟ,4.95,4.95,768823.jpg,1,Ψάρια Κατεψυγμένα,Kg,,kritikos,11-06-2025,17-06-2025,
10,771787,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΑΓΕΛΑΔΙΝΟ ΠΛΗΡΕΣ 1LT,0.95,0.95,771787.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,11-06-2025,17-06-2025,
10,219804,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΠΛΗΡΕΣ 3.8% 1L,0.95,0.95,219804.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,11-06-2025,17-06-2025,
10,67759,ΟΛΥΜΠΟΣ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ 3.7% PET 1L,1.59,1.59,67759.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,kritikos,11-06-2025,17-06-2025,
11,771786,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΑΓΕΛΑΔΙΝΟ ΕΛΑΦΡΥ 1LT,0.95,0.95,771786.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,11-06-2025,17-06-2025,
11,219805,ΦΑΡΜΑ ΚΑΣΤΡΟΥ ΓΑΛΑ ΦΡΕΣΚΟ ΕΛΑΦΡΥ 1.7% 1L,0.95,0.95,219805.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,11-06-2025,17-06-2025,
11,67761,ΟΛΥΜΠΟΣ ΓΑΛΑ ΕΠΙΛΕΓΜΕΝΟ 1.7% PET 1L,1.59,1.59,67761.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,kritikos,11-06-2025,17-06-2025,
12,743155,ΕΠΙΛΟΓΗ ΜΟΥ ΓΑΛΑ ΕΒΑΠΟΡΕ ΕΛΑΦΡΥ 4% 400ΓΡ,0.86,2.15,743155.jpg,1,Γάλα Εβαπορέ,lt,,kritikos,11-06-2025,17-06-2025,
