CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,name,null
58,4056489541943,Ρεβύθια χονδρά 1kg,2.79,2.79,2536.jpg,1,Ρεβύθια,kg,,lidl,25-12-2024,31-12-2024,,
52,0419242,ΚΙΜΑΣ ΒΟΕΙΟΥ ΜΟΣΧΟΥ ΓΕΡΜΑΝΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,8.49,8.49,0419242_1.jpg,0,Μοσχάρι,kg,xmas,masoutis,25-12-2024,31-12-2024,,
52,2306629,ΚΙΜΑΣ ΒΟΕΙΟΥ ΜΟΣΧΟΥ ΓΑΛΛΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,8.49,8.49,2306629_1.jpg,0,Μοσχάρι,kg,xmas,masoutis,25-12-2024,31-12-2024,,
63,4052403,ΧΡΙΣΤ ΑΓΙΟΣ ΒΑΣΙΛΗΣ ΑΠΟΜΙΜΗΣΗ ΣΟΚΟΛΑΤΑΣ ΓΑΛΑΚΤΟΣ OSCAR 60ΓΡ,0.88,14.67,4052403_1.jpg,0,Σοκολάτα,kg,xmas,masoutis,25-12-2024,31-12-2024,,
63,0032656,ΣΟΚΟΛΑΤΑ FERRERO KINDER 8Τ Χ ΓΛΟΥΤΕΝΗ 100ΓΡ,1.37,13.70,0032656_1.jpg,0,Σοκολάτα,kg,xmas,masoutis,25-12-2024,31-12-2024,,
63,1709245,ΣΟΚΟΛΑΤΑ ΓΑΛΑΚΤΟΣ MR GRAND 85ΓΡ,0.84,9.88,1709245_1.jpg,1,Σοκολάτα,kg,xmas,masoutis,25-12-2024,31-12-2024,,
63,1709260,ΣΟΚΟΛΑΤΑ ΥΓΕΙΑΣ MR GRAND 85ΓΡ,0.84,9.88,1709260_1.jpg,1,Σοκολάτα,kg,xmas,masoutis,25-12-2024,31-12-2024,,
64,0382663,ΑΡΝΙΑ ΝΩΠΑ ΕΛΛΗΝΙΚΑ ΚΡΕΟΠΩΛΕΙΟΥ,9.90,9.90,0382663_1.jpg,0,Αρνί,kg,xmas,masoutis,25-12-2024,31-12-2024,,
65,0388108,ΚΑΤΣΙΚΙΑ ΝΩΠΑ ΕΛΛΗΝΙΚΑ ΚΡΕΟΠΩΛΕΙΟΥ,11.90,11.90,0388108_1.jpg,0,Κατσίκι,kg,xmas,masoutis,25-12-2024,31-12-2024,,
66,0399816,ΓΑΛΟΠΟΥΛΑ ΚΑΤ/ΝΗ ΓΑΛΛΙΑΣ,4.90,4.90,0399816_1.jpg,0,Γαλοπούλα,kg,xmas,masoutis,25-12-2024,31-12-2024,,
67,3343209,ΤΣΟΥΡΕΚΙ ΠΑΡΑΔΟΣΙΑΚΟ ΠΟΛΙΤΙΚΟ ΜΕ ΠΡΟΖΥΜΙ ΜΑΣΟΥΤΗΣ ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ 450ΓΡ,1.99,4.42,3343209_1.jpg,1,Τσουρέκι,kg,xmas,masoutis,25-12-2024,31-12-2024,,
68,3680048,ΠΑΡΑΔΟΣΙΑΚΗ ΒΑΣΙΛΟΠΙΤΑ ΜΑΣΟΥΤΗ 500ΓΡ,2.39,4.78,3680048_1.jpg,1,Βασιλόπιτα (τσουρέκι),kg,xmas,masoutis,25-12-2024,31-12-2024,,
68,3085750,ΒΑΣΙΛΟΠΙΤΑ PANINI ΚΛΑΣΙΚΗ 500ΓΡ,3.55,7.10,3085750_1.jpg,0,Βασιλόπιτα (τσουρέκι),kg,xmas,masoutis,25-12-2024,31-12-2024,,
68,1599729,ΒΑΣΙΛΟΠΙΤΑ ΚΛΑΣΙΚΗ ΜΕ ΠΡΟΖΥΜΙ ΦΑΙΔΩΝ 450ΓΡ,3.60,8.00,1599729_1.jpg,0,Βασιλόπιτα (τσουρέκι),kg,xmas,masoutis,25-12-2024,31-12-2024,,
1,3958956,ΡΥΖΙ ΚΑΡΟΛΙΝΑ ΑΔΕΝΔΡΟΥ ΜΑΣΟΥΤΗ 2Κ,3.16,1.58,3958956_1.jpg,1,Ρύζι,Kg,,masoutis,25-12-2024,31-12-2024,,
1,3958972,ΡΥΖΙ ΜΠΟΝΕΤ ΧΑΛΑΣΤΡΑΣ ΜΑΣΟΥΤΗ 2Κ,2.98,1.49,3958972_1.jpg,1,Ρύζι,Kg,,masoutis,25-12-2024,31-12-2024,,
1,3385408,ΡΥΖΙ 3ΑΛΦΑ ΓΛΑΣΣΕ 500ΓΡ,1.46,2.92,3385408_1.jpg,0,Ρύζι,Kg,,masoutis,25-12-2024,31-12-2024,,
2,4040846,ΤΟΣΤ ΜΙΝΙ ΣΙΚΑΛΗΣ ΜΑΣΟΥΤΗΣ 340ΓΡ,0.77,2.26,4040846_1.jpg,1,Ψωμί για Tοστ,Kg,,masoutis,25-12-2024,31-12-2024,,
2,0752618,ΤΟΣΤ ΜΙΝΙ MR GRAND MAITRE 340ΓΡ,0.77,2.26,0752618_1.jpg,1,Ψωμί για Tοστ,Kg,,masoutis,25-12-2024,31-12-2024,,
2,2048411,ΚΡΙΣ ΚΡΙΣ ΣΤΑΡΕΝΙΟ 700ΓΡ,1.38,1.97,2048411_1.jpg,0,Ψωμί για Tοστ,Kg,,masoutis,25-12-2024,31-12-2024,,
3,3940954,ΨΩΜΙ ΒΟΣΙΝΑΚΗ ΦΟΥΡΝΙΣΜΑΤΑ ΣΤΑΡΕΝΙΟ 500ΓΡ,1.58,3.16,3940954_1.jpg,0,Ψωμί Φραντζόλα,Kg,,masoutis,25-12-2024,31-12-2024,,
4,2487080,ΦΡΥΓΑΝΙΕΣ MR GRAND ΣΤΑΡΙΟΥ 4Χ125ΓΡ,1.39,2.78,2487080_1.jpg,1,Φρυγανιές,Kg,,masoutis,25-12-2024,31-12-2024,,
4,0039461,ΦΡΥΓΑΝΙΕΣ ELITE ΣΤΑΡΙΟΥ 250ΓΡ ΚΟΥΤΙ,1.18,4.72,0039461_1.jpg,0,Φρυγανιές,Kg,,masoutis,25-12-2024,31-12-2024,,
5,1825504,ΜΑΚΑΡΟΝΙΑ ΣΠΑΓΓΕΤΙ MR GRAND Ν6 500ΓΡ,0.62,1.24,1825504_1.jpg,1,Μακαρόνια Νο 6,Kg,,masoutis,25-12-2024,31-12-2024,,
5,3328655,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Ν6 500ΓΡ,0.67,1.34,3328655_1.jpg,0,Μακαρόνια Νο 6,Kg,,masoutis,25-12-2024,31-12-2024,,
6,0343020,ΣΠΑΛΑ ΧΟΙΡΙΝΗ Μ/Ο ΕΛΛΗΝΙΚΗ ΚΡΕΟΠΩΛΕΙΟΥ,4.65,4.65,0343020_1.jpg,0,Νωπό Χοιρινό,Kg,,masoutis,25-12-2024,31-12-2024,,
7,3298759,ΚΟΤΟΠΟΥΛΟ ΒΛΑΧΙΚΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΟΛΟΚΛΗΡΟ ΝΙΤΣΙΑΚΟΣ XYMΑ,2.99,2.99,3298759_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,3629136,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΚΟΤΙΝΟ Τ.70% ΑΕΡΟΨΥΚΤΟ ΧΥΜΑ ΚΡΕΟΠΩΛΕΙΟΥ,2.99,2.99,3629136_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,3629763,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΝΑΥΠΑΚΤΟΥ ΧΥΜΑ,2.99,2.99,3629763_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,3977006,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ 65% ΑΓΓΕΛΑΚΗΣ ΧΥΜΑ,2.99,2.99,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,1964451,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΑΡΤΑΣ ΧΥΜΑ,2.99,2.99,1964451_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,1322239,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΝΙΤΣΙΑΚΟΣ 65%-70% ΚΡΕΟΠΩΛΕΙΟΥ,2.99,2.99,1322239_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,1641844,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΠΙΝΔΟΣ 65-70% ΝΩΠΟ ΧΥΜΑ,2.99,2.99,1641844_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,2345155,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΠΤΗΝΟΠΑΡΑΓΩΓΗ,2.99,2.99,2345155_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,3137593,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΧΑΡΜΑ ΧΥΜΑ ΚΡΕΟΠΩΛΕΙΟΥ,2.99,2.99,3137593_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
7,1812312,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΑΜΒΡΟΣΙΑΔΗ ΧΥΜΑ ΚΡΕΟΠΩΛΕΙΟΥ,2.99,2.99,1812312_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,25-12-2024,31-12-2024,,
8,3617669,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΒΡΑΣΤΟ ΤΟΣΤ ΣΕΡΡΑΙΚΗ ΧΥΜΑ,8.88,8.88,3617669_1.jpg,0,Γαλοπούλα,Kg,,masoutis,25-12-2024,31-12-2024,,
8,3617651,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΚΑΠΝΙΣΤΟ ΤΟΣΤ ΣΕΡΡΑΙΚΗ ΧΥΜΑ,8.88,8.88,3617651_1.jpg,0,Γαλοπούλα,Kg,,masoutis,25-12-2024,31-12-2024,,
8,2405918,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑ ΒΡΑΣΤΗ MR GRAND ΧΥΜΑ,7.99,7.99,2405918_1.jpg,1,Γαλοπούλα,Kg,,masoutis,25-12-2024,31-12-2024,,
8,2405900,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ MR GRAND ΧΥΜΑ,7.99,7.99,2405900_1.jpg,1,Γαλοπούλα,Kg,,masoutis,25-12-2024,31-12-2024,,
9,2732204,ΠΑΝΓΚΑΣΙΟΥΣ ΦΙΛΕΤΟ MR GRAND 850ΓΡ,5.99,7.05,2732204_1.jpg,1,Ψάρια Κατεψυγμένα,Kg,,masoutis,25-12-2024,31-12-2024,,
10,0014084,ΓΑΛΑ ΜΕΒΓΑΛ ΠΑΣΤΕΡ 3.5% ΛΕΥΚΟ 1ΛΙΤ ΧΑΡΤ,1.12,1.12,0014084_1.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,masoutis,25-12-2024,31-12-2024,,
10,0597997,ΓΑΛΑ ΛΕΥΚΟ ΣΕΡΓΑΛ 3.5% 1ΛΙΤ,1.12,1.12,0597997_1.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,masoutis,25-12-2024,31-12-2024,,
11,0014100,ΓΑΛΑ ΜΕΒΓΑΛ ΕΛΑΦΡΥ 1.5% 1Λ ΧΑΡΤΙΝΟ,1.12,1.12,0014100_1.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,masoutis,25-12-2024,31-12-2024,,
11,0759001,ΓΑΛΑ ΛΕΥΚΟ ΣΕΡΓΑΛ 1.5% 1ΛΙΤ,1.12,1.12,0759001_1.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,masoutis,25-12-2024,31-12-2024,,
12,0013862,ΓΑΛΑ ΕΒΑΠΟΡΕ ΝΟΥΝΟΥ 170ΓΡ,0.69,4.06,0013862_1.jpg,0,Γάλα Εβαπορέ,lt,,masoutis,25-12-2024,31-12-2024,,
13,3313384,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΔΩΔΩΝΗ 2% 200ΓΡ 2+1ΔΩΡ,1.71,2.85,3313384_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,masoutis,25-12-2024,31-12-2024,,
13,3874146,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΜΑΣΟΥΤΗ 3.9%ΛΙΠ 2X200ΓΡ,0.99,2.48,3874146_1.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,masoutis,25-12-2024,31-12-2024,,
14,3874161,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΜΑΣΟΥΤΗ ΕΛΑΦΡΥ 2%ΛΙΠ 2X200ΓΡ,0.99,2.48,3874161_1.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,masoutis,25-12-2024,31-12-2024,,
14,3159266,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΔΩΔΩΝΗ 3.90% 2+1 ΔΩΡΟ 200ΓΡ,1.71,2.85,3159266_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,masoutis,25-12-2024,31-12-2024,,
15,2253581,ΦΕΤΑ ΠΟΠ ΜΑΣΟΥΤΗ ΤΑΠΕΡ 900ΓΡ,9.34,10.38,2253581_1.jpg,1,Τυρί Φέτα,kg,,masoutis,25-12-2024,31-12-2024,,
15,4054490,ΦΕΤΑ ΠΟΠ ΘΕΣΣΑΛΙΑΣ ΜΑΣΟΥΤΗΣ ΧΥΜΑ,9.99,9.99,4054490_1.jpg,1,Τυρί Φέτα,kg,,masoutis,25-12-2024,31-12-2024,,
15,2210136,ΦΕΤΑ ΠΟΠ ΚΑΣΤΟΡΙΑΣ ΔΟΧΕΙΟ ΧΥΜΑ EUROFOOD,10.54,10.54,2210136_1.jpg,0,Τυρί Φέτα,kg,,masoutis,25-12-2024,31-12-2024,,
16,3862950,GOUDA ΟΛΛΑΝΔΙΑΣ GRANDE 48% ΦΡΑΤΖΟΛΑ ΧΥΜΑ,7.40,7.40,3862950_1.jpg,0,Τυρί Γκούντα,kg,,masoutis,25-12-2024,31-12-2024,,
17,4009163,ΗΜΙΣΚΛΗΡΟ ΤΥΡΙ ΕΛΑΦΡΥ ΔΟΙΡΑΝΗ ΩΡΙΜΑΝΣΗΣ 4ΜΗΝΩΝ ΧΥΜΑ,10.79,10.79,4009163_1.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,masoutis,25-12-2024,31-12-2024,,
17,3699915,ΤΥΡΙ ΜΑΣΟΥΤΗ LIGHT ΧΥΜΑ,8.79,8.79,3699915_1.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,masoutis,25-12-2024,31-12-2024,,
17,3733755,ΤΥΡΙ ΜΑΣΟΥΤΗ LIGHT ΦΕΤΕΣ 200ΓΡ,2.14,10.70,3733755_1.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,masoutis,25-12-2024,31-12-2024,,
18,3647633,ΤΟΜΑΤΟΧΥΜΟΣ ΜΑΣΟΥΤΗ 500ΓΡ,0.59,1.18,3647633_1.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,25-12-2024,31-12-2024,,
18,3607454,VALLATA ROSSA ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500ΓΡ,0.79,1.58,3607454_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,25-12-2024,31-12-2024,,
18,4030144,PASSATA ΓΚΡΕΚΑ 500ΓΡ,0.62,1.24,4030144_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,25-12-2024,31-12-2024,,
19,0831156,ΑΥΓΑ ΤΣΑΚΙΡΗ 6ΑΔΑ ΑΠΛΑ Μ 53-63ΓΡ ΣΥΣΚ/ΝΑ,1.99,0.33,0831156_1.jpg,0,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,1156132,ΑΥΓΑ ΧΡΥΣΑ ΦΡΕΣΚΑ ΑΤ 10Τ MED ΧΑΡΤ ΘΗΚΗ,3.59,0.36,1156132_1.jpg,0,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,3315579,ΑΥΓΑ ΦΡΕΣΚΑ ΜΑΣΟΥΤΗ 10T ΜΕΣΑΙΑ 53ΓΡ,2.99,0.30,3315579_1.jpg,1,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,4058756,ΑΥΓΑ MEDIUM 6ΑΔΑ 53-63ΓΡ ΑΥΓΟΔΙΑΤΡΟΦΙΚΗ,1.91,0.32,4058756_1.jpg,0,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,4059085,ΑΥΓΑ ΑΧΥΡΩΝΑ ΤΣΑΚΙΡΗ 6ΑΔΑ ΑΛΜΑ ΖΩΗΣ LARGE 63-73ΓΡ ΚΑΤΗΓΟΡΙΑΣ Α΄,2.39,0.40,4059085_1.jpg,0,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,3370087,ΑΥΓΑ ΧΡΥΣΑ ΦΡΕΣΚΑ ΕΛΛΗΝΙΚΑ Α LARGE 15ΑΔΑ ΠΛΑΣΤΙΚΗ ΘΗΚΗ,4.40,0.29,3370087_1.jpg,0,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,3937844,ΑΥΓΑ ΦΡΕΣΚΑ ΜΑΣΟΥΤΗ ΜΕΓΑΛΑ 10TΧ63ΓΡ,3.07,0.31,3937844_1.jpg,1,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,3795507,ΑΥΓΑ ΦΡΕΣΚΑ ΑΧΥΡΩΝΑ MR GRAND 12T ΜΕΣΑΙΑ 53ΓΡ,2.98,0.25,3795507_1.jpg,1,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,2464907,ΑΥΓΑ ΦΡΕΣΚΑ MR GRAND 10T ΜΕΣΑΙΑ 53,2.99,0.30,2464907_1.jpg,1,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
19,4058772,ΑΥΓΑ LARGE 6ΑΔΑ 63-73ΓΡ ΑΥΓΟΔΙΑΤΡΟΦΙΚΗ,1.96,0.33,4058772_1.jpg,0,Αυγά,τμχ,,masoutis,25-12-2024,31-12-2024,,
20,3908712,ΜΑΡΓΑΡΙΝΗ ΦΑΣΤ SOFT 440ΓΡ,1.83,4.16,3908712_1.jpg,0,Μαργαρίνες,kg,,masoutis,25-12-2024,31-12-2024,,
20,1295450,ΜΑΡΓΑΡΙΝΗ MR GRAND 250ΓΡ,0.89,3.56,1295450_1.jpg,1,Μαργαρίνες,kg,,masoutis,25-12-2024,31-12-2024,,
21,4001913,ΕΛΑΙΟΛΑΔΟ ΕΞΑΙΡΕΤΙΚΟ ΠΑΡΘΕΝΟ ΚΟΡΩΝΕΙΚΗ ΠΟΙΚΙΛΙΑ ΜΑΣΟΥΤΗ 1L,9.39,9.39,4001913_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,masoutis,25-12-2024,31-12-2024,,
21,4015186,ΕΛΑΙΟΛΑΔΟ ΕΞΤΡΑ ΠΑΡΘΕΝΟ ΜΑΣΟΥΤΗΣ ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ 1L,9.39,9.39,4015186_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,masoutis,25-12-2024,31-12-2024,,
22,0566000,ΗΛΙΕΛΑΙΟ MR GRAND 5L,8.99,1.80,0566000_1.jpg,1,Ηλιέλαιο,lt,,masoutis,25-12-2024,31-12-2024,,
22,4016721,ΗΛΙΕΛΑΙΟ SANOLA ST-0.50Ε 1L,2.08,2.08,4016721_1.jpg,0,Ηλιέλαιο,lt,,masoutis,25-12-2024,31-12-2024,,
23,3974862,ΑΡΑΚΑΣ ΛΑΖΑΡΙΔΗ 900ΓΡ,2.18,2.42,3974862_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,25-12-2024,31-12-2024,,
23,3947363,ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ ΛΑΖΑΡΙΔΗ 900ΓΡ ΚΤΨ,2.46,2.73,3947363_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,25-12-2024,31-12-2024,,
23,1456177,ΑΡΑΚΑΣ MR GRAND 1000ΓΡ,2.39,2.39,1456177_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,masoutis,25-12-2024,31-12-2024,,
23,1456243,ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ MR GRAND 1000ΓΡ,2.39,2.39,1456243_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,masoutis,25-12-2024,31-12-2024,,
24,3809860,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUGARTIA 1Κ,0.80,0.80,3809860_1.jpg,0,Λευκή Ζάχαρη,kg,,masoutis,25-12-2024,31-12-2024,,
24,3907557,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUDZUCKER 1K,0.80,0.80,3907557_1.jpg,0,Λευκή Ζάχαρη,kg,,masoutis,25-12-2024,31-12-2024,,
25,0015230,ΚΡΕΜΑ ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ 300ΓΡ,2.42,8.07,0015230_1.jpg,0,Κρέμες για βρέφη,kg,,masoutis,25-12-2024,31-12-2024,,
25,3622602,NUTRICIA ΜΠΙΣΚΟΤΟΚΡΕΜΑ 250ΓΡ,2.66,10.64,3622602_1.jpg,0,Κρέμες για βρέφη,kg,,masoutis,25-12-2024,31-12-2024,,
25,3987401,ΚΡΕΜΑ ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ ST-0.20Ε 300ΓΡ,2.27,7.57,3987401_1.jpg,0,Κρέμες για βρέφη,kg,,masoutis,25-12-2024,31-12-2024,,
26,3850005,MILUPA APTAMIL N2 400ΓΡ ΜΕΤΑΛΛΙΚΟ ΚΟΥΤΙ,8.45,21.13,3850005_1.jpg,0,Γάλα για βρέφη,kg,,masoutis,25-12-2024,31-12-2024,,
27,3927571,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ ΚΛΑΣΙΚΟΣ ΜΑΣΟΥΤΗ 194ΓΡ,2.09,10.77,3927571_1.jpg,1,Ελληνικός Καφές,kg,,masoutis,25-12-2024,31-12-2024,,
28,0933523,ΚΑΦΕΣ ΣΤΙΓΜΗΣ MR GRAND 200ΓΡ,4.99,24.95,0933523_1.jpg,1,Στιγμιαίος Καφές,kg,,masoutis,25-12-2024,31-12-2024,,
29,2380582,ΚΑΦΕΣ ΦΙΛΤΡΟΥ MR GRAND 250ΓΡ,3.21,12.84,2380582_1.jpg,1,Γαλλικός Καφές,kg,,masoutis,25-12-2024,31-12-2024,,
30,3849346,FREEVIA ΕΠΙΤΡΑΠΕΖΙΟ ΓΛΥΚΑΝΤΙΚΟ ΣΤΕΒΙΑ STICK 40Τ+10T ΔΩΡΟ 25ΓΡ,2.32,92.80,3849346_1.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,masoutis,25-12-2024,31-12-2024,,
32,1515410,ΦΑΚΕΣ ΨΙΛΕΣ MR GRAND 500ΓΡ,1.09,2.18,1515410_1.jpg,1,Φακές,kg,,masoutis,25-12-2024,31-12-2024,,
32,3476751,ΦΑΚΕΣ ΨΙΛΕΣ SPECIAL ΩΜΕΓΑ 500ΓΡ,1.80,3.60,3476751_1.jpg,0,Φακές,kg,,masoutis,25-12-2024,31-12-2024,,
33,0784256,MR GRAND ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L,1.29,1.29,0784256_1.jpg,1,Χυμός Πορτοκάλι,lt,,masoutis,25-12-2024,31-12-2024,,
35,3278074,ΥΓΡΟ ΑΠΟΡΡΥΠΑΝΤΙΚΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ MR GRAND 3L 60ΜΕΖ ΓΙΑΣΕΜΙ,4.72,0.08,3278074_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,25-12-2024,31-12-2024,,
35,4056479,ΥΓΡΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ MR GRAND EXTRA POWER LUIZA 60MΕΖ 2.7L,6.01,0.10,4056479_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,25-12-2024,31-12-2024,,
35,4032439,DIXAN GEL MULTICOLOR 32ΜΕΖ 1.44L,5.63,0.18,4032439_1.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,25-12-2024,31-12-2024,,
36,4025458,ΥΓΡΟ ΓΕΝΙΚΟΥ ΚΑΘΑΡΙΣΜΟΥ MR GRAND ΓΙΑ ΜΑΡΜΑΡΑ &ΠΛΑΚΑΚΙΑ ΜΕ ΦΥΣΙΚΟ ΣΑΠΟΥΝΙ ΕΛΙΑΣ 1L,1.63,1.63,4025458_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,masoutis,25-12-2024,31-12-2024,,
36,4016879,MR GRAND ΥΓΡΟ ΓΕΝIKOY ΚΑΘΑΡΙΣΜΟΥ ΚΕΡΑΣΙ 4L,2.57,0.64,4016879_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,masoutis,25-12-2024,31-12-2024,,
37,3865318,ΥΓΡΟ ΠΙΑΤΩΝ MR GRAND PROFESSIONAL 4L,3.51,0.88,3865318_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,masoutis,25-12-2024,31-12-2024,,
38,3972056,ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ SOFTEX PROECO 2ΦΥΛΛΟ 1Τ 433ΓΡ,1.96,4.53,3972056_1.jpg,0,Χαρτί Κουζίνας,kg,,masoutis,25-12-2024,31-12-2024,,
38,4016887,ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ MR GRAND ΓΙΓΑΣ 2Φ 1300ΓΡ,3.51,2.70,4016887_1.jpg,1,Χαρτί Κουζίνας,kg,,masoutis,25-12-2024,31-12-2024,,
39,2533941,ΟΔ/ΜΑ COLG SENSAT WHITEN 2X75ML ΤΙΜΗ ΣΟΚ,2.30,15.33,2533941_1.jpg,0,Οδοντόκρεμα,kg,,masoutis,25-12-2024,31-12-2024,,
40,3972841,ΧΑΡΤΙ ΥΓΕΙΑΣ SOFTEX PURE CLASSIC 2ΦΥΛΛΟ 8Τ 496ΓΡ,2.23,0.28,3972841_1.jpg,0,Χαρτί Υγείας,τμχ,,masoutis,25-12-2024,31-12-2024,,
